name,ID,KEGG,HMDB,BiGG
"(-)-trans-carveol",m00001c,C00964,NA,carveol
"(-)-trans-carveol",m00001s,C00964,NA,carveol
"(+)-alpha-pinene",m00002c,C09880,HMDB0006525,appnn
"(+)-alpha-pinene",m00002s,C09880,HMDB0006525,appnn
"(10Z)-heptadecenoic acid",m00003c,NA,NA,NA
"(10Z)-heptadecenoic acid",m00003l,NA,NA,NA
"(10Z)-heptadecenoic acid",m00003r,NA,NA,NA
"(10Z)-heptadecenoic acid",m00003s,NA,NA,NA
"(10Z)-heptadecenoyl-CoA",m00004c,NA,NA,NA
"(10Z)-heptadecenoyl-CoA",m00004m,NA,NA,NA
"(10Z)-heptadecenoyl-CoA",m00004r,NA,NA,NA
"(11R)-HPETE",m00005c,NA,NA,NA
"(11Z)-docosenoyl-CoA",m00006c,NA,NA,NA
"(11Z)-docosenoyl-CoA",m00006m,NA,NA,NA
"(11Z)-docosenoyl-CoA",m00006r,NA,NA,NA
"(11Z)-eicosenoyl-CoA",m00007c,NA,NA,NA
"(11Z)-eicosenoyl-CoA",m00007m,NA,NA,NA
"(11Z)-eicosenoyl-CoA",m00007p,NA,NA,NA
"(11Z)-eicosenoyl-CoA",m00007r,NA,NA,NA
"(11Z,14Z)-eicosadienoic acid",m00008c,C16525,NA,NA
"(11Z,14Z)-eicosadienoic acid",m00008l,C16525,NA,NA
"(11Z,14Z)-eicosadienoic acid",m00008r,C16525,NA,NA
"(11Z,14Z)-eicosadienoic acid",m00008s,C16525,NA,NA
"(11Z,14Z)-eicosadienoyl-CoA",m00009c,C16180,NA,NA
"(11Z,14Z)-eicosadienoyl-CoA",m00009m,C16180,NA,NA
"(11Z,14Z)-eicosadienoyl-CoA",m00009r,C16180,NA,NA
"(11Z,14Z,17Z)-eicosatrienoic acid",m00010c,C16522,NA,NA
"(11Z,14Z,17Z)-eicosatrienoic acid",m00010l,C16522,NA,NA
"(11Z,14Z,17Z)-eicosatrienoic acid",m00010r,C16522,NA,NA
"(11Z,14Z,17Z)-eicosatrienoic acid",m00010s,C16522,NA,NA
"(11Z,14Z,17Z)-eicosatrienoylcarnitine",m00011c,NA,NA,NA
"(11Z,14Z,17Z)-eicosatrienoylcarnitine",m00011m,NA,NA,NA
"(11Z,14Z,17Z)-eicosatrienoylcarnitine",m00011r,NA,NA,NA
"(11Z,14Z,17Z)-eicosatrienoyl-CoA",m00012c,C16179,NA,NA
"(11Z,14Z,17Z)-eicosatrienoyl-CoA",m00012m,C16179,NA,NA
"(11Z,14Z,17Z)-eicosatrienoyl-CoA",m00012r,C16179,NA,NA
"(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate",m00013c,C04654,HMDB0001320,prostg1
"(13E)-tetranor-16-carboxy-LTE4",m00014p,NA,NA,NA
"(13E)-tetranor-16-oxo-16-CoA-LTE4",m00015p,NA,NA,NA
"(13Z)-docosenoyl-CoA",m00016c,C16531,NA,NA
"(13Z)-docosenoyl-CoA",m00016m,C16531,NA,NA
"(13Z)-docosenoyl-CoA",m00016p,C16531,NA,NA
"(13Z)-docosenoyl-CoA",m00016r,C16531,NA,NA
"(13Z)-eicosenoic acid",m00017c,NA,NA,NA
"(13Z)-eicosenoic acid",m00017l,NA,NA,NA
"(13Z)-eicosenoic acid",m00017r,NA,NA,NA
"(13Z)-eicosenoic acid",m00017s,NA,NA,NA
"(13Z)-eicosenoyl-CoA",m00018c,NA,NA,NA
"(13Z)-eicosenoyl-CoA",m00018m,NA,NA,NA
"(13Z)-eicosenoyl-CoA",m00018p,NA,NA,NA
"(13Z)-eicosenoyl-CoA",m00018r,NA,NA,NA
"(13Z)-octadecenoic acid",m00019c,NA,NA,NA
"(13Z)-octadecenoic acid",m00019l,NA,NA,NA
"(13Z)-octadecenoic acid",m00019r,NA,NA,NA
"(13Z)-octadecenoic acid",m00019s,NA,NA,NA
"(13Z)-octadecenoyl-CoA",m00020c,NA,NA,NA
"(13Z)-octadecenoyl-CoA",m00020m,NA,NA,NA
"(13Z)-octadecenoyl-CoA",m00020r,NA,NA,NA
"(13Z,16Z)-docosadienoic acid",m00021c,C16533,NA,NA
"(13Z,16Z)-docosadienoic acid",m00021l,C16533,NA,NA
"(13Z,16Z)-docosadienoic acid",m00021r,C16533,NA,NA
"(13Z,16Z)-docosadienoic acid",m00021s,C16533,NA,NA
"(13Z,16Z)-docosadienoylcarnitine",m00022c,NA,NA,NA
"(13Z,16Z)-docosadienoylcarnitine",m00022m,NA,NA,NA
"(13Z,16Z)-docosadienoylcarnitine",m00022r,NA,NA,NA
"(13Z,16Z)-docosadienoyl-CoA",m00023c,C16645,NA,NA
"(13Z,16Z)-docosadienoyl-CoA",m00023m,C16645,NA,NA
"(13Z,16Z)-docosadienoyl-CoA",m00023r,C16645,NA,NA
"(15Z)-tetracosenoylcarnitine",m00024c,NA,NA,nrvnccrn
"(15Z)-tetracosenoylcarnitine",m00024r,NA,NA,nrvnccrn
"(15Z)-tetracosenoyl-CoA",m00025c,C16532,NA,nrvnccoa
"(15Z)-tetracosenoyl-CoA",m00025p,C16532,NA,nrvnccoa
"(15Z)-tetracosenoyl-CoA",m00025r,C16532,NA,nrvnccoa
"(18E)-20-oxo-20-CoA-LTB4",m00026m,NA,NA,NA
"(18E)-20-oxo-20-CoA-LTB4",m00026p,NA,NA,NA
"(18E)-20-oxo-20-CoA-LTE4",m00027p,NA,NA,NA
"(18R)-HEPE",m00028c,NA,NA,NA
"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid",m00029c,NA,NA,NA
"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",m00030c,C19559,NA,NA
"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",m00031c,C14791,NA,NA
"(1R,2S)-naphthalene 1,2-oxide",m00032c,C14786,NA,onpthl
"(1R,2S)-naphthalene 1,2-oxide",m00032s,C14786,NA,onpthl
"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",m00033c,C14792,NA,NA
"(1S,2R)-naphthalene 1,2-oxide",m00034c,C14787,NA,NA
"(24R)-24,25-dihydroxycalciol",m00035c,C07712,NA,2425dhvitd3
"(24R)-24,25-dihydroxycalciol",m00035m,C07712,NA,2425dhvitd3
"(24R)-24,25-dihydroxycalciol",m00035s,C07712,NA,2425dhvitd3
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",m00036m,C05450,NA,NA
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",m00036p,C05450,NA,NA
"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",m00037p,C05448,NA,thcholoylcoa
"(2E)-decenoyl-[ACP]",m00038c,C05754,NA,NA
"(2E)-decenoyl-CoA",m00039m,C05275,NA,dc2coa
"(2E)-decenoyl-CoA",m00039p,C05275,NA,dc2coa
"(2E)-docosenoyl-CoA",m00040c,NA,NA,NA
"(2E)-docosenoyl-CoA",m00040m,NA,NA,NA
"(2E)-docosenoyl-CoA",m00040p,NA,NA,NA
"(2E)-dodecenoyl-[ACP]",m00041c,C05758,NA,NA
"(2E)-dodecenoyl-CoA",m00042m,C03221,NA,dd2coa
"(2E)-dodecenoyl-CoA",m00042p,C03221,NA,dd2coa
"(2E)-eicosenoyl-CoA",m00043c,NA,NA,NA
"(2E)-eicosenoyl-CoA",m00043m,NA,NA,NA
"(2E)-eicosenoyl-CoA",m00043p,NA,NA,NA
"(2E)-heneicosenoyl-CoA",m00044c,NA,NA,NA
"(2E)-heneicosenoyl-CoA",m00044m,NA,NA,NA
"(2E)-heptadecenoyl-[ACP]",m00045c,NA,NA,NA
"(2E)-heptadecenoyl-CoA",m00046m,NA,NA,NA
"(2E)-heptenoyl-[ACP]",m00047c,NA,NA,NA
"(2E)-heptenoyl-CoA",m00048m,NA,NA,NA
"(2E)-hexacosenoyl-CoA",m00049c,NA,NA,NA
"(2E)-hexacosenoyl-CoA",m00049p,NA,NA,NA
"(2E)-hexadecenoyl-[ACP]",m00050c,C05763,NA,NA
"(2E)-hexadecenoyl-CoA",m00051m,C05272,HMDB0006533,hdd2coa
"(2E)-hexadecenoyl-CoA",m00051p,C05272,HMDB0006533,hdd2coa
"(2E)-hexenoyl-[ACP]",m00052c,C05748,NA,NA
"(2E)-hexenoyl-CoA",m00053m,C05271,NA,NA
"(2E)-hexenoyl-CoA",m00053p,C05271,NA,NA
"(2E)-nonadecenoyl-CoA",m00054c,NA,NA,NA
"(2E)-nonadecenoyl-CoA",m00054m,NA,NA,NA
"(2E)-nonenoyl-[ACP]",m00055c,NA,NA,NA
"(2E)-nonenoyl-CoA",m00056m,NA,NA,NA
"(2E)-octadecenoyl-CoA",m00057c,C16218,HMDB0006529,od2coa
"(2E)-octadecenoyl-CoA",m00057m,C16218,HMDB0006529,od2coa
"(2E)-octadecenoyl-CoA",m00057p,C16218,HMDB0006529,od2coa
"(2E)-octenoyl-[ACP]",m00058c,C05751,NA,NA
"(2E)-octenoyl-CoA",m00059m,C05276,NA,NA
"(2E)-octenoyl-CoA",m00059p,C05276,NA,NA
"(2E)-pentadecenoyl-[ACP]",m00060c,NA,NA,NA
"(2E)-pentadecenoyl-CoA",m00061m,NA,NA,NA
"(2E)-pentenoyl-[ACP]",m00062c,NA,NA,NA
"(2E)-pentenoyl-CoA",m00063m,NA,NA,NA
"(2E)-tetracosenoyl-CoA",m00064c,NA,NA,NA
"(2E)-tetracosenoyl-CoA",m00064p,NA,NA,NA
"(2E)-tetradecenoyl-[ACP]",m00065c,C05760,NA,NA
"(2E)-tetradecenoyl-CoA",m00066m,C05273,NA,NA
"(2E)-tetradecenoyl-CoA",m00066p,C05273,NA,NA
"(2E)-tricosenoyl-CoA",m00067c,NA,NA,NA
"(2E)-tridecenoyl-[ACP]",m00068c,NA,NA,NA
"(2E)-tridecenoyl-CoA",m00069m,NA,NA,NA
"(2E)-undecenoyl-[ACP]",m00070c,NA,NA,NA
"(2E)-undecenoyl-CoA",m00071m,NA,NA,NA
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",m00072m,NA,NA,NA
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",m00072p,NA,NA,NA
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",m00073m,NA,NA,NA
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",m00073p,NA,NA,NA
"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",m00074c,NA,NA,NA
"(2R)-pristanoyl-CoA",m00075p,NA,NA,NA
"(2R,6R,10R)-trimethyl-hendecanoyl-CoA",m00076p,NA,NA,NA
"(2R,6S,10S)-pristanate",m00077p,NA,NA,CE2416
"(2S)-pristanoyl-CoA",m00078p,NA,NA,pristcoa
"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA",m00079p,NA,NA,NA
"(2S,6R,10R)-trimethyl-hendecanoyl-CoA",m00080p,NA,NA,NA
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",m00081m,NA,NA,NA
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",m00081p,NA,NA,NA
"(3S)-3-hydroxydodec-cis-6-enoyl-CoA",m00082m,NA,NA,NA
"(3S)-3-hydroxydodec-cis-6-enoyl-CoA",m00082p,NA,NA,NA
"(3S)-3-hydroxylinoleoyl-CoA",m00083m,NA,NA,NA
"(3S)-3-hydroxylinoleoyl-CoA",m00083p,NA,NA,NA
"(3S)-citramalyl-CoA",m00084m,C01011,HMDB0006345,citmcoa__L
"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA",m00085c,NA,NA,NA
"(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA",m00086c,NA,NA,NA
"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",m00087c,NA,NA,NA
"(3Z)-dodecenoyl-CoA",m00088m,C02944,NA,dd3coa
"(3Z)-dodecenoyl-CoA",m00088p,C02944,NA,dd3coa
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",m00089m,NA,NA,NA
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",m00089p,NA,NA,NA
"(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA",m00090p,NA,NA,NA
"(4Z,7Z,10Z)-hexadecatrienoyl-CoA",m00091m,NA,NA,NA
"(4Z,7Z,10Z)-hexadecatrienoyl-CoA",m00091p,NA,NA,NA
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",m00092c,NA,NA,dcsptn1crn
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",m00092m,NA,NA,dcsptn1crn
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",m00092r,NA,NA,dcsptn1crn
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",m00093c,C16173,NA,dcsptn1coa
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",m00093m,C16173,NA,dcsptn1coa
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",m00093p,C16173,NA,dcsptn1coa
"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",m00093r,C16173,NA,dcsptn1coa
"(4Z,7Z,10Z,13Z,16Z)-DPA",m00094c,NA,HMDB0013123,dcsptn1
"(4Z,7Z,10Z,13Z,16Z)-DPA",m00094l,NA,HMDB0013123,dcsptn1
"(4Z,7Z,10Z,13Z,16Z)-DPA",m00094r,NA,HMDB0013123,dcsptn1
"(4Z,7Z,10Z,13Z,16Z)-DPA",m00094s,NA,HMDB0013123,dcsptn1
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",m00095c,C16169,NA,c226coa
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",m00095m,C16169,NA,c226coa
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",m00095p,C16169,NA,c226coa
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",m00095r,C16169,NA,c226coa
"(5)ppPur-mRNA",m00096c,C02100,NA,NA
"(5-L-glutamyl)-L-amino acid",m00097s,C03740,HMDB0006248,gluala
"(5S,6S)-epoxy-(15R)-hydroxy-ETE",m00098c,NA,NA,NA
"(5S,6S)-epoxy-(15R)-hydroxy-ETE",m00098p,NA,NA,NA
"(5S,6S)-epoxy-(15R)-hydroxy-ETE",m00098r,NA,NA,NA
"(5Z)-dodecenoyl-CoA",m00099m,NA,NA,NA
"(5Z)-dodecenoyl-CoA",m00099p,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoylcarnitine",m00100c,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoylcarnitine",m00100m,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoylcarnitine",m00100r,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoyl-CoA",m00101c,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoyl-CoA",m00101m,NA,NA,NA
"(5Z,8Z,11Z)-eicosatrienoyl-CoA",m00101r,NA,NA,NA
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",m00102c,NA,NA,tmndnccrn
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",m00102m,NA,NA,tmndnccrn
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",m00102r,NA,NA,tmndnccrn
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",m00103c,C16165,NA,tmndnccoa
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",m00103m,C16165,NA,tmndnccoa
"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",m00103r,C16165,NA,tmndnccoa
"(6Z,9Z)-octadecadienoic acid",m00104c,NA,NA,lneldc
"(6Z,9Z)-octadecadienoic acid",m00104l,NA,NA,lneldc
"(6Z,9Z)-octadecadienoic acid",m00104r,NA,NA,lneldc
"(6Z,9Z)-octadecadienoic acid",m00104s,NA,NA,lneldc
"(6Z,9Z)-octadecadienoylcarnitine",m00105c,NA,NA,lneldccrn
"(6Z,9Z)-octadecadienoylcarnitine",m00105m,NA,NA,lneldccrn
"(6Z,9Z)-octadecadienoylcarnitine",m00105r,NA,NA,lneldccrn
"(6Z,9Z)-octadecadienoyl-CoA",m00106c,NA,NA,lneldccoa
"(6Z,9Z)-octadecadienoyl-CoA",m00106m,NA,NA,lneldccoa
"(6Z,9Z)-octadecadienoyl-CoA",m00106r,NA,NA,lneldccoa
"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",m00107c,NA,NA,strdnccrn
"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",m00107m,NA,NA,strdnccrn
"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",m00107r,NA,NA,strdnccrn
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",m00108c,C16163,NA,strdnccoa
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",m00108m,C16163,NA,strdnccoa
"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",m00108r,C16163,NA,strdnccoa
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine",m00109c,NA,NA,tetpent6crn
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine",m00109r,NA,NA,tetpent6crn
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",m00110c,C16172,NA,tetpent6coa
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",m00110p,C16172,NA,tetpent6coa
"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",m00110r,C16172,NA,tetpent6coa
"(6Z,9Z,12Z,15Z,18Z)-TPA",m00111c,NA,NA,tetpent6
"(6Z,9Z,12Z,15Z,18Z)-TPA",m00111l,NA,NA,tetpent6
"(6Z,9Z,12Z,15Z,18Z)-TPA",m00111r,NA,NA,tetpent6
"(6Z,9Z,12Z,15Z,18Z)-TPA",m00111s,NA,NA,tetpent6
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine",m00112c,NA,NA,NA
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine",m00112r,NA,NA,NA
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",m00113c,C16168,NA,tethex3coa
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",m00113p,C16168,NA,tethex3coa
"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",m00113r,C16168,NA,tethex3coa
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",m00114c,NA,HMDB0013025,tethex3
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",m00114l,NA,HMDB0013025,tethex3
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",m00114r,NA,HMDB0013025,tethex3
"(6Z,9Z,12Z,15Z,18Z,21Z)-THA",m00114s,NA,HMDB0013025,tethex3
"(7Z)-octadecenoic acid",m00115c,NA,NA,NA
"(7Z)-octadecenoic acid",m00115l,NA,NA,NA
"(7Z)-octadecenoic acid",m00115r,NA,NA,NA
"(7Z)-octadecenoic acid",m00115s,NA,NA,NA
"(7Z)-octadecenoyl-CoA",m00116c,NA,NA,NA
"(7Z)-octadecenoyl-CoA",m00116m,NA,NA,NA
"(7Z)-octadecenoyl-CoA",m00116r,NA,NA,NA
"(7Z)-tetradecenoic acid",m00117c,NA,NA,NA
"(7Z)-tetradecenoic acid",m00117l,NA,NA,NA
"(7Z)-tetradecenoic acid",m00117r,NA,NA,NA
"(7Z)-tetradecenoic acid",m00117s,NA,NA,NA
"(7Z)-tetradecenoyl-CoA",m00118c,NA,NA,NA
"(7Z)-tetradecenoyl-CoA",m00118m,NA,NA,NA
"(7Z)-tetradecenoyl-CoA",m00118p,NA,NA,NA
"(7Z)-tetradecenoyl-CoA",m00118r,NA,NA,NA
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",m00119c,C16170,NA,adrncoa
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",m00119m,C16170,NA,adrncoa
"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",m00119r,C16170,NA,adrncoa
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",m00120c,NA,NA,clpndcrn
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",m00120m,NA,NA,clpndcrn
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",m00120r,NA,NA,clpndcrn
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",m00121c,C16166,HMDB0006267,clpndcoa
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",m00121m,C16166,HMDB0006267,clpndcoa
"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",m00121r,C16166,HMDB0006267,clpndcoa
"(8Z,11Z)-eicosadienoylcarnitine",m00122c,NA,NA,NA
"(8Z,11Z)-eicosadienoylcarnitine",m00122m,NA,NA,NA
"(8Z,11Z)-eicosadienoylcarnitine",m00122r,NA,NA,NA
"(8Z,11Z)-eicosadienoyl-CoA",m00123c,NA,NA,NA
"(8Z,11Z)-eicosadienoyl-CoA",m00123m,NA,NA,NA
"(8Z,11Z)-eicosadienoyl-CoA",m00123r,NA,NA,NA
"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",m00124c,NA,NA,eicostetcrn
"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",m00124m,NA,NA,eicostetcrn
"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",m00124r,NA,NA,eicostetcrn
"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",m00125c,C16164,NA,eicostetcoa
"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",m00125m,C16164,NA,eicostetcoa
"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",m00125r,C16164,NA,eicostetcoa
"(9E)-octadecenoylcarnitine",m00126c,NA,HMDB0006464,elaidcrn
"(9E)-octadecenoylcarnitine",m00126m,NA,HMDB0006464,elaidcrn
"(9E)-octadecenoylcarnitine",m00126r,NA,HMDB0006464,elaidcrn
"(9E)-octadecenoyl-CoA",m00127c,NA,NA,NA
"(9E)-octadecenoyl-CoA",m00127m,NA,NA,NA
"(9E)-octadecenoyl-CoA",m00127r,NA,NA,NA
"(9E)-tetradecenoic acid",m00128c,NA,NA,ttdcea
"(9E)-tetradecenoic acid",m00128l,NA,NA,ttdcea
"(9E)-tetradecenoic acid",m00128r,NA,NA,ttdcea
"(9E)-tetradecenoic acid",m00128s,NA,NA,ttdcea
"(9E)-tetradecenoyl-CoA",m00129c,NA,NA,NA
"(9E)-tetradecenoyl-CoA",m00129m,NA,NA,NA
"(9E)-tetradecenoyl-CoA",m00129r,NA,NA,NA
"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",m00130c,NA,NA,tettet6crn
"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",m00130r,NA,NA,tettet6crn
"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",m00131c,C16171,HMDB0006516,tettet6coa
"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",m00131p,C16171,HMDB0006516,tettet6coa
"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",m00131r,C16171,HMDB0006516,tettet6coa
"(9Z,12Z,15Z,18Z)-TTA",m00132c,NA,NA,tettet6
"(9Z,12Z,15Z,18Z)-TTA",m00132l,NA,NA,tettet6
"(9Z,12Z,15Z,18Z)-TTA",m00132r,NA,NA,tettet6
"(9Z,12Z,15Z,18Z)-TTA",m00132s,NA,NA,tettet6
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine",m00133c,NA,NA,tetpent3crn
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoylcarnitine",m00133r,NA,NA,tetpent3crn
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",m00134c,C16167,NA,tetpent3coa
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",m00134p,C16167,NA,tetpent3coa
"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",m00134r,C16167,NA,tetpent3coa
"(9Z,12Z,15Z,18Z,21Z)-TPA",m00135c,NA,NA,tetpent3
"(9Z,12Z,15Z,18Z,21Z)-TPA",m00135l,NA,NA,tetpent3
"(9Z,12Z,15Z,18Z,21Z)-TPA",m00135r,NA,NA,tetpent3
"(9Z,12Z,15Z,18Z,21Z)-TPA",m00135s,NA,NA,tetpent3
"(ADP-D-ribosyl)n+1-acceptor",m00136c,C03245,NA,NA
"(ADP-D-ribosyl)n-acceptor",m00137c,C03245,NA,NA
"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00138g,NA,NA,g1m8masn
"(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00138r,NA,NA,g1m8masn
"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00139g,NA,NA,g2m8masn
"(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00139r,NA,NA,g2m8masn
"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00140g,NA,NA,g3m8masn
"(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00140r,NA,NA,g3m8masn
"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine",m00141l,NA,HMDB0006537,m2mn
"(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",m00142g,NA,NA,m4masn
"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)",m00143g,NA,NA,m5masnB1
"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)",m00144g,NA,NA,m5masnB2
"(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)",m00145g,NA,NA,m5masnC
"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)",m00146g,NA,NA,m6masnA
"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)",m00147g,NA,NA,m6masnB1
"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)",m00148g,NA,NA,m6masnB2
"(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)",m00149g,NA,NA,m6masnC
"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",m00150g,NA,NA,m7masnA
"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",m00151g,NA,NA,m7masnB
