name,ID,KEGG,HMDB,BiGG
"2,7-Decadienoyl Coenzyme A",2decdicoa_p,NA,NA,2decdicoa
"5-Octenoyl Coenzyme A",octe5coa_p,NA,NA,octe5coa
"3,7-Decadienoyl Coenzyme A",3decdicoa_m,NA,NA,3decdicoa
"3,7-Decadienoyl Coenzyme A",3decdicoa_p,NA,NA,3decdicoa
"Sebacoyl Coenzyme A",sebcoa_p,NA,NA,sebcoa
"Suberyl Coenzyme A",sbcoa_p,NA,NA,sbcoa
"2,6,10-Trimethyl Undecanoyl Coenzyme A",tmuncoa_p,NA,NA,tmuncoa
"Undecanoyl Coenzyme A",undcoa_m,NA,NA,undcoa
"Nonanoyl Coenzyme A",noncoa_m,NA,NA,noncoa
"5-Dodecenoyl Coenzyme A",dd5ecoa_m,NA,NA,dd5ecoa
"2,6-Dodecadienoyl Coenzyme A",2ddecdicoa_m,NA,NA,2ddecdicoa
"3,6-Dodecadienoyl Coenzyme A",3ddecdicoa_m,NA,NA,3ddecdicoa
"2,6-Dodecadienoyl Coenzyme A",2ddecdicoa_p,NA,NA,2ddecdicoa
"3,6-Dodecadienoyl Coenzyme A",3ddecdicoa_p,NA,NA,3ddecdicoa
"2,6,9-Dodecatrienoyl Coenzyme A",2dodtricoa_m,NA,NA,2dodtricoa
"2,6,9-Dodecatrienoyl Coenzyme A",2dodtricoa_p,NA,NA,2dodtricoa
"3,6,9-Dodecatrienoyl Coenzyme A",3dodtricoa_m,NA,NA,3dodtricoa
"3,6,9-Dodecatrienoyl Coenzyme A",3dodtricoa_p,NA,NA,3dodtricoa
"Dodecanedioyl Carnitine",c12dc_p,NA,NA,c12dc
"Tridecanoyl Coenzyme A",tridcoa_m,NA,NA,tridcoa
"7-Tetradecenoyl Coenzyme A",tetd7ecoa_m,NA,NA,tetd7ecoa
"5-Tetradecenoyl Coenzyme A",tetde5coa_p,NA,NA,tetde5coa
"5,8-Tetradecadienoyl Coenzyme A",tetdecdicoa_m,NA,NA,tetdecdicoa
"5,8-Tetradecadienoyl Coenzyme A",tetdecdicoa_p,NA,NA,tetdecdicoa
"Trans5,8Tetradecadienoyl Coenzyme A",ttetddcoa_m,NA,NA,ttetddcoa
"5,8,11-Tetradecatrienoyl Coenzyme A",5tedtricoa_m,NA,NA,5tedtricoa
"5,8,11-Tetradecatrienoyl Coenzyme A",5tedtricoa_p,NA,NA,5tedtricoa
"Tetradecanedioyl Coenzyme A",c14dccoa_p,NA,NA,c14dccoa
"7-Hexadecenoyl Coenzyme A",hexde7coa_p,NA,NA,hexde7coa
"3-Hydroxyhexadecenoyl Coenzyme A",3hdeccoa_m,NA,NA,3hdeccoa
"7,10-Hexadecadienoyl Coenzyme A",hexddcoa_m,NA,NA,hexddcoa
"Trans7,10-Hexadecadienoyl Coenzyme A",thexddcoa_m,NA,NA,thexddcoa
"2,7,10-Hexadecatrienoyl Coenzyme A",2hexdtricoa_p,NA,NA,2hexdtricoa
"7,10,13-Hexadecatrienoyl Coenzyme A",hexdtrcoa_m,NA,NA,hexdtrcoa
"4,7,10-Hexadecatrienoyl Coenzyme A",4hexdtricoa_m,NA,NA,4hexdtricoa
"2,4,7,10-Hexadecatetraenoyl Coenzyme A",hexdectecoa_m,NA,NA,hexdectecoa
"4,7,10-Hexadecatrienoyl Coenzyme A",4hexdtricoa_p,NA,NA,4hexdtricoa
"2,4,7,10-Hexadecatetraenoyl Coenzyme A",hexdectecoa_p,NA,NA,hexdectecoa
"2,7,10-Hexadecatrienoyl Coenzyme A",2hexdtricoa_m,NA,NA,2hexdtricoa
"3,7,10-Hexadecatrienoyl Coenzyme A",3hexdtricoa_m,NA,NA,3hexdtricoa
"3,7,10-Hexadecatrienoyl Coenzyme A",3hexdtricoa_p,NA,NA,3hexdtricoa
"2,7,10,13-Hexadecatetraenoyl Coenzyme A",2hexdtetcoa_m,NA,NA,2hexdtetcoa
"2,7,10,13-Hexadecatetraenoyl Coenzyme A",2hexdtetcoa_p,NA,NA,2hexdtetcoa
"4,7,10,13-Hexadecatetraenoyl Coenzyme A",4hexdtetcoa_m,NA,NA,4hexdtetcoa
"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",hexdpencoa_m,NA,NA,hexdpencoa
"4,7,10,13-Hexadecatetraenoyl Coenzyme A",4hexdtetcoa_p,NA,NA,4hexdtetcoa
"2,4,7,10,13-Hexadecapentaenoyl Coenzyme A",hexdpencoa_p,NA,NA,hexdpencoa
"3,7,10,13-Hexadecatetraenoyl Coenzyme A",3hexdtetcoa_m,NA,NA,3hexdtetcoa
"3,7,10,13-Hexadecatetraenoyl Coenzyme A",3hexdtetcoa_p,NA,NA,3hexdtetcoa
"3-Hydroxyhexadecanoyl Coenzyme A",3hexdcoa_m,NA,NA,3hexdcoa
"Hexadecanedioyl Coenzyme A",hexdicoa_p,NA,NA,hexdicoa
"Hexadecanedioyl Coenzyme A",hexdicoa_r,NA,NA,hexdicoa
"Hexadecanediocacid",hexdiac_r,NA,NA,hexdiac
"16-hydroxyhexadecanoic acid",m00403r,NA,HMDB0006294,whhdca
"9-Octadecenoyl Coenzyme A",ocde9ecoa_p,NA,NA,ocde9ecoa
"3-Hydroxyoctadecenoyl Coenzyme A",3octdece1coa_m,NA,NA,3octdece1coa
"Octadecenoyl Coenzyme A",octdececoa_m,NA,NA,octdececoa
"3-Hydroxyoctadecadienoyl Coenzyme A",3ocddcoa_m,NA,NA,3ocddcoa
"2,6,9,12-Octadecatetraenoyl Coenzyme A",2octdectecoa_m,NA,NA,2octdectecoa
"2,6,9,12-Octadecatetraenoyl Coenzyme A",2octdectecoa_p,NA,NA,2octdectecoa
"3,6,9,12-Octadecatetraenoyl Coenzyme A",3octdectecoa_m,NA,NA,3octdectecoa
"3,6,9,12-Octadecatetraenoyl Coenzyme A",3octdectecoa_p,NA,NA,3octdectecoa
"2,6,9,12,15-Octadecapentenoyl Coenzyme A",2octpencoa_m,NA,NA,2octpencoa
"3,6,9,12,15-Octadecapentenoyl Coenzyme A",3octpencoa_m,NA,NA,3octpencoa
"(S)-3-Hydroxyoctadecanoyl Coenzyme A",3hodcoa_m,NA,NA,3hodcoa
"11-Eicosenoyl Coenzyme A",ei11ecoa_p,NA,NA,ei11ecoa
"5,8,11,14-Eicosatetraenoyl Coenzyme A",eitetcoa_m,NA,NA,eitetcoa
"5,8,11,14-Eicosatetraenoyl Coenzyme A",eitetcoa_p,NA,NA,eitetcoa
"2,5,8,11,14-Eicosapentaenoyl Coenzyme A",eipencoa_p,NA,NA,eipencoa
"5,8,11,14,17-Eicosapentenoyl Coenzyme A",5eipencoa_m,NA,NA,5eipencoa
"2,7,10,13,16-Docosapentenoyl Coenzyme A",2docopencoa_m,NA,NA,2docopencoa
"2,7,10,13,16-Docosapentenoyl Coenzyme A",2docopencoa_p,NA,NA,2docopencoa
"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",docohexcoa_m,NA,NA,docohexcoa
"2,4,7,10,13,16-Docosahexenoyl Coenzyme A",docohexcoa_p,NA,NA,docohexcoa
"3,7,10,13,16-Docosapentenoyl Coenzyme A",3docopencoa_m,NA,NA,3docopencoa
"3,7,10,13,16-Docosapentenoyl Coenzyme A",3docopencoa_p,NA,NA,3docopencoa
"2,7,10,13,16,19-Docosahexenoyl Coenzyme A",2docohexecoa_m,NA,NA,2docohexecoa
"2,4,7,10,13,16,19-Docosaheptenoyl Coenzyme A",docohepcoa_m,NA,NA,docohepcoa
"3,7,10,13,16,19-Docosahexenoyl Coenzyme A",docosahexcoa_m,NA,NA,docosahexcoa
"W-Hydroxydocosanoicacid",omhdocosac_r,NA,NA,omhdocosac
"Pentanoyl Coenzyme A",pentcoa_m,NA,NA,pentcoa
"glutaryl-CoA",m01977c,C00527,NA,glutcoa
"3-Hydroxyisovaleryl Coenzyme A",3ivcoa_m,NA,NA,3ivcoa
"3-Hydroxy-Isovaleryl Carnitine",3ivcrn_c,NA,NA,3ivcrn
"3-Hydroxyisovaleryl Coenzyme A",3ivcoa_c,NA,NA,3ivcoa
"3-Hexenoyl Coenzyme A",hexe3coa_m,NA,NA,hexe3coa
"3-Hexenoyl Coenzyme A",hexe3coa_p,NA,NA,hexe3coa
"succinyl-CoA",m02944p,C00091,NA,succoa
"Heptanoyl Coenzyme A",hepcoa_m,NA,NA,hepcoa
"2,6-Dimethyl Heptanoyl Coenzyme A",dmhepcoa_m,NA,NA,NA
"W-Hydroxydecanoicacid",omhdecacid_r,NA,NA,omhdecacid
"Hexadecanediocacid",hexdiac_c,NA,NA,hexdiac
"W-Hydroxydocosanoicacid",omhdocosac_c,NA,NA,omhdocosac
"W-Hydroxydecanoicacid",omhdecacid_c,NA,NA,omhdecacid
"Sebacicacid",sebacid_c,C08277,HMDB0000792,sebacid
"Trans4Decenoyl Coenzyme A",tdec4ecoa_m,NA,NA,tdec4ecoa
"Cis2Trans4Decadienoyl Coenzyme A",ctdecdcoa_m,NA,NA,ctdecdcoa
"Trans2,6Dodecadienoyl Coenzyme A",tddedi2coa_m,NA,NA,tddedi2coa
"Trans3,6Dodecadienoyl Coenzyme A",tddedicoa_m,NA,NA,tddedicoa
"11-Octadecenoyl Carnitine",ocdececrn_c,NA,NA,ocdececrn
"11-Octadecenoyl Carnitine",ocdececrn_m,NA,NA,ocdececrn
"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)",octdececrn_c,NA,NA,octdececrn
"Octadecenoyl Carnitine (Hypothetical, Position Of Double Bond Unknown)",octdececrn_m,NA,NA,octdececrn
"Octadecenoyl Coenzyme A",octdececoa_c,NA,NA,octdececoa
"Suberic Acid",subeac_p,C08278,HMDB0000893,subeac
"Sebacicacid",sebacid_p,C08277,HMDB0000792,sebacid
"Suberic Acid",subeac_c,C08278,HMDB0000893,subeac
"Suberyl Carnitine",c8dc_p,NA,NA,c8dc
"tetradecenoylcarnitine(5)",m02974s,NA,NA,NA
"trans-4-hydroxy-L-proline",m03037s,C01157,HMDB0000725,4hpro_LT
"D-Alanyl-D-Alanine",alaala_c,NA,NA,alaala
"D-Alanyl-D-Alanine",alaala_s,NA,NA,alaala
"Beta-Glucans",bglc_s,NA,NA,bglc
"Beta Glucan-Glycocholate Complex",glgchlo_s,NA,NA,glgchlo
"Beta Glucan-Taurocholic Acid Complex",gltcho_s,NA,NA,gltcho
"taurodeoxycholate",m02964s,C05463,HMDB0004011,NA
"Beta Glucan-Taurodeoxycholic Acid Complex",gltdechol_s,NA,NA,gltdechol
"carnosine",m01423s,C00386,HMDB0000033,carn
"carnosine",m01423l,C00386,HMDB0000033,carn
"cobamide-coenzyme",m01600c,C00194,NA,adocbl
"cobamide-coenzyme",m01600s,C00194,NA,adocbl
"Glycyl-Glycine",glygly_c,NA,NA,glygly
"Glycyl-Glycine",glygly_s,NA,NA,glygly
"Glycyl-Phenylalanine",glyphe_s,NA,HMDB0028848,glyphe
"Glycyl-Phenylalanine",glyphe_c,NA,HMDB0028848,glyphe
"Glycylproline",glypro_s,NA,HMDB0000721,glypro
"Glycylproline",glypro_c,NA,HMDB0000721,glypro
"Glycylsarcosine",glysar_c,NA,NA,glysar
"Glycylsarcosine",glysar_s,NA,NA,glysar
"3alpha,12alpha-dihydroxy-5beta-cholanate",m00745s,C04483,HMDB0000626,NA
"Gums",gum_s,NA,NA,gum
"Guar Gum-Deoxyxholic Acid Complex",gumdchac_s,NA,NA,gumdchac
"Guar Gum-Glycocholate Complex",gumgchol_s,NA,NA,gumgchol
"Guar Gum-Taurocholic Acid Complex",gumtchol_s,NA,NA,gumtchol
"5(S)-HPETE",m01042r,NA,NA,5HPET
"Leucyl-Glycine",leugly_s,NA,HMDB0028929,leugly
"Leucyl-Glycine",leugly_c,NA,HMDB0028929,leugly
"Leucylleucine",leuleu_c,NA,NA,leuleu
"Leucylleucine",leuleu_s,NA,NA,leuleu
"Pectin",pect_s,C08348,HMDB0003402,pect
"Pectin-Deoxycholic Acid Complex",pectindchac_s,NA,NA,pectindchac
"Pectin-Glycocholate Complex",pectingchol_s,NA,NA,pectingchol
"Pectin-Taurocholic Acid Complex",pectintchol_s,NA,NA,pectintchol
"L-Prolinylglycine",progly_s,NA,NA,progly
"L-Prolinylglycine",progly_c,NA,NA,progly
"Psyllium",psyl_s,NA,NA,psyl
"Psillium-Glycocholic Acid Complex",psylchol_s,NA,NA,psylchol
"Psyllium-Taurocholic Acid Complex",psyltchol_s,NA,NA,psyltchol
"Psyllium-Taurodeoxycholic Acid Complex",psyltdechol_s,NA,NA,psyltdechol
"calcitriol",m01417n,C01673,HMDB0001903,1a25dhvitd3
"4-aminobutyrate",m00970n,C00334,HMDB0000112,4abut
"hypotaurine",m02157s,C00519,HMDB0000965,hyptaur
"cysteamine",m01627s,C01678,HMDB0002991,cysam
"ubiquinone",m03103s,C00399,NA,q10
"dephospho-CoA",m01674s,C00882,NA,dpcoa
"phosphopantetheine",m02741s,C01134,NA,pan4p
"S-Sulfo-L-Cysteine",slfcys_s,C05824,HMDB0000731,slfcys
"FMN",m01828s,C00061,HMDB0001520,fmn
"pantetheine",m02679s,C00154,HMDB0001338,ptth
"ubiquinol",m03102s,C00390,NA,q10h2
"malate",m02439p,C00149,HMDB0000156,mal__L
"S-Sulfo-L-Cysteine",slfcys_c,C05824,HMDB0000731,slfcys
"4-hydroxyphenylpyruvate",m01005s,C01179,HMDB0000707,34hpp
"3-methyl-2-oxobutyrate",m00824s,C00141,HMDB0000019,3mob
"2-oxo-3-methylvalerate",m00669s,C03465,HMDB0000491,3mop
"4-methyl-2-oxopentanoate",m01013s,C00233,HMDB0000695,4mop
"5-methylthioadenosine",m01116s,C00170,HMDB0001173,5mta
"5-oxoproline",m01127s,C01879,HMDB0000267,5oxpro
"SAH",m02871s,C00021,HMDB0000939,ahcys
"AICAR",m01304s,C04677,NA,aicar
"anthranilate",m01342s,C00108,HMDB0001123,anth
"N-carbamoyl-L-aspartate",m02559s,C00438,NA,cbasp
"malate",m02439s,C00149,HMDB0000156,mal__L
"5-hydroxyindoleacetate",m01103s,C05635,HMDB0000763,5hoxindoa
"glyceraldehyde",m01981s,C02154,HMDB0001051,glyald
"PEP",m02696s,C00074,HMDB0000263,pep
"guanidinoacetate",m02036s,C00581,HMDB0000128,gudac
"kynurenine",m02319s,C00328,HMDB0000684,Lkynr
"3-ureidopropionate",m00923s,C02642,HMDB0000026,cala
"4-hydroxy-2-quinolinecarboxylic acid",m00990s,C01717,HMDB0000715,kynate
"3-hydroxyanthranilate",m00775s,C00632,NA,3hanthrn
"3-hydroxy-L-kynurenine",m00788s,C03227,HMDB0001152,hLkynr
"quinolinate",m02822s,C03722,HMDB0000232,quln
"2-phospho-D-glycerate",m00674s,C00631,NA,2pg
"phosphocholine",m02738s,C00588,HMDB0001565,cholp
"L-cystathionine",m02349s,C02291,HMDB0000099,cyst__L
"dCMP",m01644s,C00239,NA,dcmp
"dimethylglycine",m01708s,C01026,HMDB0000092,dmgly
"ethanolamine-phosphate",m01798s,C00346,HMDB0000224,ethamp
"fumarate",m01862s,C00122,HMDB0000134,fum
"sn-glycerol-3-PC",m02912s,C00670,HMDB0000086,g3pc
"isocitrate",m02183s,C00311,HMDB0000193,icit
"L-2-aminoadipate",m02322s,C00956,HMDB0000510,L2aadp
"xanthine",m03148s,C00385,HMDB0000292,xan
"xanthosine-5-phosphate",m03150s,C00655,NA,xmp
"xanthosine",m03149s,C01762,HMDB0000299,xtsn
"3-phospho-D-glycerate",m00913s,C00197,NA,3pg
"UDP-glucuronate",m03109s,C00167,HMDB0000935,udpglcur
"sn-glycerol-3-phosphate",m02914s,C00093,NA,glyc3p
"nicotinate ribonucleotide",m02585s,C01185,NA,nicrnt
"orotidine-5-phosphate",m02660s,C01103,NA,orot5p
"homocysteine",m02133s,C00155,HMDB0000742,hcys__L
"retinal",m02832s,C00376,HMDB0001358,retinal
"argininosuccinate",m01366s,C03406,HMDB0000052,argsuc
"O-acetylcarnitine",m02634s,C02571,HMDB0000201,acrn
"O-propanoylcarnitine",m02657s,C03017,HMDB0000824,pcrn
"(6Z,9Z)-octadecadienoylcarnitine",m00105s,NA,NA,lneldccrn
"octadecenoylcarnitine(5)",m02639s,NA,HMDB0005065,odecrn
"stearoylcarnitine",m02940s,NA,NA,stcrn
"L-palmitoylcarnitine",m02411s,C02990,HMDB0000222,pmtcrn
"palmitoleoyl-carnitine",m02676s,NA,NA,hdcecrn
"creatine-phosphate",m01620s,C02305,NA,pcreat
"cis-aconitate",m01580s,C00417,NA,NA
"azelaic acid",m01372s,C08261,HMDB0000784,NA
"hippurate",m02123s,C01586,HMDB0000714,NA
"Lysophosphatidic Acid",alpa_hs_p,NA,NA,NA
"15-Keto-Prostaglandin F2A",15kprostgf2_c,NA,NA,15kprostgf2
"2-Hydroxyadipic Acid",adpoh_c,NA,NA,adpoh
"Phenyllactate",phlac_c,NA,NA,phlac
"19-Hydroxyandrost-4-Ene-3,17-Dione",and19one_c,NA,NA,and19one
"Tetradecenoyl Coenzyme A (N-C14:1)",ttdceacoa_c,NA,NA,ttdceacoa
"21-Hydroxypregnenolone",21hprgnlone_c,NA,NA,21hprgnlone
"3-Methylhistidine",3mhis_c,NA,NA,3mhis
"Homocitrulline",hmcr_c,NA,NA,hmcr
"Phenylacetylglycine_phacgly",phacgly_c,NA,NA,phacgly
"1-Myristoylglycerophosphocholine",pcholmyr_hs_s,C04230,HMDB0010385,pcholmyr_hs
"1-Oleoylglycerophosphocholine (Delta 9)",pcholole_hs_s,C04230,HMDB0002815,pcholole_hs
"1-Oleoylglycerophosphoethanolamine (Delta 9)",peole_hs_s,NA,NA,peole_hs
"1-Palmitoleoylglycerophosphocholine (Delta 9)",pcholpalme_hs_s,NA,NA,pcholpalme_hs
"1-Palmitoylglycerophosphocholine",pcholpalm_hs_s,NA,NA,pcholpalm_hs
"1-Palmitoylglycerophosphoethanolamine",pepalm_hs_s,NA,NA,pepalm_hs
"PI pool",m02750s,C01194,NA,pail_hs
"1-Palmitoylglycerophosphoinositol",pailpalm_hs_s,NA,NA,pailpalm_hs
"1-Stearoylglycerophosphocholine",pcholste_hs_s,C04230,HMDB0010384,pcholste_hs
"1-Stearoylglycerophosphoethanolamine",peste_hs_s,NA,NA,peste_hs
"1-Stearoylglycerophosphoinositol",pailste_hs_s,NA,NA,pailste_hs
"2-Linoleoylglycerophosphocholine",pchol2linl_hs_s,NA,NA,pchol2linl_hs
"2-Linoleoylglycerophosphoethanolamine",pe2linl_hs_s,NA,NA,pe2linl_hs
"2-Oleoylglycerophosphocholine",pchol2ole_hs_s,NA,NA,pchol2ole_hs
"2-Palmitoylglycerophosphocholine",pchol2palm_hs_s,NA,NA,pchol2palm_hs
"2-Stearoylglycerophosphocholine",pchol2ste_hs_s,NA,NA,pchol2ste_hs
"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",xolest183_hs_s,NA,NA,xolest183_hs
"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",xolest181_hs_s,NA,NA,xolest181_hs
"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",xolest205_hs_s,NA,NA,xolest205_hs
"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",xolest204_hs_s,NA,NA,xolest204_hs
"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",xolest226_hs_s,NA,NA,xolest226_hs
"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",pcholn15_hs_s,NA,NA,pcholn15_hs
"1-Arachidonoyl-Glycero-3-Phosphocholine",pcholar_hs_s,NA,NA,pcholar_hs
"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",pcholn183_hs_s,NA,NA,pcholn183_hs
"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)",pcholn1836_hs_s,NA,NA,pcholn1836_hs
"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",pcholn19_hs_s,NA,NA,pcholn19_hs
"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",pcholn201_hs_s,NA,NA,pcholn201_hs
"1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)",pcholn204_hs_s,C04230,HMDB0010396,pcholn204_hs
"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",pcholn205_hs_s,NA,NA,pcholn205_hs
"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",pcholn224_hs_s,NA,NA,pcholn224_hs
"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",pcholn225_hs_s,NA,NA,pcholn225_hs
"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",pcholn2254_hs_s,NA,NA,pcholn2254_hs
"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",pcholn226_hs_s,NA,NA,pcholn226_hs
"1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine",pear_hs_s,NA,NA,pear_hs
"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",pe203_hs_s,NA,NA,pe203_hs
"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",pe226_hs_s,NA,NA,pe226_hs
"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",pe224_hs_s,NA,NA,pe224_hs
"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",pedh203_hs_s,NA,NA,pedh203_hs
"1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)",pe12_hs_s,NA,NA,pe12_hs
"1-Myristoylglycerophosphoethanolamine (C14:0 Pe)",pe14_hs_s,NA,NA,pe14_hs
"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",pe161_hs_s,NA,NA,pe161_hs
"1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)",pe13_hs_s,NA,NA,pe13_hs
"1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)",pe15_hs_s,NA,NA,pe15_hs
"1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)",pe17_hs_s,NA,NA,pe17_hs
"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",pcholn203_hs_s,NA,NA,pcholn203_hs
"1-Arachidonoylglycerophosphoinositol",pailar_hs_s,NA,NA,pailar_hs
"1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24",pcholn24_hs_s,C04230,HMDB0010405,pcholn24_hs
"Lysopc A C26:1 (Delta 5)",pcholn261_hs_s,NA,NA,pcholn261_hs
"Lysopc A C28:1 (Delta 5)",pcholn281_hs_s,NA,NA,pcholn281_hs
"Lysopc A C28:0",pcholn28_hs_s,NA,NA,pcholn28_hs
"1-Docosahexaenoylglycerophosphocholine",pcholdoc_hs_s,NA,NA,pcholdoc_hs
"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",pcholeic_hs_s,NA,NA,pcholeic_hs
"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",pcholet_hs_s,NA,NA,pcholet_hs
"1-Heptadecanoylglycerophosphocholine",pcholhep_hs_s,C04230,HMDB0012108,pcholhep_hs
"1-Linoleoylglycerophosphocholine (Delta 9,12)",pchollinl_hs_s,NA,NA,pchollinl_hs
"1-Linoleoylglycerophosphoethanolamine (Delta 9,12)",pelinl_hs_s,NA,NA,pelinl_hs
"Sm (D18:1/14:0), Sphingomyelin",sphmyln18114_hs_c,NA,NA,sphmyln18114_hs
"Sm (D18:1/21:0), Sphingomyelin",sphmyln18121_hs_c,NA,NA,sphmyln18121_hs
"Sm (D18:1/22:1), Sphingomyelin",sphmyln181221_hs_c,NA,NA,sphmyln181221_hs
"Sm (D18:1/22:0), Sphingomyelin",sphmyln18122_hs_c,NA,NA,sphmyln18122_hs
"Sm (D18:1/23:0), Sphingomyelin",sphmyln18123_hs_c,NA,NA,sphmyln18123_hs
"Sm (D18:0/24:1), Sphingomyelin",sphmyln180241_hs_c,NA,NA,sphmyln180241_hs
"Sm (D18:0/24:0), Sphingomyelin",sphmyln1824_hs_c,NA,NA,sphmyln1824_hs
"Sm (D18:0/25:0), Sphingomyelin",sphmyln1825_hs_c,NA,NA,sphmyln1825_hs
"Sm (D18:1/15:0), Sphingomyelin",sphmyln18115_hs_c,NA,NA,sphmyln18115_hs
"Sm (D18:1/16:1), Sphingomyelin",sphmyln181161_hs_c,NA,NA,sphmyln181161_hs
"Sm (D18:1/16:0), Sphingomyelin",sphmyln18116_hs_c,NA,NA,sphmyln18116_hs
"Sm (D18:1/17:0), Sphingomyelin",sphmyln18117_hs_c,NA,NA,sphmyln18117_hs
"Sm (D18:1/18:0), Sphingomyelin",sphmyln18118_hs_c,NA,NA,sphmyln18118_hs
"Sm (D18:1/18:1), Sphingomyelin",sphmyln181181_hs_c,NA,NA,sphmyln181181_hs
"Sm (D18:1/20:1), Sphingomyelin",sphmyln181201_hs_c,NA,NA,sphmyln181201_hs
"Sm (D18:1/20:0), Sphingomyelin",sphmyln18120_hs_c,NA,NA,sphmyln18120_hs
"1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)",xolest183_hs_l,NA,NA,xolest183_hs
"1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)",xolest182_hs_l,NA,NA,xolest182_hs
"1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)",xolest181_hs_l,NA,NA,NA
"1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)",xolest205_hs_l,NA,NA,xolest205_hs
"Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14)",xolest204_hs_l,NA,NA,NA
"Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19)",xolest226_hs_l,NA,NA,xolest226_hs
"1-Linoleoylglycerol",maglinl_hs_s,NA,NA,maglinl_hs
"1-Oleoylglycerol",magole_hs_s,NA,NA,magole_hs
"1-Palmitoylglycerol",magpalm_hs_s,NA,NA,magpalm_hs
"1-Stearoylglycerol",magste_hs_s,NA,NA,magste_hs
"1-Arachidonoyl Glycerol",magarachi_hs_s,NA,NA,magarachi_hs
"1-Myristoylglycerophosphocholine",pcholmyr_hs_c,C04230,HMDB0010385,pcholmyr_hs
"1-Oleoylglycerophosphocholine (Delta 9)",pcholole_hs_c,C04230,HMDB0002815,pcholole_hs
"1-Oleoylglycerophosphoethanolamine (Delta 9)",peole_hs_c,NA,NA,peole_hs
"1-Palmitoleoylglycerophosphocholine (Delta 9)",pcholpalme_hs_c,NA,NA,pcholpalme_hs
"1-Palmitoylglycerophosphocholine",pcholpalm_hs_c,NA,NA,pcholpalm_hs
"1-Palmitoylglycerophosphoethanolamine",pepalm_hs_c,NA,NA,pepalm_hs
"1-Palmitoylglycerophosphoinositol",pailpalm_hs_c,NA,NA,pailpalm_hs
"1-Stearoylglycerophosphocholine",pcholste_hs_c,C04230,HMDB0010384,pcholste_hs
"2-Linoleoylglycerophosphocholine",pchol2linl_hs_c,NA,NA,pchol2linl_hs
"2-Linoleoylglycerophosphoethanolamine",pe2linl_hs_c,NA,NA,pe2linl_hs
