Row,deltaFPmat1,deltaFPmat2,deltaFPmat3,deltaFPmat4,deltaFPmat5,deltaFPmat6,deltaFPmat7,deltaFPmat8,deltaFPmat9,deltaFPmat10,deltaFPmat11,deltaFPmat12,deltaFPmat13,deltaFPmat14,deltaFPmat15,deltaFPmat16,deltaFPmat17,deltaFPmat18,deltaFPmat19,deltaFPmat20,deltaFPmat21,deltaFPmat22,deltaFPmat23
"hypoxanthine-Muscle",0,3.2842375286446e-05,2.36048069979233e-10,0,0,0,0.0156147650628953,0.0402530092202482,0.0402808144299113,0.0369699944791295,4.75414485556769e-10,3.75287384946077e-07,1.62434054207239e-07,5.89641815373909e-07,7.13248440231684e-06,1.31764065158801e-06,1.70592525683411e-06,1.18879241184366e-06,1.66698680614807e-06,6.4083289785799e-09,1.06786525927438e-05,4.04457204883357e-06,2.58875763492483e-07
"O-acetylcarnitine-Muscle",0.92877981315611,0.903577556326077,0.928779400065022,0.928584077750625,0.925315628801943,0.92525660051528,0.925250398850573,0.920065209226272,0.892103596179515,0.891924060537941,0.89192388002907,0.89192387984856,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.89192390806189,0.891923879848379,0.891923932980573
"arginine-Muscle",0.945136596019361,0.938245937986722,0.951465866614541,0.943030523540545,0.937427766585413,0.932822077679871,0.929284692375188,0.929277962257166,0.929612077496477,0.937673189095918,0.937673188918208,0.937673190122218,0.937673189095912,0.937673749193234,0.93767319901348,0.937705943456377,0.93767318923941,0.937673247271433,0.937673189054004,0.937673196282159,0.937673214532939,0.937673466324382,0.937673886223964
"L-carnitine-Muscle",0.92877981315611,0.903577556326077,0.928779400065022,0.928584077750625,0.925315628801943,0.92525660051528,0.925250398850573,0.920065209226272,0.892103596179515,0.891924060537941,0.89192388002907,0.89192387984856,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.891923879848379,0.89192390806189,0.891923879848379,0.891923932980573
"cysteine-Muscle",0.945136596019361,0.938245937986722,0.945127880293454,0.943030523540545,0.937427766585413,0.932822077679871,0.929284692375188,0.929277962257166,0.929612077496477,0.937673189095918,0.937673188918208,0.937673190122218,0.937673189095912,0.937673749193234,0.93767319901348,0.937705943456377,0.93767318923941,0.937673247271433,0.937673189054004,0.937673196282159,0.937673214532939,0.937673466324382,0.937673886223964
"glutamate-Muscle",0.945136596019361,0.938245937986722,0.945127880293454,0.943030523540545,0.937427766585413,0.932822077679871,0.929284692375188,0.929277962257166,0.929612077496477,0.937673189095918,0.937673188918208,0.937673190122218,0.937673189095912,0.937673749193234,0.93767319901348,0.937705943456377,0.93767318923941,0.937673247271433,0.937673189054004,0.937673196282159,0.937673214532939,0.937673466324382,0.937673886223964
"glutamine-Muscle",0.945136596019361,0.938245937986722,0.945127880293454,0.943030523540545,0.937427766585413,0.932822077679871,0.929284692375188,0.929277962257166,0.929612077496477,0.937673189095918,0.937673188918208,0.937673190122218,0.937673189095912,0.937673749193234,0.93767319901348,0.937705943456377,0.93767318923941,0.937673247271433,0.937673189054004,0.937673196282159,0.937673214532939,0.937673466324382,0.937673886223964
"leucine-Muscle",0.945136596019361,0.938245937986722,0.945127880293454,0.943030523540545,0.937427766585413,0.932822077679871,0.929284692375188,0.929277962257166,0.929612077496477,0.937673189095918,0.937673188918208,0.937673190122218,0.937673189095912,0.937673749193234,0.93767319901348,0.937705943456377,0.93767318923941,0.937673247271433,0.937673189054004,0.937673196282159,0.937673214532939,0.937673466324382,0.937673886223964
"lathosterol-Muscle",0.0788137554862196,0.170871142943253,0.0788351866418965,0.0795371618720639,0.0786088348748359,0.15140346593429,0.15391483606923,0.154030351793917,0.17661640200857,0.188527195735585,0.192358611440036,0.195695486113351,0.197994432760116,0.206126817110399,0.200456915950442,0.198690330057459,0.198450106032952,0.191998306581834,0.200771514104447,0.201230927139447,0.197649918732151,0.170852629798325,0.114954493156271
"triiodothyronine-Muscle",0.0131060668286466,0.0742171258266016,0.0209256270632329,0.0243229014244745,0.0680290870372491,0.0710898746660732,0.0710934287861952,0.0711392905215818,0.0773536409835503,0.0783342753190226,0.0783349542685357,0.0783349554025395,0.0783349554036735,0.0783349579591785,0.0783351120738986,0.0783349554820096,0.0783349554315204,0.0783343139820231,0.078334994453602,0.0783375236202861,0.0805099267833253,0.0924736986500743,0.0925532404275693
"malonyl-CoA-Muscle",0.92877981315611,0.618734805762143,0.924403665149653,0.591758726247015,0.619740510326757,0.620093818283665,0.620094172483058,0.81134113199539,0.620094172837613,0.620094172837613,0.620094172837613,0.620094172836441,0.6200941722253,0.620094222910062,0.620144808480951,0.627243214572702,0.628426927502203,0.628428510381213,0.628421237327373,0.628426439184857,0.628428252211219,0.628436109109266,0.632127290928195
"methanol-Muscle",0.768442696337904,0.409037417207174,0.764483108854085,0.551414161070081,0.5251573552208,0.486685345055916,0.444341466446817,0.399205877087535,0.398937743437419,0.398937204566536,0.398669479948853,0.396148605066077,0.394549866892149,0.376720010585094,0.376574593972267,0.376574117417588,0.37657370911269,0.376585143878669,0.376581618112269,0.376579063946326,0.376588564557852,0.376586779014598,0.376601340831213
"NAD+-Muscle",0.933743271321841,0.832565090571249,1,0.999999999998637,0.999997276758251,0.998267972095604,0.875997273260181,0.875993841638035,0.872680180208604,0.78200206459089,0.77935977148714,0.779358408267959,0.77935762654515,0.779357021850262,0.779354803579531,0.779359604773577,0.779356524678763,0.779357939752864,0.779358251310058,0.779354909090184,0.779372897678891,0.77888279063708,0.63738733415879
"nicotinate-Muscle",4.92057373888133e-06,0.0529175437451755,4.92057733256224e-06,7.96805799468947e-06,7.9691420318273e-06,7.06305850739497e-06,0.0690932039106515,0.0743146331055325,0.0743117781963608,0.0727762126208993,0.0320082056127576,0.0361245633376956,0.0316057642909685,0.0315787235405144,0.0315792031297114,0.031578694998214,0.0316014593447804,0.0316032205387946,0.0315768064204244,0.0315788258214774,0.0315804716896297,0.0315745703440273,0.0316107784128498
"NO-Muscle",0.0185968007743817,0.0364938214828611,0.0186582811174922,0.0366530459318242,0.0366478941119229,0.0366547317996795,0.0366547385990362,0.0366547386058355,0.0366547386058422,0.0366547386058422,0.0366547386058422,0.0366547386058422,0.0366547386058422,0.0366547386216677,0.0366546739167919,0.0365848522265207,0.0366546719881876,0.0365886110629623,0.0293237908846738,0.0293237908846738,0.0293237908846738,0.0293237908846738,0.0293237908846738
"nitrite-Muscle",0,0.000108681134696753,0,0,1.11022302462516e-16,0,0,0,2.22044604925031e-16,2.22044604925031e-16,1.11022302462516e-16,1.12468268032018e-08,5.62344484311694e-06,0,0,1.37182558423987e-07,1.44307452687453e-06,1.72422067512557e-07,8.61271276519915e-10,2.76299267798485e-07,1.5510879247671e-09,2.4997727665621e-08,1.14144583784892e-07
"noradrenaline-Muscle",0.0552408308025569,0.0625532401205915,0.0552415998187035,0.0555276848363795,0.0559822045827661,0.055980268046489,0.0560000466856612,0.0581535197233669,0.062299868617098,0.0616964227746121,0.0662678000202052,0.071354433846243,0.0713646077072908,0.0713646179016035,0.0713646179016061,0.0713646184335392,0.0713646476886025,0.0713643877864751,0.0713647606311579,0.0713646179326581,0.0713646171606721,0.07136462659793,0.0713650600706245
"oleate-Muscle",0.409640931603169,0.356270276419255,0.409640931603169,0.409640931603169,0.409641222158309,0.40964093141212,0.409640938225372,0.409574604371954,0.379869453541741,0.355274011059814,0.353601060749797,0.31467166768289,0.314671678019056,0.314672243951553,0.314671677655795,0.332456896040926,0.333546239990694,0.381362398920478,0.414131634133603,0.414012908649945,0.3597246223487,0.350672607507322,0.401600353659641
"palmitate-Muscle",0.409640931603169,0.438060349711532,0.409640931603169,0.409640931603169,0.409640931603072,0.409640931639679,0.409641127849592,0.409640956216446,0.409665539042583,0.428039000601244,0.473537430542901,0.473641505515571,0.473641787125965,0.473640596600755,0.473160053928091,0.458926195617762,0.445683956678574,0.44549769067538,0.437150967662919,0.431125090385144,0.538834086602279,0.539514685392176,0.539548376259796
"palmitolate-Muscle",0.409640931603169,0.568753436233286,0.409640931603169,0.409640931603169,0.482566498738814,0.563058503730777,0.564065030906782,0.566288762311509,0.573576367231315,0.573600721176703,0.573601516250582,0.574160958387308,0.574374416885524,0.574365915386921,0.574363520084786,0.574364698485713,0.574383901296135,0.574362149086665,0.574363217255429,0.574358075244137,0.574366227720088,0.574377798701674,0.574366327211304
"palmitoyl-CoA-Muscle",0.92877981315611,0.622258188376539,0.943966939049093,0.896580439838971,0.74187975095998,0.646844293811009,0.619740447238078,0.620093818260993,0.620094177857898,0.620096250207172,0.621994874349685,0.55334919183557,0.549431673533549,0.657840491581335,0.657840130494867,0.657841133960222,0.657849561176258,0.65781476436462,0.656850863511024,0.500320191583305,0.500304246809335,0.507085916733019,0.511042861335669
"Pectin-Muscle",0,1.10201601410953e-05,0,0,0,0,0,0,0,0,0,0,0,0,1.27960531060012e-10,2.65285793332737e-10,0,0,0,0,3.2196623145353e-10,0,0
"PPi-Muscle",0.754602885720403,0.667069680708985,0.754602885720403,0.754602887497309,0.7546028856865,0.754602851897386,0.754596874639364,0.748836980851556,0.667083923308224,0.667084259412255,0.667083882422902,0.66708388389732,0.667083881088735,0.667084063177237,0.667086077448155,0.667084047292116,0.667083882947812,0.667101677184547,0.667086493501667,0.667083928268896,0.667085307379151,0.667086823134116,0.667090995700152
"pyruvate-Muscle",0.833567276144807,0.772720478994025,0.833567276144807,0.833567305379975,0.833585311796857,0.833593489543555,0.83356157232523,0.813178775763565,0.768806131381579,0.768433413317215,0.768433482516323,0.768434899386545,0.768430473283638,0.768435439056699,0.768437080085779,0.768433265776948,0.768432382468482,0.768434093903775,0.768418988626135,0.76161297518094,0.756668899496677,0.760912052064363,0.760949664570224
"SAM-Muscle",0.84194011663221,0.808697235131758,0.841940557367528,0.842156303905521,0.826495027796056,0.805819907250756,0.805780843906252,0.805780804806917,0.805780804767817,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778,0.805780804767778
"sarcosine-Muscle",0.0324574296279308,0.0702119673855843,0.0324574825920904,0.0324839058995753,0.0531841652762798,0.062593735806783,0.0693893402386394,0.0694022947695502,0.0694023237833162,0.0694147584347964,0.0750275915942631,0.0796722290196083,0.0796916036040158,0.079680583729985,0.0796831121593017,0.0796810226827474,0.0796806739873984,0.0796806176121669,0.0796828483017726,0.0796707961239384,0.0796853901138511,0.0797713092248796,0.0799074638101814
"succinate-Muscle",0.811666226858946,0.500034217230191,0.811664497076444,0.810806207991792,0.697097169013307,0.54897223724803,0.588537556071594,0.589586606088119,0.589564752041122,0.569643108905611,0.545950989923042,0.4910481089697,0.491046010117851,0.491022501337097,0.562178520492944,0.562962725654612,0.562973050908304,0.562922131761658,0.56302851582483,0.588545515211477,0.641305146477967,0.641418907583168,0.643113333236455
"taurine-Muscle",0.00481612413274837,0.125290510303061,0.0192155471343375,0.0867705278806403,0.0985237336404753,0.106536844093468,0.12271794385567,0.123205513985982,0.123213942016655,0.127097691011828,0.129769913255502,0.137895929547468,0.137895960194168,0.137896718556087,0.137895943449121,0.13789591483852,0.137895943170623,0.137895945853834,0.137896354839622,0.137901529528931,0.137896057069104,0.137897987071996,0.137899437384881
"thiamin-Muscle",0,1.59887758784949e-05,2.77555756156289e-17,3.32695204718902e-10,0,0,0,0,9.99999860695766e-10,9.96226943827949e-07,5.17249882259208e-07,1.77827973013578e-07,3.2750402390036e-10,1.26307853065555e-11,1.11668929658748e-08,1.08397333331567e-08,7.3725850757711e-08,1.36826112573374e-06,8.49335434427445e-07,3.60586067893465e-07,1.14826492758624e-07,6.52267384548821e-09,1.89807502382067e-07
"thymidine-Muscle",0.672003288503861,0.173031045198517,0.670774967152101,0.670772782141813,0.669502557225261,0.501453730703455,0.30602179044352,0.170602008696783,0.170610492974771,0.170643402741964,0.170610199679742,0.17061029082738,0.17061199256525,0.170611307825464,0.17061056575548,0.170644262420232,0.170641808232329,0.170610249476488,0.170610091784915,0.170617351217679,0.170611397235729,0.170611306833521,0.170615142305757
"thyroxine-Muscle",0.0131060668286466,0.0776784790460519,0.540186439517012,0.0973994552526888,0.0973988123954885,0.0967614268373291,0.0758752729340297,0.0801820838986576,0.080190277907058,0.0801911728560758,0.0801902852281464,0.0801902852281546,0.0801902878441845,0.0801903704902094,0.0801904456090457,0.0801902852281546,0.0801902851782316,0.0801897541913222,0.080190738802745,0.0801929080650535,0.0824122470093532,0.0946287068406737,0.0947117427149156
"triphosphate-Muscle",0.0480020489565621,0.0688462319841421,0.0481393473113372,0.0706544219762837,0.0681549541606989,0.0682759325419127,0.0682760590920102,0.0682760738755539,0.0682951224474363,0.0684690411178477,0.068463189718714,0.0684632528786281,0.0684632351127536,0.068463733651675,0.0684631833521567,0.0684631834700664,0.0684654132016548,0.0684460051401152,0.0684631898471296,0.0684707655014934,0.0684768172782984,0.0684635578489783,0.0723128377627916
"xanthine-Muscle",0.040586799170816,0.121124674134845,0.0465591486246665,0.0465592497156875,0.0468514470940267,0.102904604698363,0.127734691308566,0.127778364045524,0.127778412540448,0.127778392876116,0.127778407802223,0.127778407756063,0.127777639916821,0.127756509897652,0.127778432819648,0.127778398363882,0.127778418015112,0.127770381012585,0.127778460293724,0.127778319588773,0.127776212028897,0.127775028227353,0.127778439489138
"dADP-Muscle",0.833567276144807,0.670011963933539,0.833567276144807,0.833567273574691,0.83356587162525,0.833567264484278,0.833542696828886,0.813178775763565,0.715183137347597,0.699562071906458,0.623851131006194,0.563759890547784,0.563418666590698,0.522963863866673,0.524218004048226,0.524216900905911,0.52420771339122,0.524212564296823,0.52425009462603,0.543238806585386,0.588915490451465,0.607040548656334,0.607166968492682
"ubiquinone-Muscle",0.385450358920794,0.371116195639894,0.393768685009247,0.50243255329019,0.535073346204155,0.572561488038348,0.582597172340138,0.589753739585393,0.451049435612858,0.441404770357184,0.447753369099166,0.453670685980909,0.404258580561446,0.306514128219451,0.227260462617105,0.206288796335195,0.20622968299273,0.206229318404755,0.206236789278133,0.206219292944752,0.201160338191757,0.195763885751664,0.195758564707807
