Row,Adrenal Gland,Artery,Brain,Colon,skin,Liver,Heart,Intestine,Lung,Muscle,Ovary,Pancreas,Prostate,Testis,Spleen,Thyroid Gland,Uterus
"(13Z)-eicosenoyl-CoA",0.482052659397473,0.427405132554026,0.338800769481946,0.389544348195475,0.0406821681152871,0.787060327696889,0.622874539198262,0.35104148407478,0.242890949325821,0.462531457689873,0,0.0957191213887214,0.0448599052734237,0.0674705182199973,0.358383931007701,0.0655349195036847,0
"(13Z)-octadecenoic acid",0.268577410134264,0.293666291445413,0.283574639561972,0.153567129707273,0.0995528642549759,0.822698876569238,0.767642887781104,0.533347535421635,0.125956276636975,0.467176215442227,-1.38381646509478e-05,0.0975165465292239,0.0228537747055839,0.00422444824898571,0.0580151561594957,0.00551174225385165,1.53474403787879e-05
"(13Z)-octadecenoyl-CoA",0.557639129735991,0.430976922271727,0.338787753545451,0.389544348195475,0.0220128223431202,0.787060327696889,0.858975125647955,0.351241284010565,0.242890949325821,0.476155311430842,0.00230672487419916,0.0957259969976102,0.0448599052734237,0.0912598275419218,0.358383931007701,0.0655349195036847,0.000520102454347387
"(13Z,16Z)-docosadienoic acid",0.268577410134264,0.294738552432512,0.251362068761039,0.0928171594703781,0.100635133233583,0.538506976190898,0.768928309463011,0.210438795503643,0.088270503293697,0.468357257393825,-1.38381646509478e-05,0.0974650268706712,0.0228537747055839,0.00758543117770727,0.0579012917652452,0.00554999753843078,1.53474403787879e-05
"(13Z,16Z)-docosadienoyl-CoA",0.482052659397473,0.427405132554026,0.338664991699678,0.389544348195475,0.0408268328820577,0.787060327696889,0.711388861816183,0.351000705212379,0.242890949325821,0.462531457689873,0.0014370326390609,0.0955512533134143,0.0448599052734237,0.0603937380301039,0.358383931007701,0.0655349195036847,0.000509740479307319
"(13Z,16Z)-docosadienoylcarnitine",0.0471278965237991,0.000925261540545022,0.036184552266858,0.0429819716565728,0.000488379695570302,0.392530623870831,0.739072243325765,0.0311793298391742,0.0101378548915363,0.505276788553755,0.00045587201989291,0.0490005010695638,0.00109697834951493,0.0116458858151414,0.000538412493156223,-0.00110243120872592,0.000509740479307319
"(15Z)-tetracosenoyl-CoA",0.482052659397473,0.427405132554026,0.35296730939277,0.389544348195475,0.0349770678549764,0.787060327696889,0.622874539198262,0.52150958646999,0.242890949325821,0.462531457689873,0.00260848485542869,0.0977719737200039,0.0448599052734237,0.149092238541427,0.358383931007701,0.0655349195036847,0.00152045711052232
"(15Z)-tetracosenoylcarnitine",0.0197940695613663,0.00124662740119896,0.0843409960212491,0.0403809712811437,0.000832980235615829,0.162348329627237,0.887007591766903,0.0243131118153734,0.00696224308346097,0.519015206069862,0.000583775538310513,0.0578117513268288,0.011240880069281,0.00951309811005407,0.00148384073798735,-0.0019642163802446,0.00152045711052232
"(18E)-20-oxo-20-CoA-LTB4",0.00381907764038642,0.00492386442493453,0.091942066321138,0.0778945588498001,0.0691227227887526,0.834107733047237,0.126325876766479,0.0842158571296868,0.00272001504798228,0.00446267237166828,-0.018769288996621,0.0014954712253851,-0.00132284970774005,0.00495580574200027,-0.00276591070731625,-0.00107048210729123,-0.012906160825321
"(18E)-20-oxo-20-CoA-LTE4",0.0296034359632879,0.035039079575982,0.000107636049923622,0.0465797788047896,0.0317264472823691,0.80953497155276,0.167662458785467,0.0407114244509528,0.0466981137030551,0.0380124883699909,-0.0103623520014913,-0.000107636049923625,-0.000507804204230942,0.0035264521931542,-0.00127476554953819,-0.00023148768304589,-0.00725749292018635
"(18R)-HEPE",-0.00250927477546203,0.269426668930131,0.192077153432646,0.585022495773711,0.10732981692179,-0.0418033409391882,0.0144091172824012,0.186017492010207,0.666559652532938,-0.0224953413873024,-0.0911574289547177,-0.00512171953420254,0.069797220503912,-0.0473618476698619,0.587781383138904,-0.00586037297541019,-0.0150301787824375
"(18R)-hydroxy-(5Z,8Z,11Z,14Z,16E)-eicosapentaenoic acid",0.000856324610694223,0.0288217058519145,0,0.134641580997881,0.0471482438003363,0.10551411131389,0.0235683673797452,0.0470403953279903,0.0939129749527932,0,0,0,0.0387646306298755,0,0.0722535774951251,0,0
"(1R)-hydroxy-(2R)-glutathionyl-1,2-dihydronaphthalene",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"(1R,2S)-naphthalene 1,2-oxide",0,0.927179531105035,0.00108007296108149,0.000927892768402161,0,1,0.927179531105035,0.0413734479074206,0.026934906113954,0.00259160894599379,0,1,0.000325420711315375,0,0,0,0.01332650104937
"(1S)-hydroxy-(2S)-glutathionyl-1,2-dihydronaphthalene",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"(1S,2R)-naphthalene 1,2-oxide",0,0.110563150725162,0,0,0,1,0.108721878004723,0,0,0,0,0.801794988034269,0,0,0,0,0
"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"(2)[Glucose-1,3]-Mannose Oligosaccharide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"(24R)-24,25-dihydroxycalciol",0.00158900746802793,0.0973890407332395,0,0.00122728045847476,1.00000636074071,0.00425800771191442,0.00382256247579327,0,0.999996689073232,0.00342452408345173,0.0776798934933643,0.000214772312285061,1.00000410919181,0,0,0,0
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",0,0,0,0,0,1.00007916204535,0,0,0,0,0,0,0,0,0,0,0
"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",0.0182486026512674,0.00187013722425534,0.0103503045639873,0.0395966115690746,0.00134208285567037,0.999278617098157,0.0369964329710969,0.0553264006618073,0.0151330132496877,0,0,0,0.0037393757620037,0.0421549474604202,0,0.0112188070595759,0
"(2E)-Octadecenoyl-ACP",0,0.513113975877763,0,0,0,0,0,0,0.586092851507118,0,0,0,0,0.439782904399676,0.295122899942679,0,0
"(2E)-decenoyl-CoA",0.0756773551316808,0.00923230227522615,0.185837630762587,0.15718734381177,0.0700783957967256,0.983970734984544,0.630086079334237,0.335946786463714,0.0333176053889137,0.301757888061745,-0.00863289421049877,0.0153965475653292,0.00678632396860612,0.129917849656961,-0.00102523172406447,0.0177686983961555,-0.00582170729333555
"(2E)-decenoyl-[ACP]",0.084513825352859,0.0461860453733493,0.218102940250872,0.00173960271155518,0.112126303367954,0.783040819300481,0.0359066763335004,-0.0665061137542991,0.130110256419998,-0.0503963645505931,-0.096510930024124,-0.0818274133983867,0.0301469957928826,-0.00573281979675871,-0.0945866938092938,-0.0379981766944783,-0.0772238155902758
"(2E)-docosenoyl-CoA",0.0751539236811941,0.0277311136887765,0.288788018095443,0.0648260892114667,0.00301056099157444,0.523044105417393,0.350217132706629,0.234650981292694,0.0546763190486202,0.322031977789177,-0.00738653282368579,0.132493309628647,0.0110407421624159,0.115801350355127,-0.00665764809311835,0.00243781556069967,-0.012169886575901
"(2E)-dodecenoyl-CoA",0.0668415804702397,0.00108460904640887,0.126826392376262,0.0367198569405853,0.0149502944283264,0.984757248709432,0.521343199363149,0.0725159414036283,0.00328555483048889,0.200182811474744,0,0.00702731845337699,0.00169587582322775,0.00170093813641044,0,0.00658075417335857,0
"(2E)-dodecenoyl-[ACP]",0.0865950797890941,0.0637554845690791,0.218206869848109,0.043229084500197,0.110384462184512,0.782832333297399,0.0579195455924913,-0.0163192697524193,0.152001399994634,-0.00577269826556792,-0.0975483635251874,-0.0774938325161952,0.0306800287530875,-0.00571742431990371,-0.087573150199409,-0.0300137448872354,-0.0751735310413797
"(2E)-eicosenoyl-CoA",0.0748478397522258,0.0274435131904454,0.222030211349541,0.0434281594733197,0.0458275438508094,0.686846384835025,0.354560458735196,0.163821414439276,0.0161941459801417,0.269259632334235,-0.00751956102513568,0.106627098222065,0.0106989415582112,0.169942871369561,-0.00605926947411111,0.00368581133712411,-0.0117615893140303
"(2E)-heneicosenoyl-CoA",0.0669330792199568,0.000666018586255486,0.292462085113808,0.065971957479536,0.000355307424301204,0.513327223468621,0.304748315478344,0.241023455420645,0.054747389419905,0.318976519680893,-0.0130419927042902,0.111817472883041,-0.000428468052753317,0.109985663445534,-0.00659986678920734,-0.000771233010466443,-0.0114836798407304
"(2E)-heptadecenoyl-CoA",0.0543647829782312,0.00140174824225209,0.0222744598404974,0.0385262973424022,0.00185303847086246,0.515039029882413,0.747969859095817,0.0422867452688623,0.000207219425058011,-0.0319383817101541,-0.0156224108380666,0.0382256672699248,0.000489313635065297,0.000486653976512735,-0.0039550476802452,-2.91839623383292e-05,-0.00887202952320913
"(2E)-heptadecenoyl-[ACP]",0.118594533754804,0.0632146429112437,0.2279400121434,0.00255106066058308,0.12697264017594,0.772594847544882,0.0155314133252087,-0.0713245451033237,0.138522818228653,-0.0598373846290474,-0.0955497294483852,-0.0849040623385896,0.0362977694540286,-0.00265890690028475,-0.0980741654417789,-0.0362443939171985,-0.0711724228668972
"(2E)-heptenoyl-CoA",0.00233245852347467,0.0375753526549075,-0.00332155749505009,0.0775953311377991,0.0225887456013651,0.414611942353034,0.0745051760188337,0.0471928746568585,0.00745439810133319,-0.0384744475684294,-0.0141577675019341,0.0797395317577466,0.00758566058089481,0.00154022627393349,-0.0199042377002953,6.87977185974756e-05,-0.0130213994390946
"(2E)-heptenoyl-[ACP]",0.0855575484878768,0.0516073495335637,0.231808652418143,-0.00082127170295912,0.123726514667031,0.780200244322973,0.00904644297917356,-0.0725818127676532,0.138136440786287,-0.0641345665325454,-0.0982162820390826,-0.088616264356632,0.0300974539938716,-0.00646453002254141,-0.0998155482040376,-0.0395524745305576,-0.074400049968756
"(2E)-hexacosenoyl-CoA",0.0906565082636807,0.00300690659305719,0.311061218664806,0.0888697833858939,0.0256634293717249,0.529825412185207,0.370990455980008,0.257346148076008,0.078614457011866,0.343806655903774,-0.0009416924100491,0.061144433433823,0.00308642404308292,0.132403289534265,-0.0203014836984874,0.00492561432616645,-0.0203014836984874
"(2E)-hexadecenoyl-CoA",0.073824695773387,0.0167478058920826,0.0813430773608522,0.125428078479547,0.0228855058600109,0.779071502891656,0.880309486930701,0.508422742612777,0.094602633135027,0.652960388307414,-0.0115569295116167,0.094140953140014,0.00211116145601522,0.0643673300044126,0.055891160369672,0.00740869018874298,-0.00706350695406247
"(2E)-hexadecenoyl-[ACP]",0.0929087952632621,0.057478832919729,0.241880826382615,0.002148706048723,0.134763805111663,0.774460791127997,0.0356300401601619,-0.0726343069512101,0.152509607252663,-0.055248417238219,-0.0981060480343207,-0.0837438484841818,0.0322748314335645,-0.0051161784418948,-0.0992316982689675,-0.0386477863775612,-0.0733184983617222
"(2E)-hexenoyl-CoA",0.0557728464976849,0.000872156163777824,0.201813917958583,0.0484563657117903,0.0226209982576169,0.972184390141796,0.590737382405083,0.119383497921459,0.00619021160223728,0.224044485637055,-0.00904274672046607,0.0153404346475901,0.0308582514373701,0.00217216482807635,-0.00144281656876077,0.0197470849935096,-0.0037576393123128
"(2E)-hexenoyl-[ACP]",0.080396970952005,0.0449023202749233,0.217897776628616,0.000498096995592556,0.114184344607921,0.784507409268023,0.0480580358862427,-0.0660771307329979,0.126415905173429,-0.0419878776484993,-0.0951700114196695,-0.0803547235888128,0.0315461666464057,-0.00626484787365456,-0.0940778252360093,-0.0361281917216638,-0.0711920637136507
"(2E)-nonadecenoyl-CoA",0.0642107678855428,0.0127628403467391,0.293089771194125,0.0664708884613666,0.0067223870464983,0.513966719597311,0.341110981098737,0.241515375513584,0.0569604052305128,0.319449277329661,-0.0154060450750277,0.119956973487072,-0.00319265157585399,0.105725781075697,-0.00533622087889795,-0.000643355160963803,-0.0113904634743859
"(2E)-nonenoyl-CoA",0.00591707108028038,0.0272697159780305,-0.00332345357346571,0.106109136700369,0.0231890268559077,0.637310915438784,0.0747043152123362,0.0472146636873127,0.00740838002461024,-0.0384747959559721,-0.0045491612727559,0.129073558254773,0.0202737198755175,0.00154474477851443,-0.0231477731898899,7.31736728952562e-05,-0.012929618906163
"(2E)-nonenoyl-[ACP]",0.0849995731773943,0.0520249210224011,0.23007386306277,-0.00150958179594218,0.12435340154405,0.778603640409672,0.00938273019400088,-0.0731380667233913,0.138703176598079,-0.0642228682808881,-0.0997616605477981,-0.0887862016560162,0.0299964443441204,-0.0062687367002357,-0.0996320402630855,-0.0395744594456762,-0.0746781787603132
"(2E)-octadecenoyl-CoA",0.490308045599259,0.418849144238844,0.160491639095619,0.0576415588424832,0.0721480238949891,0.780443685229088,0.752148572189411,0.0672365805655236,0.0469960689071929,0.594961781315387,-0.0131689174118092,0.264848989784232,0.00399303983627411,0.23426727362161,-1.03627344365254e-05,0.00337917635197242,-0.0105944875771257
"(2E)-octenoyl-CoA",0.0659112939274996,0.00165070706835892,0.235394363510826,0.143133331033958,0.0621762521838304,0.870235530764439,0.745586528420957,0.338185794278252,0.0287530735645131,0.287111724440629,-0.0134298976239971,0.00812736581822103,0.00592712636903275,0.119470127457574,-0.00450484912589721,0.0206262617135979,-0.0127344021833099
"(2E)-octenoyl-[ACP]",0.0816304781229497,0.0456129851095462,0.217601544402493,0.000444568684527552,0.114797533570388,0.783735289876416,0.0409472705624951,-0.0676485365801153,0.128023023388889,-0.0489079550667453,-0.0958200389552996,-0.0812827653471309,0.0308157295799847,-0.00632673041334683,-0.0945042090137929,-0.037465909728228,-0.0717229682330189
"(2E)-pentadecenoyl-CoA",0.0759780837697706,0.00110749778992945,0.0221652252819152,0.0344613829639513,0.00191795801019926,0.33467146108179,0.756006518904625,0.0409546388966379,0.000681462252627989,-0.0370540907302374,-0.0172121926053792,0.0377620130097513,0.000376685841682725,0.00225760863674511,-0.00568616053587925,-0.000347305933732209,-0.00906923713780758
"(2E)-pentadecenoyl-[ACP]",0.116524294637742,0.0633128937146291,0.227900341945139,0.00217335433986085,0.128194234593124,0.764420956666488,0.0149054986090026,-0.0707957026943961,0.140196398066912,-0.0602117668383048,-0.095537886729774,-0.0852474197570368,0.0365447317675698,-0.00269143842361275,-0.0975949379870105,-0.0358657604005118,-0.070658262011988
"(2E)-pentenoyl-CoA",0.0170695113195258,0.0138872927002544,0.000491298981524127,0.0379462939585009,0.00776003173058581,0.490063278693106,0.0912537797824721,0.0416044621634847,0.00359592180861763,-0.0285100346724264,-0.0131079125981637,0.0438862017743376,0.0208806886026637,0.00123981151523942,-0.00361115771934895,0.000220388685385733,-0.0083048991613786
"(2E)-pentenoyl-[ACP]",0.0892270790708556,0.0526658502242195,0.240193122192196,-0.00121428532826198,0.128393756059004,0.777072999234979,0.0108219893170117,-0.0731086910160936,0.141354810820422,-0.0659836902120557,-0.0995999460447283,-0.0894941941662087,0.0319326670337287,-0.00609970626096781,-0.101124598808919,-0.0396118947199709,-0.0749741488922081
"(2E)-tetracosenoyl-CoA",0.113811855516902,0.000750913670955367,0.250495735394116,0.045858437607601,0.00313158176758005,0.528914337323159,0.355273670183484,0.190167325219699,0.0480424533496429,0.305398608419311,-0.010770471345955,0.150919155779927,0.00236575152904892,0.247188352784782,-0.0158714019490822,0.002604267107147,-0.0158714019490822
"(2E)-tetradecenoyl-CoA",0.100787125847164,-0.000718626015174688,0.127392622715935,0.0485905773436925,0.0145798572720246,0.870022472429205,0.871089528088486,0.070367866254544,0.00346070640864701,0.355437264623837,-0.0126936561955122,0.0282555367040735,0.0017044477087518,0.0019312625725644,-0.00319572300690116,0.00668347091751997,-0.0111833865994654
"(2E)-tetradecenoyl-[ACP]",0.114334202206866,0.0634938246200475,0.221699527958651,0.00383360412391012,0.129758410454806,0.776436894266633,0.034191500274897,-0.0687797946497915,0.141877522691484,-0.0537274258043855,-0.0959731455349349,-0.0814442719262529,0.0369317365182518,-0.00241961272131622,-0.095745150503819,-0.0366684893763277,-0.071366300650576
