Row,r_0039,r_0040,r_0042,r_0065,r_0079,r_0115,r_0118,r_0151,r_0152,r_0153,r_0195,r_0207,r_0208,r_0214,r_0225,r_0279,r_0468,r_0489,r_0536,r_0538,r_0563,r_0564,r_0570,r_0718,r_0727,r_0759,r_0816,r_0818,r_0821,r_0855,r_0886,r_0908,r_0909,r_0910,r_0911,r_0912,r_0914,r_0915,r_0958,r_0959,r_0962,r_0996,r_0997,r_1022,r_1051,r_1054
r_0207,0.643289201568433,0.643660844697844,0.610703439326234,0.643069746476308,0.201362430004535,0.634759348047512,0.68574620461672,0.141400560355423,0.327988234190945,0.60981562599804,0.259967831823211,0.74660016241671,0.767682046785104,0.0116705778624054,0.710620487236484,0.654476201132576,0.212659037533727,0.482783925061554,0.808531200176819,0.706472300085977,0.750844745593038,0.603815549859004,0.146240102290108,0.781682512290049,0.210585323422057,0.634846966293931,0.728781934085657,0.809677709798206,-0.0278999911320261,0.17086483359066,0.220400636491635,0.149034377053067,0.813953279501377,0.812292278726839,0.0555615214410494,0.147503254630886,0.169595871768681,0.256932046768336,0.0670207331032806,0.112941711958196,0.160524736717939,0.644505200290748,0.645647312842913,0.108264495785859,0.257200894905795,0.135520967468656
r_0208,0.648790593916028,0.648923463650438,0.612915454505513,0.648229985489099,0.205392047860877,0.639258947455229,0.688595934076308,0.14679477384546,0.334314803562309,0.615127025920928,0.262145798630392,0.74769794679142,0.770517865158669,0.0118826779756703,0.71157925040689,0.65782505548336,0.214522346058547,0.475641230708897,0.811238342822455,0.710711225332914,0.75641810920822,0.60446740760324,0.151507410224986,0.785987651330897,0.215996506612723,0.639336687745385,0.728982299990815,0.810890673296706,-0.0289586017489846,0.175325190626049,0.213826076993934,0.153841787764378,0.817320727122297,0.815428755436807,0.0576180179772569,0.152686602853201,0.174137094115144,0.264325204607998,0.0661411193454356,0.109525907295161,0.156340177750206,0.649706789157236,0.650803762278127,0.11024645615891,0.259340689701737,0.132144592836819
r_0211,0.203556100504174,0.203730570651604,0.00232643257037345,0.20345911691775,0.365497331701794,-0.0177953659086757,0.0128545010412303,0.442626838287108,0.368241988611065,0.373123917142646,0.299185924162108,-0.0225466493388975,0.0360526577457295,0.0180213229436775,0.111751059717408,0.134352039865491,0.659083741549947,0.000217564400461647,0.0766799706684854,0.00965940757855514,0.074463789286174,0.0936256061406411,0.215486149103096,0.14615279389666,0.486340764935488,-0.0175038155094962,0.0447187090545921,0.00387665620583617,0.0210083300915287,0.483954455304162,0.0171891722670655,0.350005758762111,0.0756383337823787,0.0761357327407848,0.210989480384778,0.214895653909387,0.485496713514714,0.397380720111697,-0.0422750875762093,0.0857676356523871,0.0130422072869225,0.203341944706192,0.203607303221823,0.00452914578537261,0.297918929884379,0.00337232958988225
r_0214,0.0197755185534379,0.0202837195930483,0.0285163020413516,0.0204901172802959,0.0424247839292259,-0.00861094317891395,-0.00907290404316904,0.0427114649337365,0.0320983706553085,-0.0124867300700655,-0.0173621614498005,0.0327816401776166,-0.00252232009195814,0.928116789759144,0.025165505680795,0.0382646750086035,0.0106837296308254,-0.0114620809627228,0.00757471998832971,0.0158880827957082,0.0129462697226288,-0.00192770052031962,0.0748007592788704,-0.000397092031531526,0.00901083547744477,-0.00947856130333822,-0.0280301687066365,0.00541493521890512,0.313890923037213,-0.00782460696744592,0.0472266279267551,0.0700833891772532,0.00756623757027389,0.00748968926002566,0.0465375225104604,0.0736674348438775,-0.00740173431607719,0.00861853915435152,0.407348781638176,0.0478794680904948,0.106607856477623,0.0201754036925832,0.0193047873280999,-0.00685422598468915,-0.0184744657254341,0.235812687965741
r_0215,0.331407353781626,0.331613937994267,0.11436886293154,0.331262835462635,0.448822651416092,0.0402564065205943,0.0830683072682965,0.508604411294983,0.472600664871499,0.504334634010958,0.361001142373559,0.0289385924021991,0.11867679178761,0.0195211848644231,0.225277804499196,0.263092933480764,0.690526838492088,0.00997074856507774,0.193082258922226,0.107883023849494,0.184899260139647,0.174372735903491,0.304279418289988,0.270679026130677,0.568058061945066,0.0397820081073359,0.133786530731123,0.0727451482226853,0.0277696332577559,0.547432669837097,-0.0038522101472519,0.443502538469676,0.191250387868183,0.192182106556373,0.263986565696884,0.303940364378284,0.548486062584314,0.516603621446687,-0.0508274699157481,0.0392414522759214,-0.00282779159610892,0.331091120470527,0.331518267023135,0.025008017400502,0.358762170760843,-0.0146441295126846
r_0216,0.11795912946968,0.116682648135577,0.0918696997867965,0.116165575803654,0.0239519470443926,0.168520654843364,0.204145145663399,0.0129096806267458,0.0439505873682009,0.190042686377622,0.0184236807175101,0.359120822314519,0.245410715944929,0.569026462914793,0.120528336317702,0.0931780538013751,0.0553077033129977,0.139023322769557,0.186525392551319,0.14456298628609,0.157759132525374,0.146575972384312,-0.0202194319631263,0.255155969627965,0.0583281930316607,0.169594888410886,0.151791274407892,0.269853646814929,0.134470568864861,0.035771319957995,0.187048663501091,0.00829578417791654,0.184362633968278,0.18608379651283,-0.00913223990108144,-0.0207933237173821,0.0384240652751272,0.0449405689349286,0.280519111113712,0.161116841850438,0.238659051499396,0.116767218135306,0.119195766644943,0.0195327627636714,0.0183478943524522,0.324424466019378
r_0219,0.325791171674429,0.325948792997869,0.108054060617088,0.325559629434292,0.445070158466327,0.0382617609586109,0.079657904760663,0.50900652203011,0.470136787171655,0.501165600919845,0.360742625262721,0.0274282569232056,0.114268079457791,0.0172662912829416,0.21950465441759,0.257381827511297,0.69226664042828,0.00865930245953665,0.187120515565799,0.103386211936725,0.179666516414708,0.168703580690914,0.299677910432103,0.265792053597437,0.569560617459366,0.0378200246793933,0.129308350461944,0.069786520147929,0.0279929760431656,0.54894724903949,-0.0026837445051889,0.442438849369283,0.185628936605228,0.186425566043864,0.263965967241218,0.299073889314974,0.550233983524464,0.516857090678547,-0.0520470869196899,0.0400312962806742,-0.00242108364090444,0.325411227678648,0.325851860676075,0.0248091842368569,0.358550396933308,-0.0142346036615242
r_0225,0.778134142469166,0.778201911082672,0.708651322235979,0.778184962308109,0.301665082196558,0.611905619684556,0.650807038902393,0.283737664981571,0.471934061307814,0.665207127185366,0.292335860997503,0.569889760138753,0.693778412906372,0.0205770566247833,0.6981261934337,0.762695965446352,0.350966888980648,0.310332622712427,0.824199206278008,0.73551632352975,0.823581756070102,0.609028683639928,0.310981122084421,0.744579399470653,0.367639932637663,0.610407373174488,0.677354370345642,0.681024273374269,0.00496071138852014,0.26273927040979,0.0747080765029521,0.309135318315872,0.823997936867044,0.824657549552559,0.145686897213831,0.313298495858135,0.260965146127341,0.432387836654995,-0.0154056863381899,0.0277766167696898,0.0326482956972991,0.778464038679066,0.778799212743429,0.0420862244352995,0.289419134984919,0.0195676812020196
r_0226,9.82800538989152e-05,0.000101399155985901,0.00453043437561571,0.000100754725175336,0.0966588018787668,-0.0212446610014205,-0.0190908115949766,0.044364463889138,0.0351024160774863,0.0250848924364027,0.00640183399405021,-0.0294467729776431,0.0107807738489727,0.0730579089717204,0.0477838896107121,0.0171118594219565,0.0223048610330405,-0.0366492969516692,0.0162804007311979,0.0131026704238687,0.000634530443029475,0.0120324941631416,0.0372680010380391,0.0192830178452643,0.0241504942272381,-0.0203717658322108,0.0100526755795659,-0.00388358034428726,0.0109590043360978,0.0544016111773574,-0.0959426216801626,0.0390257832935742,0.01706396009942,0.0166526870168746,0.0291665339742082,0.0362459679778343,0.0530212816294221,0.0486007019798484,0.0615038209403928,-0.0515716997594293,-0.0504543673459334,0.000101948834731416,9.87718331520078e-05,0.405582725618661,0.00458160432023373,-0.0485893538237257
r_0250,9.9342461762407e-05,0.000106503554228303,0.00340564138052005,0.000109570225303869,0.0187074001754889,0.000654156613502986,0.00547665700295017,0.0226301058137611,0.00756757165177088,-0.0100618367077082,-0.0338309475056266,0.0956079799811363,0.020230008772958,0.913478368325709,-0.000552211597718261,0.00631749143155568,-0.000516720732985124,0.00286037188950759,0.000446302748773422,-0.000217478738177133,4.5462434419049e-05,0.000954656452227082,0.0320383849476004,0.0150432939373232,0.000246359536530449,0.000681741879713153,-0.0284426044059631,0.0380127255658861,0.312351381761933,-0.0172332447116312,0.0885285390660129,0.0425588633670499,0.00049730862882862,0.000553153921886429,0.030429653085935,0.0307103324270234,-0.0160863109677415,-0.0109311559968529,0.439578220387738,0.0729401153291073,0.142555307060324,0.000104665735719936,9.21265371101863e-05,-0.00478935985480951,-0.0344779639117678,0.276921165968058
r_0278,0.730181818788085,0.730162927193148,0.62644706104488,0.730178540838861,0.299598721876899,0.456451721702447,0.490094664607943,0.349493795133558,0.477114880782259,0.593751005446633,0.272802428305697,0.377325213344619,0.515633007556416,0.0389464444443051,0.527262755698773,0.682588905645664,0.502101310023728,0.13868624770647,0.64604937040278,0.570997224558989,0.6810650914824,0.529329759359285,0.294469479619506,0.577061145851604,0.469615124209899,0.454934307624889,0.491794077611595,0.483221321687166,0.0631476549189114,0.303883776659794,0.0104347526761893,0.354138057751438,0.643538124449208,0.645095896172686,0.187379328939208,0.296245725466719,0.302978892103705,0.483830240198845,-0.0341128283226071,-0.000423466879169236,-0.00179597463402173,0.730284790236418,0.730150536544089,0.0202216311767941,0.271150782632179,-0.00111599690555983
r_0279,0.711564645612742,0.711642637471486,0.596495310150752,0.711619419534299,0.313164583533785,0.423022973843761,0.457486050915825,0.36611247369342,0.485211402280197,0.596019440632136,0.283191748701623,0.347891310881926,0.484806396899222,0.0392129655471971,0.507872024029595,0.661220518185536,0.528744829224774,0.125013118921897,0.615309733138789,0.537486239889548,0.648197335931907,0.506715359166381,0.29783434105573,0.558302278773,0.487150249677653,0.421444900547707,0.464698012394962,0.450512657651187,0.0635212465773887,0.323461490330832,0.00738794439189467,0.366315932986222,0.612842033749783,0.614355183660084,0.195456527051832,0.299424533613529,0.322662425709064,0.495932522837655,-0.0364646028517898,5.25041459708408e-05,-0.00142290857929292,0.71165503889569,0.711629353872358,0.0207494200564273,0.281536823053519,-0.00150800116607243
r_0280,-0.00674037135323486,-0.007303261693584,-0.00711007446838994,-0.0070878481666932,0.0861986056493542,-0.00651699947379063,-0.00281090566694563,0.031308426303642,0.0112805485548687,0.00664964293673803,0.0111327109511902,-0.00604116815843413,-0.00200615919283832,0.0478990619455854,0.000939794171630553,-0.00202011015182076,0.0229637049056329,-0.0846043685811854,-4.5091827863333e-07,-0.00024650116167782,-0.000505885490826573,-0.000162576485071393,0.0138595584917938,-0.00459731573904211,0.0127875929333138,-0.00453095024915629,-0.000484867484541503,-0.00349272878346736,0.00356681392879668,0.0490415614756887,-0.114059595337009,0.017137489991515,-0.000452067931651448,-0.000215938862234475,0.0124180803346543,0.0130185924783096,0.0482675699223724,0.018649735951857,0.0618708896243037,-0.050982968476973,-0.07264692071938,-0.00740424304674455,-0.00674488268683143,0.309812275554363,0.00987422663871844,-0.0546178601533144
