r_0214,r_0909,r_0910,r_0563,r_0536,r_0818,r_0718,r_0151,r_0208,r_0207,r_0538,r_0816,r_0153,r_0039,r_0996,r_0065,r_0040,r_0997,r_0195,r_1051,r_0225,r_0118,r_0959,r_0821,r_0914,r_0855,r_0279,r_0908,r_0152,r_0759,r_0115,r_0915,r_0468,r_0564,r_0042,r_0962,r_0911,r_0489,r_0958,r_0079,r_0570,r_0912,r_1054,r_0886,r_0727,r_1022,r_1074,r_0989,r_0545,r_1088,r_0491,r_0091,r_0893,r_0514,r_1050,r_0486,r_0988,r_0918,r_0061,r_0528,r_0471,r_0961,r_0451,r_1838,r_0450,r_0219,r_0473,r_1041,r_0109,r_0663,r_0799,r_0466,r_0467,r_0547,r_0542,r_0892,r_0216,r_0669,r_0831,r_0565,r_0016,r_0300,r_0713,r_0215,r_0353,r_0832,r_0773,r_0032,r_0027,r_0476,r_0211,r_0250,r_0203,r_0889,r_0566,r_2197,r_0202,r_2199,r_0505,r_0813,r_0280,r_1667,r_0697,r_0770,r_1026,r_0307,r_1055,r_1049,r_0302,r_0984,r_2140,r_0568,r_0548,r_0658,r_2132,r_0891,r_0364,r_1072,r_0112,r_0154,r_1045,r_0485,r_0361,r_0888,r_0887,r_0883,r_1038,r_0800,r_4039,r_0971,r_0973,r_0970,r_0990,r_0957,r_2115,r_0175,r_2141,r_0723,r_0173,r_0811,r_1027,r_0902,r_0309,r_0310,r_0722,r_1136,r_0097,cstm_PPK,r_0096,r_0352,r_0025,r_0699,r_0029,r_0023,r_0060,r_1574
0.200244132497364,0.404902597402597,0.404902597402597,0.389047558869371,0.404902597402597,0.165369680145969,0.407602364984116,0.554182689628267,0.230466544911174,0.241383913402262,0.341879199117559,0.441954638807036,0.808849270664506,0.447188053415019,0.447188053415019,0.447188053415019,0.447188053415019,0.447188053415019,0.788969813567862,0.788969813567862,0.632867756315007,0.156533676533677,0.975359274449001,0.447018581081081,0.746104688734114,0.746104688734114,0.47336860670194,0.584616209837473,0.554182689628267,0.144882836678751,0.144882836678751,0.537524874443286,0.239381982030021,0.406871315307989,0.369306648961396,1,0.586850271528317,1,0.40589283841879,0.969936563390641,0.747779336138382,0.747779336138382,1,1,0.281058735101471,0.29893018018018,0.658178478061188,0.42744202545116,0.46340618913655,0.103558368795843,0.945971376219482,0.566687797147385,1,0.792262190247802,0.447740306780452,1,0.375937894658643,0.444956300856761,0.81008822743071,0.850617180283819,0.131450116256746,0.276797528489406,0.579634314627415,0.335363385819184,1,0.250558491941573,0.41358094591024,0.568904551427547,0.478837848449156,0.202872134769401,0.83381610527187,0.330102610638001,1,0.727562739259889,0.646947622306965,1,0.463908025801922,0.30224530227532,0.426759904336072,0.651261981205034,0.273568818514007,0.567841004518735,0.402363473589973,0.568716397849462,0.232037020151363,0.426759904336072,0.425222959067002,0.381676530077159,0.611047596124917,0.286933453462472,0.287353146255147,0.200244132497364,0.32081625314635,0.382438899645636,0.325564910645945,0.725334268896425,0.277919043573249,0.725334268896425,0.71917068306465,0.365476708750544,0.634363531002511,0.315170455900947,0.453366325864694,0.0391221166203196,0.572522615131579,0.587627981467711,0.39465690474336,0.447740306780452,0.634363531002511,0.953773943676067,0.432039507884249,0.458465268863215,0.0672703940003459,0.651200428007758,0.658035768049618,0.399868990865752,0.232743362831858,0.912061206120612,0.142296855310292,0.339375975039002,0.69949719018042,0.375644156491403,0.824256406031144,0.351431049436253,1,0.820956123117223,0.860058828772618,0.83381610527187,0.30397362424912,0.791917519566526,0.791917519566526,0.791917519566526,1,0.646087834427057,1,0.0707024011316177,0.432039507884249,0.602425960932577,0.35502781030445,0.83381610527187,0.412239663939863,0.668332692554146,0.442565176908752,0.520385981655268,0.709971067673418,0.299315687540349,0.273568818514007,1,0.30224530227532,0.232037020151363,0.140832595217006,0.202872134769401,0.202872134769401,0.035171475668106,0.035171475668106,0.0588611644273832
0.289204534946087,0.377086038961039,0.377086038961039,0.36788407262311,0.377086038961039,0.168847371457979,0.29071655488881,0.557030596890152,0.207310863910565,0.243774574049803,0.348597787211285,0.412170729529422,0.840032414910859,0.468381754654669,0.468381754654669,0.468381754654669,0.468381754654669,0.468381754654669,0.573038339975264,0.573038339975264,0.627221396731055,0.172320892320892,0.826781367743657,0.231680743243243,0.717677891864723,0.717677891864723,0.478924162257496,0.504505712599903,0.557030596890152,0.149893005570784,0.149893005570784,0.448801288733062,0.623123683579065,0.285647489327099,0.321141989945936,0.900821048703116,0.540153866046031,0.72273343665246,0.35348642130649,0.863234347706169,0.683652797257285,0.683652797257285,0.812948245784067,0.77632171259941,0.382932460002148,0.263603603603604,0.805553592877835,0.59207200815856,0.5522181346029,0.102555439129226,0.785618778784727,0.490015847860539,0.969355133357691,0.868265387689848,0.32777213731032,0.770742650505592,0.516677809969542,0.349584535239161,0.75146600124766,0.899571752456125,0.313365259497856,0.232747515374078,0.572567847286109,0.437007342879719,0.751013747403818,0.258549222797927,0.36172573887442,0.620833831083503,0.54161758932077,0.132317889235868,0.612637590002483,0.420424403183024,0.787089592651277,0.774705798950801,0.733874384798409,0.700520620661494,0.519066216156918,0.260340997778712,0.415399812831444,0.89388577722575,0.245960211124645,0.516495381293238,0.318549686660698,0.464269713261649,0.217780614570986,0.415399812831444,0.351982620626572,0.342085549479362,0.663938865154341,0.300573116099807,0.255805080843562,0.289204534946087,0.309304802156478,0.487652065904358,0.309304802156478,0.665107394846607,0.333930088602986,0.665107394846607,0.696027920890809,0.380822812363953,0.633964329405705,0.432592981367941,0.238617576680444,0.0390222828888615,0.479111842105263,0.579991992221015,0.446218552846795,0.32777213731032,0.633964329405705,1,0.565326633165829,0.488327865734798,0.167229437623438,0.624418604651163,0.80152947552237,0.41009498162233,0.287503352105122,0.921422142214221,0.162522831211859,0.317878315132605,0.781248151434487,0.467729877896835,0.818414764768888,0.309376505733834,0.77632171259941,0.526915520628684,0.862108922363847,0.612637590002483,0.229096181730304,0.671425346177002,0.671425346177002,0.671425346177002,0.751013747403818,0.889954568399798,0.776637956063099,0.0550517802038018,0.565326633165829,0.819911783238815,0.399956088992974,0.612637590002483,0.427234136634977,0.864218890170447,0.448896648044693,0.589364296696888,0.789923082351281,0.0155919948353777,0.245960211124645,0.956849756187322,0.260340997778712,0.217780614570986,0.145650481788657,0.132317889235868,0.132317889235868,0.0490941183335278,0.0490941183335278,0.0765465142897392
0.303704525698644,0.386513798701299,0.386513798701299,0.387147731580943,0.386513798701299,0.194937853812205,0.328295975997176,0.510176670567909,0.27347390558415,0.232323673608077,0.344586689841896,0.459996428252523,0.902512155591572,0.476729048006509,0.476729048006509,0.476729048006509,0.476729048006509,0.476729048006509,0.398378452659063,0.398378452659063,0.666210995542348,0.251514371514372,0.756893734787103,0.283175675675676,0.826236806203777,0.826236806203777,0.489462081128748,0.557850131416618,0.510176670567909,0.19883278804492,0.19883278804492,0.477115512176632,0.626829658463753,0.336621264484651,0.326301811628569,0.916309012875536,0.504797000258598,0.691882991088725,0.273985530040893,0.937206950445895,0.712677263518778,0.712677263518778,0.765080441946113,0.729355274346021,0.464109309567272,0.290484234234234,0.856850137779976,0.692502106149958,0.618134602899805,0.114898530889806,0.766008022582083,0.394706814580032,0.972734746072342,1,0.306999972559888,0.712716801714324,0.511403313275388,0.405183622508288,0.758800463416808,0.97648837014023,0.254724930139295,0.200571245373204,0.563350965961361,0.469751575539152,0.738927900306597,0.286666493087198,0.359819574982071,0.671425158284554,0.412004318806439,0.151666560448665,0.48929073905487,0.372958257713249,0.778846346697687,0.800014178363817,0.841693556272612,0.662617394855043,0.505463162051867,0.244383742570691,0.372345845897889,1,0.247489511435918,0.469428560003199,0.247202327663384,0.459655017921147,0.232219385429014,0.372345845897889,0.280379602103819,0.355079032137239,0.785305975088754,0.334284355682359,0.260488613490153,0.265830858531317,0.316186894738594,0.580535564242136,0.316186894738594,0.46727478267649,0.322399563053769,0.46727478267649,0.637693202592654,0.378863735306922,0.488532612194965,0.22621847937591,0.199902110071786,0.660659701297475,0.532586348684211,0.589143739632786,0.495287794999611,0.306999972559888,0.488532612194965,0.970286823722503,0.582221452088026,0.505729092378643,0.207739845093881,0.524602203182375,0.547570301680014,0.476090832999745,0.313944757307589,1,0.165963441743243,0.342589703588144,0.917953268263827,0.373700473461251,0.82549229628409,0.247123446082683,0.729355274346021,0.385749836280288,0.841697120955522,0.48929073905487,0.174580542705241,0.619777242624925,0.619777242624925,0.619777242624925,0.738927900306597,0.726905603230692,0.795993419142553,0.0488405264551205,0.582221452088026,0.803150598613737,0.533665105386417,0.48929073905487,0.489321246959982,0.900102524669999,0.480679702048417,0.637771061979747,0.854491567285301,0.0426107165913493,0.247489511435918,0.930812402244917,0.244383742570691,0.232219385429014,0.133531953726816,0.151666560448665,0.151666560448665,0.047580668689462,0.047580668689462,0.0768634770818292
0.210490299432207,0.444845779220779,0.444845779220779,0.480306668351658,0.444845779220779,0.286371504764281,0.41421196611366,0.623641531516469,0.282417399966794,0.291733410999466,0.469298392218471,0.408536476471114,0.817341977309562,0.515579380653807,0.515579380653807,0.515579380653807,0.515579380653807,0.515579380653807,0.388777426595209,0.388777426595209,0.830490341753343,0.236791076791077,0.672301690507152,0.708006756756757,0.790981546636031,0.790981546636031,0.596693121693122,0.62886874430081,0.623641531516469,0.25156954637899,0.25156954637899,0.641571117217853,0.275521902578185,0.472331774750966,0.374561320307313,0.852584437395036,0.610912852340316,0.598072452537776,0.317479291181713,0.968465569550428,0.792815957612592,0.792815957612592,0.701608838922272,0.635072275296354,0.632583485450446,0.233989301801802,0.873666360488942,0.836163703276726,0.713481930318113,0.127707803177726,0.731590155004209,0.374009508716323,0.757809645597369,0.907434052757794,0.284224679636693,0.551195339181678,0.640702770967982,0.449993541998536,0.764103021121112,0.974724997900747,0.424747754858252,0.188668357086649,0.538856945722171,0.588837281014512,0.636326772821679,0.334053688129768,0.443890839089571,0.619997610799188,0.411410482921084,0.158026894398063,0.403699412397583,0.394632137372609,0.679937423534367,0.778250389905005,0.895798702780222,0.502113107390772,0.576330685857212,0.245845590442457,0.273011334095872,0.807597665862061,0.268453105968331,0.39672091814292,0.186244404655327,0.471454973118279,0.24475699826753,0.273011334095872,0.214895952435399,0.406285114989887,0.790841807569649,0.443626898916335,0.315296470247727,0.210490299432207,0.397617225198842,0.745332992364739,0.397617225198842,0.452598136670175,0.396103896103896,0.452598136670175,0.515040717965764,0.401683355100856,0.424093747987895,0.420640790132882,0.184413748096585,0.0377843446187804,0.617804276315789,0.506949608190814,0.574499571617727,0.284224679636693,0.424093747987895,0.914092992534177,0.557557603686636,0.504160129320592,0.124270748955612,0.471664626682986,0.719967483591257,0.813457549401361,0.281027085009386,0.823078307830783,0.142339331983519,0.61179407176287,0.85022182786158,0.560627959132818,0.782137266210761,0.266820853811313,0.635072275296354,0.277869460816416,0.839973853878837,0.403699412397583,0.116736863909411,0.570228777844672,0.570228777844672,0.570228777844672,0.636326772821679,0.725607557510637,0.675118552211362,0.0524519042708296,0.557557603686636,0.835475740390674,0.645894320843091,0.403699412397583,0.524054982817869,0.888888888888889,0.453533519553073,0.663856635385186,0.892809258344506,0.0306139444803099,0.268453105968331,0.85696016192842,0.245845590442457,0.24475699826753,0.14249671202727,0.158026894398063,0.158026894398063,0.0516250437623993,0.0516250437623993,0.0999430640910505
0.093338142003736,0.470008116883117,0.470008116883117,0.480475167445975,0.470008116883117,0.248179280445394,0.774973526297211,0.816585855208159,0.58946261552936,0.336585602640649,0.457933616338537,0.811634967407804,0.922771474878444,0.589910496338486,0.589910496338486,0.589910496338486,0.589910496338486,0.589910496338486,0.270308277220466,0.270308277220466,0.914175334323923,0.438198198198198,0.71458104097896,1,1,1,0.551719576719577,0.839188971732017,0.816585855208159,0.352480325404545,0.352480325404545,0.767033071164598,0.538832751219772,0.477454767229112,0.284985298302191,0.795997387572308,0.924359968968192,0.581315381635025,0.390164621998532,0.890245472097086,0.908563191522518,0.908563191522518,0.632932738902888,0.616865903066073,0.832196929023945,0.293153219837158,0.920370239525189,0.99237352015253,0.830772560051937,0.144665654470415,0.574803149606299,0.189708399366086,0.670716112531969,0.904556354916067,0.265793156436078,0.559432130181477,0.764244855508506,0.594566668101778,0.843792888334373,0.929633050633974,0.539735275923121,0.170714931071668,0.551535188592456,0.628018578834776,0.58169320541984,0.33168432837764,0.519910919865625,0.629196033926651,0.380776441181065,0.41569477194995,0.27196888190019,0.497556889571409,0.545418078982731,0.770877640720261,0.990417522245038,0.452378521845651,0.718416780025451,0.359728642612715,0.239650037230082,0.644184575004101,0.283854378129652,0.357939776862478,0.121217547000895,0.401579301075269,0.244392267712228,0.239650037230082,0.09708209467185,0.479848677803581,0.847343402130092,0.668568711364717,0.507992264277539,0.093338142003736,0.324929282172452,0.622785226317905,0.324929282172452,0.676801933497057,0.426052919043573,0.676801933497057,0.425004154894466,0.476055724858511,0.630809349043848,0.400815898084309,0.229693278224929,0.223930689978145,0.5986328125,0.518160498770234,0.531466625126568,0.265793156436078,0.630809349043848,0.950941734552952,0.497097556749264,0.498740075120049,0.206083387183384,0.56922344621243,0.683928463900765,0.50201972415299,0.280973451327434,0.591053105310531,0.168044798731363,0.550951638065523,0.766696243714877,0.699526538749066,0.677605668616627,0.291779897851017,0.616865903066073,0.163929273084479,0.81156965861485,0.27196888190019,0.0779603673272112,0.557126730885009,0.557126730885009,0.557126730885009,0.58169320541984,0.74666474363597,0.728442852995258,0.066529955865328,0.497097556749264,0.763011972274732,0.940500585480093,0.27196888190019,0.636657086004864,0.688645392797642,0.429040968342644,0.68357987381369,0.811657610613224,0.0224512588766946,0.283854378129652,0.686696108197626,0.359728642612715,0.244392267712228,0.137974071986472,0.41569477194995,0.41569477194995,0.0698119675574746,0.0698119675574746,0.116736222390486
0.0923690099687436,0.177991071428571,0.177991071428571,0.379847508319643,0.177991071428571,0.134854888261622,0.110690963642781,0.496828846904085,0.137816149205822,0.213203242561041,0.263639402346492,0.265898740959014,0.491653160453809,0.433599770257981,0.433599770257981,0.433599770257981,0.433599770257981,0.433599770257981,0.715725344693326,0.715725344693326,0.175780089153046,0.31040755040755,0.35567336867727,0.625244932432433,0.527651324764845,0.527651324764845,0.283505291005291,0.350737542241056,0.496828846904085,0.269590591564241,0.269590591564241,0.232696863451151,0.0271895912762951,0.467818662329742,0.259546618609504,0.306003918641538,0.546961468838893,0.13858485083301,0.37804340987732,0.409717753056909,0.715716066697834,0.715716066697834,0.356774568714867,0.389026159155704,0.266299795984108,0.796875,0.188320497421041,0.636367667272647,0.896862151049556,0.0809710668691059,0.734957658594563,0.810554675118859,0.302964011691633,0.559360511590728,0.974700216776884,0.411504721087524,0.368783894212911,0.342450596288802,1,0.712981778486859,0.355079033255829,0.588705792876157,0.905071297148114,0.24098521787731,0.39264167738107,0.264691332309214,0.310897218133092,0.444331621072751,0.842915169504765,0.167269984917044,0.794512952081437,0.657650425799246,0.479803044585732,0.673940167304693,0.593461751572635,0.374703960800327,0.466979683180482,0.417692261511677,0.685816782780493,0.449790255677158,0.202503721748545,0.948334466349422,0.715577439570278,0.350940860215054,0.19247515273092,0.685816782780493,0.59963411845415,0.264989886882913,0.682712557915639,0.140691243086318,0.172567128441936,0.0923690099687436,0.298103098272821,0.522102071384211,0.298103098272821,0.932697930066659,0.298482825585629,0.932697930066659,0.75988864882832,0.77575823537948,0.815852166634473,0.240976214900876,0.952142701762019,0.0364629090460252,0.299655633223684,0.452639707144083,0.321578783394345,0.974700216776884,0.815852166634473,0.865084766117572,0.704383988910068,0.553796415157134,0.255376662146296,0.429679662943891,0.463268501234419,0.207849630627024,0.215433091981765,0.543726372637264,1,0.561466458658346,0.612244897959184,0.472055818589584,1,1,0.389026159155704,0.533202357563851,0.567846213269157,0.794512952081437,0.628909756265967,0.722057495484648,0.722057495484648,0.722057495484648,0.39264167738107,0.745727266171486,0.705506629246105,1,0.704383988910068,0.823251417769376,0.367278981264637,0.794512952081437,0.444262072707542,0.698769703960015,0.455381750465549,0.360850432108584,0.669134147202032,0.0901420271142673,0.202503721748545,0.0583705952709541,0.417692261511677,0.19247515273092,0.18443513970529,0.167269984917044,0.167269984917044,0.0371032209125919,0.0371032209125919,0.0413495571325433
0.0950507684625201,0.216298701298701,0.216298701298701,0.392240616706685,0.216298701298701,0.144492615754098,0.273230674196964,0.626818257816419,0.151286734185622,0.255351681957187,0.266560818263863,0.233936065720154,0.620664505672609,0.450179485952233,0.450179485952233,0.450179485952233,0.450179485952233,0.450179485952233,0.699830516238377,0.699830516238377,0.235554234769688,0.278833118833119,0.229675569337468,0.574974662162162,0.602613628204208,0.602613628204208,0.363849206349206,0.491460601834469,0.626818257816419,0.284711291891414,0.284711291891414,0.302804889604852,0.346908577065614,0.740963610489937,0.270644029213696,0.241392983765628,0.640897336436514,0.187509686168152,0.423655237496068,0.523168152983359,0.619370422315724,0.619370422315724,0.312754409769335,0.370699744910719,0.377375711371202,0.784262387387387,0.428969123154102,0.862590342748193,1,0.0992579603532707,0.646709255682662,0.633724247226624,0.338696565582755,0.763589128697042,0.694920835277008,0.37413781557624,0.611061585320556,0.295983123089508,0.862641475804295,0.770274582248719,0.587837837837838,0.254449010521407,0.724758509659614,0.270742189758514,0.340322421125507,0.294816049157706,0.331540406899936,0.49250388245132,0.893688486174035,0.13954708644021,0.696366796325416,0.610254083484573,0.418259491766782,0.695462923578619,0.849157459013722,0.299326255614537,0.593444205537759,0.406946028696644,0.664968285328065,0.506339199925008,0.218311002842062,0.789338985084176,0.657296329453894,0.354821908602151,0.21373210540713,0.664968285328065,0.655339583809742,0.249599220915424,0.936759131114989,0.231306154115674,0.1939061451632,0.0950507684625201,0.314682684947918,0.629945566799401,0.314682684947918,0.745604802557206,0.367186551765991,0.745604802557206,0.801853082931694,0.842511972137571,0.824673234176808,0.339170265047594,0.371622797476615,0.0457819340879553,0.395646587171053,1,0.378358906456889,0.694920835277008,0.824673234176808,0.800444346590341,0.714304280020794,0.501497646555413,0.388248250252564,0.52410887447335,0.750225808394051,0.222478983951381,0.234902118530437,0.573330333033303,0.72974924603905,0.736287051482059,0.568104111209701,0.320797408422626,0.91126307983851,0.870945359930616,0.370699744910719,0.178039729316743,0.67563954006596,0.696366796325416,0.422150107022026,0.546515653220951,0.546515653220951,0.546515653220951,0.340322421125507,0.677853897742843,0.675360495499855,0.931233676690808,0.714304280020794,0.867800882167612,0.380305913348946,0.696366796325416,0.585938536369666,0.625297962322184,0.474068901303538,0.516197444462118,0.841295603697693,0.428599096191091,0.218311002842062,0.0853914803569786,0.406946028696644,0.21373210540713,0.183858066940441,0.13954708644021,0.13954708644021,0.0563732640914926,0.0563732640914926,0.0470466698362946
0.0685309511919954,0.231461038961039,0.231461038961039,0.384304309364337,0.231461038961039,0.120098872479454,0.18571743734557,0.612495123446469,0.110800265648348,0.245424979369934,0.230303840625731,0.194999553531565,0.664732576985413,0.499593165174939,0.499593165174939,0.499593165174939,0.499593165174939,0.499593165174939,0.492281617882827,0.492281617882827,0.265319465081724,0.255444015444015,0.241752525757727,0.796469594594595,0.675601349895886,0.675601349895886,0.350679012345679,0.462768867671512,0.612495123446469,0.211884339906269,0.211884339906269,0.320662370889794,0.491881515450449,0.26417971132344,0.243706724841127,0.21862754245195,0.610744763382467,0.0844682293684618,0.45366467442592,0.536517422083295,0.682756739909615,0.682756739909615,0.295425470052336,0.383454208973141,0.494416407172769,1,0.403327916342825,0.793774664124507,0.956459640770396,0.0962502405748134,0.461407418412321,0.466719492868463,0.292341066861527,0.656115107913669,0.398924347611338,0.303244492064555,0.543198870811975,0.27713436948379,0.786302468585688,0.794012931396423,0.295372128245056,0.234615720905832,0.992352805887765,0.336828107233026,0.292710908911087,0.282813028874945,0.349941493979542,0.487385019710907,0.744552414605418,0.143685339791388,0.787031366382521,0.638070640792964,0.441635411861449,0.749184744080533,0.82093152113686,0.270079624336464,0.641493703102374,0.374197034279882,0.742421019040527,0.685430385976424,0.198592502368385,1,0.766875559534467,0.349098342293907,0.220224309291511,0.742421019040527,0.804802195289275,0.230092141733463,0.862145736807269,0.173959506469455,0.184473299917117,0.0685309511919954,0.263549535758262,0.700197274686735,0.263549535758262,0.60700502865162,0.391066877048185,0.60700502865162,0.896626225693867,0.812182556958352,1,0.419376386668893,0.263144442027409,0.0604012226909365,0.372239925986842,0.46365040324887,0.391775060362957,0.398924347611338,1,0.826064330177539,0.753824884792627,0.513859173679456,0.56212172235217,0.650083595265164,0.818419943397363,0.22548127661123,0.260176991150442,0.544878487848785,0.492948872244326,0.710670826833073,0.444572611653357,0.436855220533267,0.827716898739392,0.494748000385468,0.383454208973141,0.187234228334425,0.693020768339424,0.787031366382521,0.839052682455293,0.517685129440096,0.517685129440096,0.517685129440096,0.292710908911087,0.699415879425975,0.611971353914642,0.809454381660206,0.753824884792627,0.862129804662886,0.439915105386417,0.787031366382521,0.658633650232147,0.554985262078688,0.458095903165736,0.582842903345528,0.79302801496013,1,0.198592502368385,0.0818170944889134,0.374197034279882,0.220224309291511,0.165123332528116,0.143685339791388,0.143685339791388,0.0515046971641965,0.0515046971641965,0.0425968644162308
0.0817030091179789,0.292394480519481,0.292394480519481,0.331724166982602,0.292394480519481,0.120786613227703,0.170349452876809,0.629827787995319,0.135491726160828,0.244502694043978,0.234090985058662,0.164541476917582,0.706782820097245,0.503135021299,0.503135021299,0.503135021299,0.503135021299,0.503135021299,0.599835096880583,0.599835096880583,0.315084695393759,0.167179751179751,0.288890000333433,0.559814189189189,0.588971063402025,0.588971063402025,0.343734567901235,0.40355093064421,0.629827787995319,0.181996639844372,0.181996639844372,0.323410404624278,0.476044471698616,0.300365928034153,0.216162382623542,0.248777757044225,0.584574605637445,0.105119139868268,0.575568837160533,0.591146455824216,0.694834034595605,0.694834034595605,0.327980228726497,0.419101685589957,0.633496188124128,0.638063063063063,0.401243552603688,0.747306345053873,0.904566111231335,0.108932275516969,0.438973901847175,0.425293185419968,0.333202411399342,0.699904076738609,0.272444639574129,0.310828366704614,0.61459029789763,0.29717139535885,0.706853221638,0.768712738265178,0.576062842637428,0.20494010667133,1,0.364715632046563,0.253862130353081,0.295493009086885,0.37094704261503,0.468199737187911,0.681565380409311,0.0796465064899199,1,0.880811112662292,0.419482941896147,0.683567276336311,0.694664450311268,0.291108615761535,0.54486813813682,0.281875487782914,1,0.618851210423941,0.231113817837326,0.9821250049986,1,0.393441980286738,0.177021975015957,1,1,0.256989287587085,0.690294241530778,0.250694496583828,0.215021510044599,0.0817030091179789,0.20381377084096,0.985825448434589,0.20381377084096,0.434393638170974,0.298291661609419,0.434393638170974,1,0.836090552895081,0.842315369261477,0.456163370470215,0.218033500108767,0.182929884047659,0.339951685855263,0.500343190527941,0.430913622556274,0.272444639574129,0.842315369261477,0.76284501911491,0.622350230414747,0.451595112442353,0.282280451066231,1,0.842355633166737,0.208995960551694,0.266183963529096,0.457281728172817,0.186033669842978,0.711419656786271,0.113149955634428,0.48531771741839,0.740957402982615,0.575233689891105,0.419101685589957,0.116105653787383,0.756930207683394,1,1,0.557262191450933,0.557262191450933,0.557262191450933,0.253862130353081,0.689514675128002,0.38830446143424,0.237904452583874,0.622350230414747,0.786389413988658,0.272793471896955,1,0.675082909573292,0.550672818146867,0.562756052141527,0.57176183659403,1,0.0269567462879277,0.231113817837326,0.126276566381452,0.281875487782914,0.177021975015957,0.0997436723300319,0.0796465064899199,0.0796465064899199,0.0486236725405532,0.0486236725405532,0.0451883287256335
0.0785126412546931,0.299573863636364,0.299573863636364,0.36480475167446,0.299573863636364,0.155225114233582,0.254703494528768,0.60692191941147,0.119503016215618,0.282000873743993,0.25277267105659,0.184293240467899,0.713444084278768,0.49332312257694,0.49332312257694,0.49332312257694,0.49332312257694,0.49332312257694,0.462324217855343,0.462324217855343,0.419227340267459,0.172320892320892,0.337034443666433,0.715853040540541,0.623752423350327,0.623752423350327,0.359744268077601,0.481070643136834,0.60692191941147,0.210858608188169,0.210858608188169,0.3929356581067,0.36423867544725,0.351591786948567,0.20011381959594,0.28833271132674,0.612160589604344,0.152247191011236,0.532075076019713,0.654445159510895,0.716962755181549,0.716962755181549,0.297567358015119,0.422657930275596,0.760308171373349,0.545891931902295,0.59973150568784,0.848312863033743,0.843973165981389,0.114011077133631,0.423290249096221,0.391315372424723,0.363335769090245,0.703029576338929,0.257991932607085,0.289985267528293,0.75986182304435,0.36673698712705,0.616709740664825,0.809110756570661,0.811408093176049,0.186013231908134,0.655876264949402,0.438568427544472,0.250934625655227,0.282708881193532,0.340618276525875,0.469919961772787,0.654151943462898,0.100692541371912,0.611735496151618,0.821548233980176,0.336348502777833,0.724372607401106,0.871255826081288,0.235881992650061,0.527886260915354,0.274293089992195,0.574399500883851,0.548358369853062,0.219258357017188,0.744111648738353,0.59946284691137,0.339902553763441,0.196808607641105,0.574399500883851,0.588794877658358,0.394411566409469,0.804681388771888,0.39177115399054,0.22396758363921,0.0785126412546931,0.215724316948983,0.954334563255763,0.215724316948983,0.492846840525475,0.36661002548853,0.492846840525475,0.786230679740735,0.694347699898418,0.662030777155367,0.440728105541904,0.205188166195345,0.14579355110398,1,0.458960132700337,0.459108964872654,0.257991932607085,0.662030777155367,0.768819679349893,0.588387096774194,0.441282746160795,0.284200850072356,0.734190126478988,0.736827843680376,0.211998253211543,0.255859479753285,0.476606660666067,0.178777238166707,0.874352574102964,0.596746524696835,0.642162970346374,0.608799538600972,0.439741736532717,0.422657930275596,0.0698057192752674,0.804854859316041,0.611735496151618,0.49737623420562,0.582074051776039,0.582074051776039,0.582074051776039,0.250934625655227,0.632256436143362,0.323962063292364,0.190174207492226,0.588387096774194,0.848330182734719,0.361815720140515,0.611735496151618,0.812646473579483,0.63357682942458,0.560428305400372,0.707597688351625,0.921106485075153,0.00507230471271788,0.219258357017188,0.107231576041954,0.274293089992195,0.196808607641105,0.113167995276056,0.100692541371912,0.100692541371912,0.0590938265841989,0.0590938265841989,0.0546825382849965
