Row,cstm_PPK,r_0016,r_0023,r_0025,r_0027,r_0029,r_0032,r_0039,r_0040,r_0042,r_0060,r_0061,r_0065,r_0079,r_0091,r_0096,r_0097,r_0109,r_0112,r_0115,r_0118,r_0151,r_0152,r_0153,r_0154,r_0173,r_0175,r_0195,r_0202,r_0203,r_0207,r_0208,r_0211,r_0214,r_0215,r_0216,r_0219,r_0225,r_0250,r_0279,r_0280,r_0300,r_0302,r_0307,r_0309,r_0310,r_0352,r_0353,r_0361,r_0364,r_0450,r_0451,r_0466,r_0467,r_0468,r_0471,r_0473,r_0476,r_0485,r_0486,r_0489,r_0491,r_0505,r_0514,r_0528,r_0536,r_0538,r_0542,r_0545,r_0547,r_0548,r_0563,r_0564,r_0565,r_0566,r_0568,r_0570,r_0658,r_0663,r_0669,r_0697,r_0699,r_0713,r_0718,r_0722,r_0723,r_0727,r_0759,r_0770,r_0773,r_0799,r_0800,r_0811,r_0813,r_0816,r_0818,r_0821,r_0831,r_0832,r_0855,r_0883,r_0886,r_0887,r_0888,r_0889,r_0891,r_0892,r_0893,r_0902,r_0908,r_0909,r_0910,r_0911,r_0912,r_0914,r_0915,r_0918,r_0957,r_0958,r_0959,r_0961,r_0962,r_0970,r_0971,r_0973,r_0984,r_0988,r_0989,r_0990,r_0996,r_0997,r_1022,r_1026,r_1027,r_1038,r_1041,r_1045,r_1049,r_1050,r_1051,r_1054,r_1055,r_1072,r_1074,r_1088,r_1136,r_1574,r_1667,r_1838,r_2115,r_2132,r_2140,r_2141,r_2197,r_2199,r_4039
r_0307,-0,0.0252051861625401,-0,-0,0.0311525182515002,-0,0.0143849545540442,0.210160500972324,0.20911235573886,0.0208325306229004,-0,0.0256681529339724,0.209289663177261,0.260202495408255,-0.0187229453750453,0,0,0.0398242629362949,0,0.0234381018396456,0.0438143680776477,0.600404139931433,0.394611090786698,0.321199004115075,0,-0,-0,0.305239574835585,0.00407632745674672,0.0130963478122332,0.00613444019074888,0.057637436954261,0.0266923982072452,0.0705810832153081,0.00650908682653034,0.0135962849325269,0.0477411369010642,0.132538622643294,0.00352874883470891,0.132796873829571,-0,0.00394080095365671,-0,-0,0,-0,0,0.0192215329468175,-0,0,0.00671246969696142,0.0052654526140083,0.00685650228117931,0.0135240292375607,0.370765067486776,0.0317102563222155,0.0641490936935718,8.2794853743665e-05,-0,0.0184589894896411,-0.00434475536703185,-0.0157370126825039,0.00112677084514567,0.14053434298588,0.0744200825595178,0.124226587139004,0.0669626896169606,0.0802977539305316,0.186795442377436,0.0531267425545138,0,0.119924599513695,0.073573507807108,0.0348136481813528,0.00912517812803519,-0,0.247734332411613,-0,0.0529652970787925,0.0311153294781652,0,-0,0.00634876543707579,0.19047919185272,0,-0,0.341331889413243,0.0232932533312358,0,0.00821333740385179,-0.0185878171396128,-0,-0,0,0.0686209569522282,0.0275674706131718,0.100885270874531,0.00639054251454894,0.00356323849393248,0.446415105103022,-0,0.0224253611186921,-0,-0,0.0132254921710474,0,0.0130691325654164,0.0212343987337079,-0,0.42725489544611,0.124730627954427,0.124791496254461,0.279226179345776,0.245211574727186,0.446816414388299,0.409119097166053,0.0798993513640164,-0,-0.00953594179945363,0.0589952443565958,0.010852065521316,0.0198114539332222,-0,-0,-0,-0,0.150764559595876,0.272792585868742,-0,0.208919060608809,0.208378546596165,0.00702769352719038,0,0,-0,0.043832369663691,-0,-0,-0.00693321559794025,0.299741949279835,0.0288308892279092,0,-0,-0.00549475537768608,0.0756667706604124,0,-0,0,0.0803999862338488,-0,0,0,0,0.00489977064974138,0.00528038667595838,-0
r_0309,-0,0.0125830388680689,-0,-0,0.00351995815745035,-0,0.0186805102467451,0.0655555408944846,0.0662659361927548,0.104434362271709,-0,0.0021610961092867,0.0662142415622657,0.00333043857223143,-0.00143794260185392,-0,-0,0.000321236300521263,0,0.0437934227498101,0.0606904079394806,0.0475475138949121,-0.0484761351639762,0.0204287541047216,-0,-0,0,-0.00551862922415745,0.000525439179507344,0.00414689354684331,0.0478624878588349,0.0392108748661856,0.00314544922461225,-0.00585704874854005,0.0151778270713476,0.000642555643846691,0.0140290737986727,0.0636679979670445,-0.00138331112633912,0.103100948597654,-0,0.00558099981576598,-0,-0,-0,-0,-0,0.00970174029922837,0,0,-0.0058552350498484,-0.00533376996260754,-0.00919718060385659,-0.00778797352600163,-0.00124430838896885,-0.0513530552867392,0.0120677664080723,0.00663164077188478,-0,-0.0113336608669781,0.076992883976269,0.0568556759582669,0.000211323686521271,-0.00270496055413497,0.0108700318972795,0.0887044287971643,0.0523467898020181,-0.00218580073974063,0.0052153884002049,-0.0119508597709741,-0,0.0791978809787678,0.046041087981255,-0.0108000291691121,0.00329707367820591,-0,-0.0284566190949031,-0,0.00434323507389223,0.0123022909432061,-0,-0,0.00326277695650439,-0.00306144220835968,-0,-0,-0.0123748808161632,0.0437373341318507,0,0.0019669749838397,-0.0474091405433094,0,0,-0,0.0439496629358321,0.121913216205067,-0.0353460269068793,0.000284277866765708,-0.00274325038822053,0.0196016386221509,0,-0.00389481345676352,0,-0,0.00606627531920264,-0,-0.00419076077639074,-0.0103303172588285,-0,0.0322866675571314,0.0912688926969546,0.0903445535495873,0.0538969172283555,-0.0297091334456783,0.0195407877568556,0.00263869217360957,0.00561611560365749,-0,-0.00471274432776592,-0.00665006795968909,0.00740435707385962,-0.00188603821978689,-0,-0,-0,0,0.000288785049760899,-0.0159034680580784,-0,0.0672269853082569,0.0665196144256116,0.00155751878189062,-0,-0,-0,0.000205224762515211,0,0,-0.0082611846320762,-0.00561941769849973,-0.0228521693515272,0,-0,0.0409314829458397,0.0417447907691182,-0,-0,0,0.00274793112751628,-0,-0,0,-0,0.00162082086123233,-0.000425913555983897,0
r_0310,-0,0.0113040763813913,-0,-0,0.00295567098152803,-0,0.017684824743034,0.0609060776449615,0.061636616269585,0.0991475134184594,-0,0.00199998365998604,0.061576755770722,0.00364443016827988,-0.00238471205918713,-0,-0,0.000311585530881845,0,0.0410440179126107,0.0570262537286362,0.0518233533840999,-0.0464749345935369,0.0186311448421034,-0,-0,0,-0.00663126973883732,0.000433891529602909,0.00356224541897232,0.0457541752057151,0.0361730909643787,0.00268723486555226,-0.0064790274227485,0.0136957815196073,0.000516874982365193,0.0124204871148594,0.0610891629275537,-0.00131090357263328,0.0977491892328862,-0,0.00542894953757022,-0,-0,-0,-0,-0,0.00868725281139606,0,0,-0.00533040170563697,-0.00544694208941946,-0.00866169887283239,-0.00731599301219311,-0.00245402363894069,-0.0504410312668577,0.010976189237117,0.00627868132973813,-0,-0.0108593506552338,0.0772437793373972,0.057496975540126,0.000202265396614364,-0.00276977722976093,0.0117322156727414,0.0845337170792005,0.0493163105297836,-0.00195885178843407,0.00416357234949232,-0.0108093029754394,0,0.07470640202318,0.0435869511631516,-0.0115563302839899,0.00284207390658782,-0,-0.0256262592235972,-0,0.00370666175247147,0.0109745639726605,-0,-0,0.00315428498406914,-0.00474244921578837,-0,-0,-0.0111695466467454,0.0409965355883485,0,0.00188573122513029,-0.0488541043738968,0,0,-0,0.0413026450929351,0.118316078345378,-0.0335914024194225,6.36315916157186e-05,-0.00291036537768172,0.0213829103195067,0,-0.00304748191741217,0,-0,0.0064402100976003,-0,-0.00346456584578769,-0.010086672081979,-0,0.0352016044289265,0.0871856913408892,0.0862165643407907,0.0582017829649678,-0.0267916640489423,0.0213116728376697,0.00327312920055804,0.00494078742582659,-0,-0.0047631172407812,-0.00659483923607528,0.00698012819448838,-0.001438319084451,-0,-0,-0,0,2.16825375596342e-06,-0.0142272179492464,-0,0.0625517032315484,0.0618975816625711,0.00173552486427901,-0,-0,0,-0.00105842868837069,0,0,-0.00910302895123087,-0.00675632068208407,-0.0222114876248208,0,-0,0.040313798698432,0.0388319803907167,-0,-0,0,0.00226095959183418,-0,-0,0,-0,0.00158755073520379,-0.000429206187951806,0
r_0352,-0,-0.0140946967084473,-0,-0,-0.0073356450708001,-0,-0.0121722254147921,0.104324864618745,0.103052862908583,0.110010537466054,-0,0.0648135010460767,0.103830506157419,0.000926907016552623,-0.000714577650026499,-0,-0,2.58675074117286e-05,-0,0.179142604653322,0.191082989465972,-0.00545357453816203,0.0399541990168274,0.00521727019824684,-0,-0,0,-0.00593810569914673,-0.005489666680934,-0.0175851661256383,0.155992109250743,0.185139884516513,-0.0188970349748681,0.0134326061148469,-0.0117731221539186,0.0131545104444193,-0.0231358943793632,0.07794031040545,0.00121426134894092,0.0881364530314425,-0,-0.023031599045801,-0,-0,0,0,-0,-0.012420930914226,0,-0,-0.00887734853191736,-0.00818852569232452,0.0262497090071481,-0.0173085493377081,0.0050662735976937,0.000298696414737102,-0.0274237768830723,5.19962472502795e-05,0,-0.0169563708447281,0.0577353453212515,0.0470572322427349,-0.000647396909409008,0.00559810919983343,0.00226071855743469,0.209213948742081,0.210563171729872,-0.000980651733413541,0.00784821847041066,-0.00375974258071263,-0,0.238957881067153,0.134640133967349,0.00405065435531575,-0.0144506079998802,-0,0.026801060277905,0,-0.0178936552777959,-0.0151359296374291,0,-0,-0.01244220930418,0.106705583705111,-0,-0,-0.0370334332277899,0.181885180117244,-0,-0.00600688957600885,0.0159992892402876,0,-0,-0,0.146520246522028,0.202556950686019,0.0249496168563505,-0.0106010666633088,-0.00678629070126979,0.00315790019871956,-0,0.0179674248294725,-0,-0,-0.00230013389164782,0,-0.00526807387862986,-0.0118148193133712,-0,-0.00605127566732994,0.212789615066509,0.211824985714292,-0.00380746775077831,0.0274392210334566,0.00383300035410808,-0.00839242920361037,-0.0103716768233805,0,0.00223803866836361,0.0534911002711542,0.0119688605638286,-0.0284738383212919,-0,-0,-0,-0,-0.0264702744170012,0.00706952975443037,-0,0.104088569106019,0.10313475889653,-0.00519119432802097,-0,-0,0,-0.0172845132912723,0,0,0.00225007908189201,-0.00591184552138651,-0.0203848684354587,-0,0,0.0187856373613137,-0.0062899485736346,-0,-0,0,-0.0279918672259203,-0,0,-0,-0,-0.000654941217082395,0.00225542997020129,0
r_0353,0,0.03435244448436,-0,-0,0.021541069066395,-0,0.0180701097340285,0.225192985433737,0.224759063777201,0.0627895233406646,-0,0.00690776879124895,0.2249044418219,0.232189568603341,-0.00496523499453055,0,0,0.0236654552607362,0,0.0210426196603974,0.0534717959957416,0.400845370364048,0.306837847321913,0.356528682456854,0,-0,-0,0.245031131834922,0.00427423214660745,0.0216675713221589,0.0112979573161604,0.0858520306619128,0.0269048304198733,0.0202603502517651,0.0244015993228787,0.0245488812942725,0.0569088535929508,0.154250777755902,0.000200747740247828,0.167818511560144,0,0.00362731188547709,0,0,-0,0,0,0.0244691800951279,-0,-0,-0.00729129655458115,0.00452660880555006,0.00156771189183709,-0.00325723447508513,0.416514850135185,0.00801686989255615,0.0739293258053211,-0.00219971532695371,-0,-0.00578915419686769,0.00608746550370781,-0.0107234041408684,0.00104048233929115,0.126516621364605,0.0683719472721351,0.151315538124089,0.0735316714430723,0.0520073523623358,0.158884871384308,0.0445971672345035,-0,0.143963176359726,0.100028652919294,0.0626985636469486,0.0156113138660958,0,0.160786332156976,-0,0.0532807486745249,0.0385476394261064,0,-0,0.00634951473145015,0.205417841193644,0,-0,0.275174700136378,0.0209015892580491,0,0.00838360887710773,-0.000123121517476259,-0,-0,0,0.0937162721022623,0.0517637792765944,0.0318557331216124,0.00790139598367371,0.00600646188615052,0.370036863164653,-0,-0.00347141847465893,0,-0,0.00290737710042651,0,-0.0023783690304569,0.000842531965142583,-0,0.300058562600517,0.150968218093804,0.15141792333616,0.143235073980307,0.16019731636574,0.371045651585288,0.337058373822276,0.0817534827863235,-0,-0.0283228305817664,0.0236476032659044,0.00647439061033891,-0.00267179173352649,-0,0,0,-0,0.128646062330259,0.189816430408303,0,0.224899973878106,0.224399978740548,0.0142316661163419,0,0,-0,0.0620180874549413,-0,-0,0.00313959791637157,0.241648458505529,-0.0092687276927168,0,0,-0.00968976325583978,0.0948790645111032,-0,-0,-0,0.086502709927955,-0,0,0,0,0.0024099820562146,0.0033729723639193,-0
r_0361,0,0.0378008998572224,-0,-0,-0.0017668796052709,-0,0.0212383883056629,0.228498119536366,0.22786460351814,0.135186667523808,-0,0.00117456009819749,0.228099770353283,0.0686967180056685,0.0244488722527323,-0,-0,0.0230745123311138,-0,0.13864706598222,0.206137794733471,0.0765293645055931,0.125271911847924,0.296272555888619,-0,-0,-0,0.0994474619137197,0.00505762450387476,0.0234715498593925,0.35169423778202,0.303360525135351,0.0223017287350048,0.257478505051928,0.0348618560205734,0.0736138978952274,0.048613076459259,0.196535984653718,0.0200660718783716,0.162957690723228,0,0.00145993601851869,0,0,-0,0,-0,0.028667562433294,-0,-0,0.04287508570255,0.000224078604961373,0.00153914388676429,0.0443365708907681,0.13412646552106,0.0313108245095988,0.060071305680252,-0.00764261227473547,0,0.0599723427978229,0.11294280560903,0.107916520657247,9.36089725366089e-05,0.0121307307145887,0.0203057901284932,0.310686612522128,0.188094503504206,0.0241561333617527,-0.0371910827090928,0.0680980723118362,0,0.25307754612521,0.203794901359486,0.0253550381260108,0.0179160513212069,0,0.00945625796208474,0,0.0380125186753832,0.0125962410181595,-0,-0,0.00336530732774881,0.334061441036065,-0,-0,0.0822820204295375,0.139613528817498,0,-0.000297377120672637,0.0624944956241245,-0,-0,-0,0.214718553438768,0.343689068694568,0.061614531705307,0.0130335364014848,0.00967567901161352,0.0982248426417271,-0,0.114696370790262,0,-0,0.00207749735709756,0,0.0227671911214433,0.0285148484689677,-0,0.0412708724851843,0.311664400406207,0.311986372416063,0.0137262553413859,0.00957904425629546,0.0990870289536009,0.109007744477034,0.0841877538104402,-0,0.162971410292452,0.0514899550865059,-0.00107541290169601,0.101882041174496,0,0,0,0,0.0773507083462451,-0.0216664847319088,-0,0.228925111122364,0.229548647131816,0.0449628085478714,0,0,0,0.0777699475641102,0,-0,0.0065083263405685,0.0985316889279461,0.107754403465173,0,0,0.0776320684170956,0.0953280962436788,-0,-0,-0,0.0802876931510568,-0,0,0,0,-0.00314516750492781,-0.00223857119426989,-0
r_0364,-0,0.00126375922755053,-0,-0,0.001448281235795,-0,0.0141671176917441,0.0579307221286747,0.0584637080620692,0.061519296204043,-0,-0.00260773390598536,0.0584190617807847,-0.0386677755908672,-0.000190489393053672,-0,-0,-0.0126847217613409,-0,0.131900654875656,0.183907668527922,0.00134865875358642,-0.00107907251592655,0.0785166374278694,-0,-0,-0,-0.0101366606526504,-0.00113865325437689,-0.00549173257374077,0.279078510250157,0.24933860099932,-0.00581601935135658,0.239875351646208,-0.000178130535955407,0.0308301181460219,-0.000386576684663264,0.148108283733006,0.0215310334648348,0.0651682409013552,-0,0.00178330444156896,-0,-0,-0,0,-0,0.000161308977150688,0,-0,0.114589225908008,0.00225483007541878,0.00824951976130694,0.103962965416197,-0.00962040391002898,-0.0241963985208035,-0.0151234322811349,-0.00697088344880109,0,0.153937317754702,0.265828226560093,0.228346560300174,-4.02570473169411e-06,-0.00129985175599315,-0.0037446769059489,0.192222798737554,0.138719275419252,-0.00219848991011133,0.0226235520678121,-0.000667192724906057,-0,0.147368049190618,0.0999967219138733,-0.0116221747218635,-0.00408293707536422,0,-0.00718230870857831,-0,0.000381273532652603,0.000455067565082931,0,-0,-0.00216430547190313,0.204266414177466,-0,-0,-0.00126577877965907,0.133042947933298,0,-0.00145657466946015,0.0525777490652734,-0,-0,-0,0.217527340292424,0.306499309413686,0.121550763573904,0.0147851013953158,0.0141328876031236,-0.043477438898463,0,0.25449889722681,-0,-0,0.00627406601790584,-0,0.0857158562663377,0.118158876299419,-0,-0.0104014683776355,0.19770939893019,0.195903952305525,0.0118991412172281,-0.00758807587031377,-0.0432791516517098,-0.0631766068447508,-0.0104574920874777,0,0.0592025672409687,0.280540821887486,0.000274648391812661,0.234806724626811,-0,-0,-0,0,-0.00888077633567323,0.0207676012059355,-0,0.0594168738716436,0.0599264384978148,0.0679627749485434,0,0,-0,-0.00865702865707445,-0,0,-0.0124861572962332,-0.00978185435500167,0.24410705602496,-0,-0,0.0435231374180137,0.0268872368322006,-0,-0,-0,-0.0151895427331978,0,0,-0,-0,-0.00256428434879929,0.000609784028753226,-0
r_0450,0,-0.0121321431330185,-0,-0,0.00867889259517375,-0,-0.0166363935013516,0.0132208260306989,0.0128413751105932,0.0154658040083683,-0,0.00997748139072356,0.0129230901233019,-0.0255735961156127,0.00396880330915686,-0,-0,-0.00765720780992064,-0,0.145436587701872,0.15662886523925,0.00598922159902129,-0.00206615859438014,0.0279239951422315,0,-0,-0,-0.000266364927479847,-0.00393036212538681,-0.0149666517649139,0.224745077226356,0.196875412449646,-0.0151431716997076,0.286737259446717,-0.00933764658596176,0.0202044199518835,-0.0144651163434007,0.0723161412284915,0.00301011678201742,0.0144194138983948,-0,-0.0170396711020387,-0,-0,-0,-0,-0,-0.0113183204149841,-0,-0,0.0610435247486556,-0.0421327145904471,-0.000258580601499315,0.0487206177450259,-0.0180000890588343,0.0374700643781816,-0.0355020243053676,0.0372017100810547,-0,0.123515669100632,0.151859245877156,0.168511461686537,-0.00300375656976891,0.0204851197868257,-0.0206009364484795,0.112449992714104,0.109534873973907,0.00155106002394125,0.0880126097646858,-0.0273985927110879,-0,0.100781646102739,0.0392130340671,0.00622598963438495,-0.0112827336245357,0,0.000963685310467117,0,-0.0220428624937683,-0.00681275469762721,0,-0,-0.0363450351519309,0.124069982522952,-0,-0,-0.0197619030634031,0.148052072989927,-0,-0.025417664309291,0.0800225067043752,0,-0,0,0.165133890089764,0.193143878743039,0.0519047761691617,-0.0115775231462896,-0.00789159662271654,-0.0220692227894563,-0,0.232517539625024,-0,-0,0.00425250668913162,-0,0.0360746926842396,0.156147407988296,-0,-0.0313473312708169,0.112999958989605,0.11350093718931,-0.0124145233462673,0.00154621339801556,-0.021780175941679,-0.0654621068103946,-0.0491010477247117,0,0.0846535623331365,0.43774291776188,-0.0252488658075949,0.268203230174571,-0,-0,-0,-0,-0.0131654351043391,0.0581940784436955,-0,0.0129585601311832,0.0139247962440534,-0.0269284654452065,-0,-0,-0,-0.019741755458043,-0,-0,-0.00267024554756941,-0.000235575780614711,0.229923360396017,-0,-0,0.0283159535512904,-0.00684556377938692,-0,-0,0,-0.0311453937936165,-0,0,-0,-0,-0.000830416847229855,0.000393343840821206,-0
r_0451,-0,-0.00256752019797531,-0,-0,-0.00252382424352847,-0,-0.000335562012797111,-0.00708475496821964,-0.00749677276916387,-0.00194342024349461,-0,-0.00298790287031444,-0.007419526330101,0.0359031218007999,-0.00167364447359351,-0,-0,-0.0240325370264698,0,-0.0124543490318763,-0.0132574493501967,0.0103105353086853,0.00560444124465506,0.00746319539633826,-0,0,-0,0.00488345641503521,-0.000444138005768786,-0.00254623474283691,-0.0191134159322757,-0.00353995183641999,-0.00129132334663656,0.0750025834136036,0.00015338410128165,-0.000273486339413628,-0.00413251550492943,0.0158588978363081,-0.0167959761520137,0.004429334255029,0,0.0502730576189237,0,-0,0,-0,-0,-0.00343000310936843,-0,-0,-0.0236607331675483,0.065969541554145,-0.00377778338834721,-0.0206919928135648,0.0209949616554582,0.0175564094720889,-0.000737512940097716,0.00178953665534861,0,-0.0270375275214989,-0.0363365920331752,0.00416596230290088,-0.000520076589508912,0.0321301293183453,0.00393660802544949,0.00146302570484237,0.00108498875239794,0.00470295646871687,-0.0157059442432986,-0.0119227820535484,-0,-0.00573441508939038,-0.00116919743307362,0.00936271341704397,-0.00167493655048195,0,0.00764624861615595,0,-0.0131294088272396,-0.00808639745555978,0,-0,0.0260547023321437,-0.00326066374687082,0,-0,0.00199700267477461,-0.0115397128578527,-0,0.0193310512179434,0.000272960068970845,-0,-0,-0,-0.00131203081571138,-0.00808670301908815,0.00336493348347074,0.0231594192656605,0.0180841226667054,0.0206333217831379,0,-0.0541325033079585,0,0,0.00347073396119851,0,-0.0127653862764202,-0.0515749258127221,0,0.0124543958142393,0.00166910983585958,0.00157474296833704,0.00280704310046525,0.00717983196366322,0.0202513513281698,0.0142373276213836,-0.00504548385724272,-0,0.0480716086941223,-0.0456005631621269,0.0533776292268548,-0.0354589936374604,0,0,0,0,-0.000984287085806785,0.0110469905348422,0,-0.00745581051107625,-0.00716521713234659,0.173313905649852,0,-0,0,0.000963844621155082,-0,-0,-0.00927476197996835,0.00386387070472222,-0.0267793108237836,-0,0,-0.0175869191625078,-0.00944477015189114,0,-0,-0,0.00343729063824523,-0,0,-0,-0,-0.00632331369668077,-0.00427242373652661,-0
r_0466,-0,-0.000431780485063559,-0,0,-0.000233835829691872,-0,-0.00101024487020979,-0.00388495095973093,-0.00379754035834155,-0.00397750705666757,-0,-0.0191452095666892,-0.00382645815787927,-0.0126090834900019,0.136481959867921,-0,0,0.00801332757072083,-0,-0.00857725666759627,-0.0104522745414778,0.0137143157306986,0.00554265267586901,-0.0181639111020123,-0,-0,-0,0.0596745032379717,0.000420120770166827,-0.000451877696093258,0.00474050280578035,-0.0136026136048697,-5.49187888697159e-05,0.0466272165105894,-0.00166775812369732,-0.00359054642938672,0.000152973220426963,-0.00348759989285193,0.00688156607463579,-0.0105711023321361,0,0.00051407065903299,0,-0,-0,0,0,-0.000193816007422516,0,0,0.0122935299686571,0.000323851926175184,0.0510838010159977,0.0178890201869771,-0.00419556285617898,-0.000692177253645283,0.000715915805873692,-0.00353564967861967,0,0.0282822448018903,0.00188673927324421,0.00148604794594997,0.000133669109683107,-0.0201622339253356,-0.0183807109577723,-0.00255435793954091,0.00109424769568504,-0.00218119350653159,0.00474658182736113,-0.0027840573582776,0,0.00166434969453864,0.00163313069276944,-0.0126893295811398,-0.000132918632218704,-0,0.00964855432870759,0,0.00146035323062988,0.00258365940797223,-0,-0,-3.1891180352717e-05,-0.00693780272403218,0,0,0.00194825555587067,-0.00867873348097993,-0,0.000438713218891479,-0.0026088204638589,-0,-0,-0,-0.00391855742371777,0.00293864122455837,0.0268103745887813,1.11171019424493e-05,-1.43201858273963e-06,-0.00689887306438807,-0,0.0366880685029784,-0,0,-0.00876726407463146,-0,0.010294996673971,0.0237598815002623,0,0.00996123057641099,-0.00132783361357547,-0.00182083501895582,0.0240703209725136,0.0104740763209806,-0.00658584891106562,-0.000281703898436431,0.000153161440160234,-0,0.0106567034167807,-0.00585073889520272,-0.00158455673586973,0.0410461144586219,0,0,0,0,-0.000840158209149718,0.00612682447006707,-0,-0.00375803144889407,-0.00369212294971314,-0.0022601578989324,0,0,0,-0.00419550144776994,-0,0,0.107756335746672,0.0606233885694015,0.0420356998768461,-0,-0,0.00307101384717377,0.000408220208010107,-0,-0,-0,0.000476174949802894,0,-0,-0,-0,-0.00131784307829984,-0.000612331856579781,-0
r_0467,0,-0.0132992977484854,-0,-0,0.0101788164381775,-0,-0.0187643714153984,0.00357330849992288,0.00326569439171788,0.00421423153045209,-0,0.00858889746856139,0.00334778641568352,-0.0317285073885473,0.00518815106956048,-0,-0,-0.00612706477558808,-0,0.122994460005082,0.133394801118279,0.00531848573959247,-0.00120655538914643,0.0201022820867382,-0,-0,-0,-0.000533296210880134,-0.00410053157381295,-0.0153570919837704,0.189530588353907,0.166565067623667,-0.0161817282676582,0.24845571836976,-0.0103668382293981,0.0155056394752607,-0.0154183636167231,0.0613975149697234,0.00203861702652096,0.00416962947492034,-0,-0.0220791866574356,-0,-0,-0,-0,-0,-0.0123746397040802,-0,-0,0.064210874269867,-0.0508286664076266,0.000701070408334166,0.0485130521957324,-0.0103211911784536,0.0366318380915282,-0.0353091811317847,0.0357332430204977,-0,0.130026551593247,0.142999388622078,0.152917325508776,-0.00359346865031283,0.0188851299794279,-0.0243153479536189,0.0917754667082411,0.0887550494928304,0.00184017827489489,0.0992078838744262,-0.0323667957924094,-0,0.0805891646059744,0.0251701569737475,0.00619439034144448,-0.0116162671620493,0,-0.00132080661341617,-0,-0.0266911472224121,-0.00757619863107374,0,-0,-0.0411934595189879,0.104385291529152,-0,-0,-0.0218607065975933,0.125276945656103,-0,-0.029571791738337,0.0737535807281006,0,-0,0,0.150698579942059,0.159286901066056,0.0409923753207926,-0.0207569585425379,-0.0148233376492769,-0.026871346274903,-0,0.228589573417934,-0,-0,0.00502056337179128,-0,0.0390442974598092,0.158968107010338,-0,-0.0405810308619509,0.0920158799883694,0.0925102440013185,-0.0165587462569004,-0.000530947583029928,-0.0265866393386588,-0.0693181171173354,-0.0525880972688301,-0,0.0719888532858885,0.435728717615816,-0.0288726674481856,0.263818774612774,-0,-0,-0,-0,-0.0125137893521362,0.0633257600626875,-0,0.00335707815645875,0.00424722432159837,-0.0478752079511247,-0,-0,-0,-0.0217995704252583,-0,-0,-0.00167685690294102,-0.000491225945909775,0.229948890473616,-0,-0,0.0255971107823578,-0.0111939166574869,-0,-0,0,-0.0311458861791647,-0,0,-0,-0,-0.00148927912729095,0.000203123907554905,-0
r_0468,-0,0.0273555705940812,-0,-0,0.0280606673359615,-0,0.00780931327580464,0.185220483297006,0.184824450712877,0.0404575947638509,-0,0.0017744420787569,0.18495735399806,0.141627580235358,-0.00460619101463933,0,0,0.0174048684687227,-0,0.00530658204750243,0.0280002004139906,0.311064633357731,0.227501599076892,0.250444891996983,0,-0,0,0.194297557754875,0.00263830693380481,0.0162095730397182,-0.00795190990719499,0.0354737043421975,0.0173184876383585,0.0300161764125841,0.0196012187215835,0.0140602739895215,0.0494019474315309,0.0725522641249207,0.000956483742942359,0.119173577927136,-0,-0.00108027675308591,-0,0,-0,0,0,0.018905782438571,-0,0,-0.00232329543996318,-0.00541342591831561,0.00348883261691088,0.00200406860908895,0.391895579554864,0.00186717532077995,0.0568803191744304,-0.00173330262484247,-0,0.00552666336555583,-0.00104217527252021,-0.00310961503560268,0.000174303973265963,0.0914681090094994,0.0320508506431623,0.0822330478170705,0.0204293862564607,0.0370092030664028,0.220408139027993,0.0135365395025096,-0,0.093930144116405,0.0785470405008264,0.0545026635133959,0.0112920458466544,0,0.0880332298300393,-0,0.0334435560543,0.039957454742493,0,-0,-0.00264094669208977,0.112061402876718,0,-0,0.22447715815588,0.00526014576344534,0,0.000346030273821449,-0.00200873043785121,-0,-0,0,0.0373625648926473,0.0221056267144187,0.0249450323253245,4.2335789296488e-05,3.43923131652575e-05,0.266727645803328,-0,0.021529564829101,-0,-0,0.00724606662093912,-0,0.00207244210263025,0.0248787571754465,-0,0.195576771152063,0.0817459586534595,0.0821090271320013,0.0814605672179552,0.0877426195058299,0.267723418315394,0.228711678752503,0.0489453232800509,-0,-0.0213366113364798,0.0889357666587137,-0.000287783771713262,0.0263177336400876,-0,-0,-0,-0,0.109893090048853,0.18127541555425,0,0.184948363352075,0.184484505726011,-0.00230152303467201,0,0,-0,0.0376986855817025,-0,-0,0.00153978985868644,0.192696595310714,0.0163301399597317,-0,0,-0.0026385013525727,0.0728388183061298,-0,-0,-0,0.0598079797786241,-0,0,0,0,0.00292911680142467,0.00393153717929671,0
