Row,P0_05,P0_11,P0_16,P0_22,P0_30,C0_05,C0_11,C0_16,C0_22,C0_30,N0_05,N0_11,N0_16,N0_22,N0_30,L0_05,L0_11,L0_16,L0_22,L0_30,U0_05,U0_11,U0_16,U0_22,U0_30
r_0466,1.19886237708285e-13,1.94506811094262e-05,3.91327201950357e-05,0.000104549238304815,0.00020872720263861,3.66224835753636e-05,8.33263260693041e-05,0.000129158937161671,0.000126571200888187,0.000130804558053374,0.000123290633082867,3.4152878266956e-05,5.06946664475411e-05,0.000148725489472084,0.000117136667706852,1.55196973915253e-05,8.19101919692698e-05,0.000181666892690631,0.00020615898710781,0.000222004423700363,1.11218078835824e-05,7.23474340568945e-05,6.85431442045498e-05,0.000172170741135442,0.000164570315869518
r_0467,0.0010441685930836,0.00142584706490056,0.00179099427970048,0.00242644702730744,0.0038933976771592,9.68529067599453e-05,0.000205339906607102,0.000299479661475218,0.000898955297762522,0.00169541815427008,0.000849520922154209,0.00197676140036294,0.0028553876086064,0.00351572972979481,0.00744933840164314,0.00152599648543593,0.00196880877332294,0.00341610711817782,0.00353202556836577,0.00364104665001874,0.00197861794164408,0.00215582770185751,0.00242970544539645,0.00345761300377545,0.00364979288469551
r_0468,1.34453913154456e-06,3.14062701188976e-06,4.78130145374462e-06,6.48981426108902e-06,9.14491741850301e-06,1.44974000128443e-06,3.35698374539075e-06,4.98260547463039e-06,6.74267807554328e-06,8.01999957990714e-06,1.08154891519827e-06,2.79777732653482e-06,3.85576208769117e-06,7.15091738846707e-06,5.80031887046116e-06,1.27498395440306e-06,3.3245934278294e-06,5.9402406713574e-06,7.90024750214318e-06,1.01724179016164e-05,1.35327803571784e-06,2.91961974504084e-06,3.34699665347674e-06,7.169952001158e-06,6.99271560260439e-06
r_0471,6.1800398961474e-05,0.000129091756506515,0.000188681361719952,0.000259914586542148,0.000344618693274344,5.07017279938288e-05,0.000116665282727455,0.000176206784111377,0.000241025953278084,0.000307882587660789,3.68598659639313e-05,9.47307684596411e-05,0.000138193515748462,0.0003445972458033,0.000255711564917371,8.76922061876684e-05,0.000169276875948671,0.00031750109064143,0.000341517724413538,0.000391269966832187,9.60383859972079e-05,0.000144595929624254,0.000157921419287473,0.000324582379412487,0.000328189388377849
r_0473,1.34703636853683e-06,3.14906417581626e-06,4.78337713920922e-06,6.47853339205149e-06,9.14517495987358e-06,1.45248739595604e-06,3.3550385976229e-06,4.98387185153866e-06,6.74261567264708e-06,8.02189647801452e-06,1.0811046841214e-06,2.79669044539031e-06,3.85581798014744e-06,7.14673694780038e-06,5.79811005667613e-06,1.27532884491284e-06,3.32385274334439e-06,5.95613660053015e-06,7.9056357651258e-06,1.017495822616e-05,1.33343579829224e-06,2.92532885420023e-06,3.33996824281038e-06,7.17187234022066e-06,7.01359460885279e-06
r_0476,8.11583326931941e-06,2.01934071513165e-05,2.97285952838902e-05,4.22838530011966e-05,5.89967781142071e-05,6.42229562971378e-06,1.61156645889131e-05,2.52014088559424e-05,3.61588224253308e-05,5.12874203721979e-05,4.89443960714638e-06,1.37331601477729e-05,2.00019015886486e-05,4.10083894343511e-05,3.70753948678592e-05,1.03525141955472e-05,2.63027231075323e-05,4.51451109819858e-05,5.867189893807e-05,6.9253186311264e-05,4.6288417279224e-05,4.75779340242121e-05,3.36787029532615e-05,8.70418067472626e-05,8.51100137697561e-05
r_0485,3.23352845720559e-07,6.46761053426412e-07,8.13837963698944e-07,8.62138972323773e-07,8.27574598230822e-07,2.51408753910766e-07,4.46442446583875e-07,6.04726296134767e-07,8.8241524993817e-07,6.01643060840684e-07,1.35529077732511e-07,2.22516770303499e-07,3.62590438094138e-07,5.37944215618458e-07,5.14476008727357e-07,3.21262162627723e-07,5.40957760948223e-07,6.21298837967881e-07,6.80667190904312e-07,6.99086439214691e-07,1.9326520499693e-07,2.97571460800199e-07,4.08395562067219e-07,4.67887934962146e-07,4.96330259282826e-07
r_0486,0.00164206006833253,0.00268237550849116,0.00334635516094225,0.00468998378643693,0.00727366714228686,0.000234859327003258,0.000506274846725814,0.000745606330901542,0.00190084573073259,0.00343285646068035,0.00132354754497814,0.00383761538991215,0.00562366076605905,0.00502851157232823,0.0111344952364422,0.00258110223690104,0.00360034019958365,0.00595954187316223,0.00634137127720865,0.00677208114434373,0.00371627569607314,0.00407578887455754,0.00449104104157716,0.00675846085324063,0.00699058318233848
r_0489,0.000128051306656537,0.000163892737901048,0.000211075189937263,0.00024862308157458,0.000690732105518379,1.99917037524485e-06,4.52417191694288e-06,4.55061694707408e-06,1.53211002160826e-05,3.54642965210765e-05,8.35316996453715e-05,0.000121709176810003,0.000117448092359853,0.000296188589009918,0.000608213846346685,0.000464397246419914,0.000393290559617918,0.00100057171498295,0.000979039263926734,0.000677288327224696,0.000210414397848038,0.000250783903478233,0.000389618115610855,0.000401012088473661,0.000421231269766917
r_0491,0.000129459031258419,0.000163813736083521,0.000210359910894341,0.000248868629266929,0.000690519869843069,1.99891349307133e-06,4.52420271407641e-06,4.55301558027343e-06,1.52747553773808e-05,3.54761291784302e-05,8.27545216531594e-05,0.000121933686805847,0.000117821265007836,0.000290774374770231,0.000608143081927576,0.000464328308749296,0.00039334510818199,0.00100022557060729,0.00097910445122834,0.000675915070824514,0.000210273252352676,0.000250846517323722,0.000389859544308734,0.00040050056800448,0.000420733887399459
r_0499,5.52332292707476e-07,1.57789430867577e-06,2.67170585192811e-06,4.20063339827278e-06,6.682745099993e-06,6.57053447172508e-07,1.81368170461842e-06,2.96105150631507e-06,4.34618935022521e-06,6.05135547998092e-06,4.92929732076001e-07,1.52423059952493e-06,2.25074510538202e-06,4.63257947846587e-06,3.92189369895082e-06,6.88593112286491e-07,2.09047627258873e-06,4.12559700360817e-06,6.02428534872922e-06,8.51963228860613e-06,5.74050358843768e-07,1.52834699125597e-06,2.00598693857419e-06,4.83545306065896e-06,5.07835817475731e-06
r_0505,5.1962774091698e-05,9.56719455746924e-05,0.000112055670262128,0.000165614159902073,0.000374807202476067,0.000148480783472059,0.000309530679651294,0.000431638495724757,0.00043650592015023,0.000140686977420997,4.14478986903919e-05,0.000168214162460412,0.000257638239551061,0.0002945847629136,0.00115332670549274,0.000133676781605871,0.000178409389159723,0.000336946176385888,0.000308775578308504,0.000304233565589857,0.00020398540003807,0.000208823367879418,0.000210757680002961,0.000312642282792678,0.000293892164317838
r_0510,4.75219938369445e-06,1.07942283679765e-05,1.547457874259e-05,1.79108675891227e-05,2.20362161346025e-05,3.34940314359194e-06,6.44606557410413e-06,1.13462012299166e-05,1.5522186055387e-05,1.95104150134927e-05,2.11757958982014e-06,7.17687218533273e-06,9.66548947443586e-06,1.91353529953671e-05,1.53129774782615e-05,4.89078502891206e-06,1.19508417332345e-05,2.06466194796418e-05,2.61920505716141e-05,3.02441486643466e-05,6.98377067784973e-06,1.39022268284867e-05,1.50292662002648e-05,2.50159569476401e-05,2.39142929476253e-05
r_0514,2.7813752210082e-07,7.83226653983195e-07,1.32083154602677e-06,2.06962214979984e-06,3.30100062818075e-06,3.21573461262185e-07,8.89643726217123e-07,1.45626682592869e-06,2.13769992872552e-06,2.97712270752568e-06,2.44406283413806e-07,7.43747893457018e-07,1.10654631490715e-06,2.27462875287833e-06,1.92761658685868e-06,3.40106810935067e-07,1.03496719938637e-06,2.04711184793784e-06,2.99673090401198e-06,4.22421872650907e-06,2.8998977444819e-07,7.64589388958535e-07,9.8372082113676e-07,2.38944251901463e-06,2.51655951210642e-06
r_0528,2.70332849617808e-07,7.80841611901025e-07,1.31772154563696e-06,2.07078084990108e-06,3.30509959034639e-06,3.21507134593845e-07,8.89533162894607e-07,1.4556368234308e-06,2.13862286699719e-06,2.9797726914882e-06,2.42802048354247e-07,7.43789666479008e-07,1.10572786315374e-06,2.27190372065302e-06,1.92789913185075e-06,3.40293811411334e-07,1.03520498067037e-06,2.03178967252325e-06,2.97976395879077e-06,4.23755877348503e-06,2.87887532163581e-07,7.64786685656264e-07,9.89100052180055e-07,2.39026418446552e-06,2.51924448641351e-06
r_0534,0.00106241833518349,0.00148379124733654,0.00187693995856499,0.00259854197189544,0.00417852663371398,0.000149924709239158,0.00031829683390793,0.000474515986854085,0.00108594042596368,0.0018938257208016,0.000871282388492704,0.00205390670537418,0.00295938007723011,0.00366516029694876,0.0060047014024551,0.00156499737653028,0.00209113763706541,0.00366687700418523,0.00382443750930709,0.0039675411679334,0.0020177627363823,0.00227479801571072,0.00254911127080795,0.00378546973126549,0.00388556908119153
r_0536,7.91044363039054e-07,1.78645680322932e-06,2.51806644967434e-06,3.37232220949213e-06,4.31611380319354e-06,5.47925115935927e-07,1.3161610028862e-06,2.00275678299974e-06,2.71777791916555e-06,3.92288184472126e-06,4.26641844806139e-07,1.1664969058827e-06,1.62479355105248e-06,3.42978179203719e-06,3.2047554314115e-06,1.24261929231949e-06,3.02094118052607e-06,5.12360874661255e-06,5.92979996342055e-06,5.7783952946657e-06,6.89119517105933e-07,1.44145347052504e-06,1.82058100808919e-06,3.73741019222544e-06,3.93812615522048e-06
r_0537,7.88020170551561e-07,1.79135189195014e-06,2.52193994817497e-06,3.36094015254501e-06,4.31884925178902e-06,5.47943687431395e-07,1.31621923251238e-06,2.00290604632075e-06,2.7177976549169e-06,3.92324568192339e-06,4.28485449176403e-07,1.16644220330531e-06,1.62517248644082e-06,3.43663908388534e-06,3.20415927695678e-06,1.24340157937741e-06,3.02229047863843e-06,4.9368336064605e-06,5.93206641833931e-06,5.78083095040199e-06,6.84315444364131e-07,1.44197125801039e-06,1.81995012667428e-06,3.74062022118538e-06,3.90324754127129e-06
r_0538,7.87659150897158e-07,1.78905014977534e-06,2.51385205754839e-06,3.37118440401531e-06,4.31421700961905e-06,5.47927836971352e-07,1.31598018660009e-06,2.0030642167465e-06,2.71815436322831e-06,3.9235607250597e-06,4.2805393585795e-07,1.16643986495613e-06,1.62507812794096e-06,3.44710169085786e-06,3.20470726608055e-06,1.24271417759656e-06,3.03248554024316e-06,4.96650948513522e-06,5.95377220401439e-06,5.79383508972492e-06,6.90885426744448e-07,1.44609092281119e-06,1.8263857462763e-06,3.73015993859905e-06,3.91538128699511e-06
