Row,P0_05,P0_11,P0_16,P0_22,P0_30,C0_05,C0_11,C0_16,C0_22,C0_30,N0_05,N0_11,N0_16,N0_22,N0_30,L0_05,L0_11,L0_16,L0_22,L0_30,U0_05,U0_11,U0_16,U0_22,U0_30
r_0549,1.42995920930128e-05,1.57842652362478e-05,1.60114849836248e-05,1.38375969993667e-05,1.32523295346397e-05,1.38811413483681e-05,1.44168062261547e-05,1.4368095439558e-05,1.42477319815985e-05,1.11732355504688e-05,9.48047987974033e-06,1.05879720055989e-05,1.08479247949622e-05,1.31977408727677e-05,9.60074199071099e-06,1.40623403888401e-05,1.44092328811287e-05,1.6012930513326e-05,1.49339936702138e-05,1.40803062984455e-05,1.21305317062897e-05,1.21235608327125e-05,9.71983572180835e-06,1.32548652350195e-05,1.14974452956229e-05
r_0553,0.000159086363272329,0.000175001775516193,0.000168147808847425,0.000156047507555311,0.00019206218001757,2.57364931122524e-05,2.83213438602776e-05,3.14817447097953e-05,5.66608446357862e-05,0.000129915304214727,0.000130820181552344,0.000145308003547212,0.000154855426270531,0.000208993376460526,0.000268043513630969,0.000257542354024454,0.000156320433201009,0.000163818033026835,0.000225680802753301,0.000172022569175629,0.000383518176245446,0.000218085147643452,0.000160735700142495,0.000245818743242691,0.000251259431916205
r_0563,1.48937653450374e-05,1.66149261472347e-05,1.67323954082969e-05,1.53692933438597e-05,1.45559740208103e-05,1.09892993050747e-05,1.24835549125491e-05,1.29737773291157e-05,1.27803418412361e-05,1.33476076400456e-05,8.19096743238187e-06,1.05258640443111e-05,1.06201101099802e-05,1.56803037965392e-05,1.27161011461831e-05,2.43502872273676e-05,2.71684184760347e-05,3.12981063929777e-05,2.71168262212531e-05,1.99836524289298e-05,1.28546721919167e-05,1.35462724832227e-05,1.17044405915366e-05,1.7064882428976e-05,1.58095495598178e-05
r_0564,1.49385670221744e-05,1.66545012661183e-05,1.66155854385027e-05,1.53622657079929e-05,1.45553852718337e-05,1.09890347391587e-05,1.24828342460209e-05,1.29734336367816e-05,1.27809792992553e-05,1.3353569678059e-05,8.18568583184754e-06,1.04933567428156e-05,1.06206992489629e-05,1.55967074504174e-05,1.27111838581149e-05,2.43820133650688e-05,2.72403244048714e-05,3.09506604095898e-05,2.71570835633578e-05,2.008838943069e-05,1.2939900758316e-05,1.35238535415263e-05,1.16707509947091e-05,1.70319235588327e-05,1.57833795706707e-05
r_0565,5.12301928902797e-06,7.29817965938866e-06,8.73411068277019e-06,9.42323813622359e-06,1.114176158046e-05,6.44874439338895e-06,8.43630213504465e-06,9.43429270999392e-06,1.00549257092409e-05,1.01334257117996e-05,4.61884554786847e-06,6.6946261555171e-06,7.23007319982398e-06,1.03327280932985e-05,7.64371514260677e-06,6.65787645655318e-06,9.32814439194809e-06,1.28253618600238e-05,1.34316449378983e-05,1.46021551789963e-05,5.43327294166835e-06,7.20000649624363e-06,6.35530879971846e-06,1.09055114634039e-05,1.00926737549976e-05
r_0566,4.16779669237081e-06,4.83967285090587e-06,5.24978991419892e-06,4.91743527812927e-06,5.18554502081501e-06,4.38034392178803e-06,5.0459543561311e-06,5.17502291967661e-06,5.0043512264481e-06,4.5243511347889e-06,3.40937212921355e-06,4.25509554120305e-06,4.20372615497343e-06,5.38487176586287e-06,3.75089292735728e-06,3.84453162404135e-06,4.73041930554413e-06,6.04464886212949e-06,5.83605914417437e-06,5.78266764148692e-06,4.21851015024388e-06,4.62561462269748e-06,3.57152622326854e-06,5.51411837418092e-06,4.73890450531947e-06
r_0568,0.000877925212709177,0.000962324014556217,0.000963670233932392,0.000761694141506602,0.000690642092582176,0.000671274847957346,0.00062751572368441,0.000748751857612017,0.000712156347339952,0.000616183827601929,0.000885298821256688,0.00082210022336597,0.000693063249239188,0.000866165978171645,0.00061326578032051,0.00249903791323803,0.00100052472041962,0.00133503212009134,0.00116413161705109,0.000899683488023469,0.00121072790360708,0.0010039641964432,0.000802671554103294,0.000934468772486643,0.000927044836129294
r_0570,2.52497730245194e-05,3.13362482403696e-05,3.42113684186172e-05,3.45729511033086e-05,3.71001687680251e-05,2.41148131597736e-05,2.96801387861797e-05,3.2126304907466e-05,3.32259586929108e-05,3.39832289827492e-05,1.77602611513413e-05,2.42106695748401e-05,2.53916418361724e-05,3.666657300987e-05,2.82611730646586e-05,3.77837336818601e-05,4.60485688192328e-05,5.57657282235418e-05,5.47653575942541e-05,4.95158297696765e-05,2.35046595932974e-05,2.7980006894499e-05,2.44074602081124e-05,3.91581308607979e-05,3.61423970804884e-05
r_0658,0.00122623821002788,0.00124188804738996,0.00106091081796143,0.00104012071944188,0.00153010835350521,0.00332023400222069,0.0032835547202706,0.00314609925048963,0.00238564684189931,0.000763736604443693,0.000993054095249064,0.00179467191625258,0.00194485025222713,0.00283904864270882,0.00483009757485951,0.00288607859763632,0.00222423409575755,0.00246702809115989,0.00178135410512862,0.0014005142862057,0.0040047672574979,0.00232883905892301,0.00165739347810344,0.00170562989373665,0.00238185759977102
r_0663,-2.99953513218389e-05,-3.45133789787473e-05,-3.72750019531856e-05,-3.5575304673667e-05,-3.73085587778566e-05,-3.02343442661108e-05,-3.46076110533671e-05,-3.54863788043861e-05,-3.46043457177894e-05,-3.12744155175536e-05,-2.35894673117569e-05,-2.91587710926675e-05,-2.89821099585412e-05,-3.76992192248823e-05,-2.70154556188583e-05,-2.82186746189013e-05,-3.53735018438745e-05,-4.54969206060106e-05,-4.49179430230959e-05,-4.38093163359811e-05,-2.93551043061087e-05,-3.2424938200728e-05,-2.5092158738364e-05,-3.85050361582058e-05,-3.33602504839774e-05
