"","data.gene.id.full","data.gene.id"
"1271","ENSG00000163354.14","ENSG00000163354"
"1272","ENSG00000163357.10","ENSG00000163357"
"1273","ENSG00000143537.13","ENSG00000143537"
"1274","ENSG00000243364.7","ENSG00000243364"
"1275","ENSG00000143590.13","ENSG00000143590"
"1276","ENSG00000169242.11","ENSG00000169242"
"1277","ENSG00000169241.17","ENSG00000169241"
"1278","ENSG00000179085.7","ENSG00000179085"
"1279","ENSG00000163463.11","ENSG00000163463"
"1280","ENSG00000163462.17","ENSG00000163462"
"1281","ENSG00000185499.16","ENSG00000185499"
"1282","ENSG00000169231.13","ENSG00000169231"
"1283","ENSG00000173171.14","ENSG00000173171"
"1284","ENSG00000177628.15","ENSG00000177628"
"1285","ENSG00000160767.20","ENSG00000160767"
"1286","ENSG00000116521.10","ENSG00000116521"
"1287","ENSG00000176444.18","ENSG00000176444"
"1288","ENSG00000143630.9","ENSG00000143630"
"1289","ENSG00000143627.17","ENSG00000143627"
"1290","ENSG00000160752.14","ENSG00000160752"
"1291","ENSG00000160753.15","ENSG00000160753"
"1292","ENSG00000116539.12","ENSG00000116539"
"1293","ENSG00000125459.14","ENSG00000125459"
"1294","ENSG00000163374.19","ENSG00000163374"
"1295","ENSG00000132676.15","ENSG00000132676"
"1296","ENSG00000116580.18","ENSG00000116580"
"1297","ENSG00000132718.8","ENSG00000132718"
"1298","ENSG00000143622.10","ENSG00000143622"
"1299","ENSG00000132680.10","ENSG00000132680"
"1300","ENSG00000173080.5","ENSG00000173080"
"1301","ENSG00000116584.17","ENSG00000116584"
"1302","ENSG00000163479.13","ENSG00000163479"
"1303","ENSG00000160803.7","ENSG00000160803"
"1304","ENSG00000116586.11","ENSG00000116586"
"1305","ENSG00000132698.14","ENSG00000132698"
"1306","ENSG00000254726.2","ENSG00000254726"
"1307","ENSG00000160789.19","ENSG00000160789"
"1308","ENSG00000196189.12","ENSG00000196189"
"1309","ENSG00000160785.13","ENSG00000160785"
"1310","ENSG00000160783.19","ENSG00000160783"
"1311","ENSG00000242252.1","ENSG00000242252"
"1312","ENSG00000160781.15","ENSG00000160781"
"1313","ENSG00000198952.8","ENSG00000198952"
"1314","ENSG00000163472.18","ENSG00000163472"
"1315","ENSG00000198715.11","ENSG00000198715"
"1316","ENSG00000189030.9","ENSG00000189030"
"1317","ENSG00000163468.14","ENSG00000163468"
"1318","ENSG00000163467.11","ENSG00000163467"
"1319","ENSG00000132677.12","ENSG00000132677"
"1320","ENSG00000125462.16","ENSG00000125462"
"1321","ENSG00000116604.17","ENSG00000116604"
"1322","ENSG00000183856.10","ENSG00000183856"
"1323","ENSG00000187862.11","ENSG00000187862"
"1324","ENSG00000163382.11","ENSG00000163382"
"1325","ENSG00000160818.16","ENSG00000160818"
"1326","ENSG00000132702.12","ENSG00000132702"
"1327","ENSG00000132692.18","ENSG00000132692"
"1328","ENSG00000132688.10","ENSG00000132688"
"1329","ENSG00000143320.8","ENSG00000143320"
"1330","ENSG00000143319.16","ENSG00000143319"
"1331","ENSG00000143303.11","ENSG00000143303"
"1332","ENSG00000143314.12","ENSG00000143314"
"1333","ENSG00000143321.18","ENSG00000143321"
"1334","ENSG00000143294.14","ENSG00000143294"
"1335","ENSG00000027869.11","ENSG00000027869"
"1336","ENSG00000198400.11","ENSG00000198400"
"1337","ENSG00000027644.4","ENSG00000027644"
"1338","ENSG00000187800.13","ENSG00000187800"
"1339","ENSG00000160838.13","ENSG00000160838"
"1340","ENSG00000132694.18","ENSG00000132694"
"1341","ENSG00000253831.1","ENSG00000253831"
"1342","ENSG00000117036.11","ENSG00000117036"
"1343","ENSG00000143297.18","ENSG00000143297"
"1344","ENSG00000163518.10","ENSG00000163518"
"1345","ENSG00000160856.20","ENSG00000160856"
"1346","ENSG00000132704.15","ENSG00000132704"
"1347","ENSG00000163534.14","ENSG00000163534"
"1348","ENSG00000073754.5","ENSG00000073754"
"1349","ENSG00000183853.17","ENSG00000183853"
"1350","ENSG00000158473.6","ENSG00000158473"
"1351","ENSG00000158477.6","ENSG00000158477"
"1352","ENSG00000158481.12","ENSG00000158481"
"1353","ENSG00000158485.10","ENSG00000158485"
"1354","ENSG00000158488.15","ENSG00000158488"
"1355","ENSG00000186306.1","ENSG00000186306"
"1356","ENSG00000180708.4","ENSG00000180708"
"1357","ENSG00000173285.3","ENSG00000173285"
"1358","ENSG00000198965.3","ENSG00000198965"
"1359","ENSG00000197532.1","ENSG00000197532"
"1360","ENSG00000186440.1","ENSG00000186440"
"1361","ENSG00000198967.3","ENSG00000198967"
"1362","ENSG00000163554.12","ENSG00000163554"
"1363","ENSG00000196171.3","ENSG00000196171"
"1364","ENSG00000203757.1","ENSG00000203757"
"1365","ENSG00000180433.4","ENSG00000180433"
"1366","ENSG00000197403.3","ENSG00000197403"
"1367","ENSG00000188340.1","ENSG00000188340"
"1368","ENSG00000163563.7","ENSG00000163563"
"1369","ENSG00000163564.14","ENSG00000163564"
"1370","ENSG00000163565.18","ENSG00000163565"
"1371","ENSG00000163568.14","ENSG00000163568"
"1372","ENSG00000162706.12","ENSG00000162706"
"1373","ENSG00000213088.9","ENSG00000213088"
"1374","ENSG00000179639.10","ENSG00000179639"
"1375","ENSG00000196266.4","ENSG00000196266"
"1376","ENSG00000196184.8","ENSG00000196184"
"1377","ENSG00000184155.8","ENSG00000184155"
"1378","ENSG00000132703.3","ENSG00000132703"
"1379","ENSG00000132693.12","ENSG00000132693"
"1380","ENSG00000158716.8","ENSG00000158716"
"1381","ENSG00000181036.13","ENSG00000181036"
"1382","ENSG00000158714.10","ENSG00000158714"
"1383","ENSG00000188004.9","ENSG00000188004"
"1384","ENSG00000243284.1","ENSG00000243284"
"1385","ENSG00000213085.9","ENSG00000213085"
"1386","ENSG00000158710.14","ENSG00000158710"
"1387","ENSG00000085552.16","ENSG00000085552"
"1388","ENSG00000162723.9","ENSG00000162723"
"1389","ENSG00000177807.8","ENSG00000177807"
"1390","ENSG00000143315.6","ENSG00000143315"
"1391","ENSG00000162728.4","ENSG00000162728"
"1392","ENSG00000162729.13","ENSG00000162729"
"1393","ENSG00000018625.14","ENSG00000018625"
"1394","ENSG00000132681.16","ENSG00000132681"
"1395","ENSG00000143318.12","ENSG00000143318"
"1396","ENSG00000162734.12","ENSG00000162734"
"1397","ENSG00000132716.18","ENSG00000132716"
"1398","ENSG00000162735.18","ENSG00000162735"
"1399","ENSG00000122218.14","ENSG00000122218"
"1400","ENSG00000162736.15","ENSG00000162736"
"1401","ENSG00000171786.5","ENSG00000171786"
"1402","ENSG00000162738.5","ENSG00000162738"
"1403","ENSG00000162739.13","ENSG00000162739"
"1404","ENSG00000066294.14","ENSG00000066294"
"1405","ENSG00000117090.14","ENSG00000117090"
"1406","ENSG00000117091.9","ENSG00000117091"
"1407","ENSG00000026751.16","ENSG00000026751"
"1408","ENSG00000122224.17","ENSG00000122224"
"1409","ENSG00000122223.12","ENSG00000122223"
"1410","ENSG00000179914.4","ENSG00000179914"
"1411","ENSG00000158764.6","ENSG00000158764"
"1412","ENSG00000158769.17","ENSG00000158769"
"1413","ENSG00000215845.10","ENSG00000215845"
"1414","ENSG00000158773.14","ENSG00000158773"
"1415","ENSG00000186517.13","ENSG00000186517"
"1416","ENSG00000143217.8","ENSG00000143217"
"1417","ENSG00000162755.13","ENSG00000162755"
"1418","ENSG00000143256.4","ENSG00000143256"
"1419","ENSG00000158793.13","ENSG00000158793"
"1420","ENSG00000158796.16","ENSG00000158796"
"1421","ENSG00000143222.11","ENSG00000143222"
"1422","ENSG00000143258.15","ENSG00000143258"
"1423","ENSG00000143224.17","ENSG00000143224"
"1424","ENSG00000158850.14","ENSG00000158850"
"1425","ENSG00000158859.9","ENSG00000158859"
"1426","ENSG00000158864.12","ENSG00000158864"
"1427","ENSG00000158869.10","ENSG00000158869"
"1428","ENSG00000158874.11","ENSG00000158874"
"1429","ENSG00000158882.14","ENSG00000158882"
"1430","ENSG00000143257.11","ENSG00000143257"
"1431","ENSG00000248485.1","ENSG00000248485"
"1432","ENSG00000158887.15","ENSG00000158887"
"1433","ENSG00000143252.14","ENSG00000143252"
"1434","ENSG00000143226.13","ENSG00000143226"
"1435","ENSG00000173110.7","ENSG00000173110"
"1436","ENSG00000203747.10","ENSG00000203747"
"1437","ENSG00000162747.9","ENSG00000162747"
"1438","ENSG00000072694.20","ENSG00000072694"
"1439","ENSG00000132185.16","ENSG00000132185"
"1440","ENSG00000162746.14","ENSG00000162746"
"1441","ENSG00000081721.11","ENSG00000081721"
"1442","ENSG00000118217.5","ENSG00000118217"
"1443","ENSG00000162745.10","ENSG00000162745"
"1444","ENSG00000198929.12","ENSG00000198929"
"1445","ENSG00000171722.12","ENSG00000171722"
"1446","ENSG00000239887.4","ENSG00000239887"
"1447","ENSG00000198574.5","ENSG00000198574"
"1448","ENSG00000152332.15","ENSG00000152332"
"1449","ENSG00000117143.13","ENSG00000117143"
"1450","ENSG00000162733.16","ENSG00000162733"
"1451","ENSG00000132196.13","ENSG00000132196"
"1452","ENSG00000185860.13","ENSG00000185860"
"1453","ENSG00000117152.13","ENSG00000117152"
"1454","ENSG00000143248.12","ENSG00000143248"
"1455","ENSG00000143228.12","ENSG00000143228"
"1456","ENSG00000185630.18","ENSG00000185630"
"1457","ENSG00000162761.14","ENSG00000162761"
"1458","ENSG00000143171.12","ENSG00000143171"
"1459","ENSG00000162763.3","ENSG00000162763"
"1460","ENSG00000143198.12","ENSG00000143198"
"1461","ENSG00000143149.12","ENSG00000143149"
"1462","ENSG00000143183.16","ENSG00000143183"
"1463","ENSG00000143179.14","ENSG00000143179"
"1464","ENSG00000188859.6","ENSG00000188859"
"1465","ENSG00000143157.11","ENSG00000143157"
"1466","ENSG00000152382.5","ENSG00000152382"
"1467","ENSG00000143195.12","ENSG00000143195"
"1468","ENSG00000143194.12","ENSG00000143194"
"1469","ENSG00000143167.11","ENSG00000143167"
"1470","ENSG00000198842.9","ENSG00000198842"
"1471","ENSG00000143190.21","ENSG00000143190"
"1472","ENSG00000198821.10","ENSG00000198821"
"1473","ENSG00000143162.7","ENSG00000143162"
"1474","ENSG00000198771.10","ENSG00000198771"
"1475","ENSG00000197965.11","ENSG00000197965"
"1476","ENSG00000143199.17","ENSG00000143199"
"1477","ENSG00000143158.10","ENSG00000143158"
"1478","ENSG00000143164.15","ENSG00000143164"
"1479","ENSG00000143147.14","ENSG00000143147"
"1480","ENSG00000143155.12","ENSG00000143155"
"1481","ENSG00000213064.9","ENSG00000213064"
"1482","ENSG00000143178.12","ENSG00000143178"
"1483","ENSG00000143185.3","ENSG00000143185"
"1484","ENSG00000143184.4","ENSG00000143184"
"1485","ENSG00000143196.4","ENSG00000143196"
"1486","ENSG00000143153.12","ENSG00000143153"
"1487","ENSG00000143156.13","ENSG00000143156"
"1488","ENSG00000117475.13","ENSG00000117475"
"1489","ENSG00000117477.12","ENSG00000117477"
"1490","ENSG00000117479.12","ENSG00000117479"
"1491","ENSG00000198734.10","ENSG00000198734"
"1492","ENSG00000174175.16","ENSG00000174175"
"1493","ENSG00000000460.16","ENSG00000000460"
"1494","ENSG00000188404.8","ENSG00000188404"
"1495","ENSG00000007908.15","ENSG00000007908"
"1496","ENSG00000171806.11","ENSG00000171806"
"1497","ENSG00000000457.13","ENSG00000000457"
"1498","ENSG00000075945.12","ENSG00000075945"
"1499","ENSG00000203740.3","ENSG00000203740"
"1500","ENSG00000120370.12","ENSG00000120370"
"1501","ENSG00000116132.11","ENSG00000116132"
"1502","ENSG00000117501.14","ENSG00000117501"
"1503","ENSG00000007933.12","ENSG00000007933"
"1504","ENSG00000094963.13","ENSG00000094963"
"1505","ENSG00000010932.16","ENSG00000010932"
"1506","ENSG00000076258.9","ENSG00000076258"
"1507","ENSG00000117523.15","ENSG00000117523"
"1508","ENSG00000283683.1","ENSG00000283683"
"1509","ENSG00000034971.16","ENSG00000034971"
"1510","ENSG00000117533.14","ENSG00000117533"
"1511","ENSG00000010165.19","ENSG00000010165"
"1512","ENSG00000197959.13","ENSG00000197959"
"1513","ENSG00000135845.9","ENSG00000135845"
"1514","ENSG00000180999.10","ENSG00000180999"
"1515","ENSG00000094975.13","ENSG00000094975"
"1516","ENSG00000117560.7","ENSG00000117560"
"1517","ENSG00000120337.8","ENSG00000120337"
"1518","ENSG00000117586.10","ENSG00000117586"
"1519","ENSG00000117592.8","ENSG00000117592"
"1520","ENSG00000162753.11","ENSG00000162753"
"1521","ENSG00000183831.6","ENSG00000183831"
"1522","ENSG00000232113.2","ENSG00000232113"
"1523","ENSG00000076321.10","ENSG00000076321"
"1524","ENSG00000120334.15","ENSG00000120334"
"1525","ENSG00000117593.9","ENSG00000117593"
"1526","ENSG00000185278.15","ENSG00000185278"
"1527","ENSG00000117601.13","ENSG00000117601"
"1528","ENSG00000135870.11","ENSG00000135870"
"1529","ENSG00000152061.23","ENSG00000152061"
"1530","ENSG00000203737.3","ENSG00000203737"
"1531","ENSG00000116161.17","ENSG00000116161"
"1532","ENSG00000120333.4","ENSG00000120333"
"1533","ENSG00000120332.15","ENSG00000120332"
"1534","ENSG00000235750.9","ENSG00000235750"
"1535","ENSG00000116147.16","ENSG00000116147"
"1536","ENSG00000143207.19","ENSG00000143207"
"1537","ENSG00000116183.10","ENSG00000116183"
"1538","ENSG00000152092.15","ENSG00000152092"
"1539","ENSG00000198797.6","ENSG00000198797"
"1540","ENSG00000120341.18","ENSG00000120341"
"1541","ENSG00000075391.16","ENSG00000075391"
"1542","ENSG00000188585.7","ENSG00000188585"
"1543","ENSG00000240021.9","ENSG00000240021"
"1544","ENSG00000116191.17","ENSG00000116191"
"1545","ENSG00000116194.12","ENSG00000116194"
"1546","ENSG00000116199.11","ENSG00000116199"
"1547","ENSG00000186283.13","ENSG00000186283"
"1548","ENSG00000143322.19","ENSG00000143322"
"1549","ENSG00000057252.12","ENSG00000057252"
"1550","ENSG00000162779.21","ENSG00000162779"
"1551","ENSG00000116218.12","ENSG00000116218"
"1552","ENSG00000162782.15","ENSG00000162782"
"1553","ENSG00000143340.6","ENSG00000143340"
"1554","ENSG00000169905.12","ENSG00000169905"
"1555","ENSG00000143337.18","ENSG00000143337"
"1556","ENSG00000135837.15","ENSG00000135837"
"1557","ENSG00000116260.16","ENSG00000116260"
"1558","ENSG00000121454.5","ENSG00000121454"
"1559","ENSG00000230124.6","ENSG00000230124"
"1560","ENSG00000143324.13","ENSG00000143324"
"1561","ENSG00000135835.11","ENSG00000135835"
"1562","ENSG00000135823.13","ENSG00000135823"
"1563","ENSG00000153029.14","ENSG00000153029"
"1564","ENSG00000162783.10","ENSG00000162783"
"1565","ENSG00000198216.10","ENSG00000198216"
"1566","ENSG00000179930.5","ENSG00000179930"
"1567","ENSG00000135821.17","ENSG00000135821"
"1568","ENSG00000203730.2","ENSG00000203730"
"1569","ENSG00000121446.18","ENSG00000121446"
"1570","ENSG00000135828.11","ENSG00000135828"
"1571","ENSG00000143333.6","ENSG00000143333"
"1572","ENSG00000135824.12","ENSG00000135824"
"1573","ENSG00000135838.13","ENSG00000135838"
"1574","ENSG00000135829.16","ENSG00000135829"
"1575","ENSG00000157060.15","ENSG00000157060"
"1576","ENSG00000135862.5","ENSG00000135862"
"1577","ENSG00000058085.14","ENSG00000058085"
"1578","ENSG00000157064.10","ENSG00000157064"
"1579","ENSG00000116698.21","ENSG00000116698"
"1580","ENSG00000116701.14","ENSG00000116701"
"1581","ENSG00000162704.15","ENSG00000162704"
"1582","ENSG00000143344.15","ENSG00000143344"
"1583","ENSG00000173627.7","ENSG00000173627"
"1584","ENSG00000198756.10","ENSG00000198756"
"1585","ENSG00000198860.11","ENSG00000198860"
"1586","ENSG00000116667.12","ENSG00000116667"
"1587","ENSG00000116406.18","ENSG00000116406"
"1588","ENSG00000135842.16","ENSG00000135842"
"1589","ENSG00000121481.10","ENSG00000121481"
"1590","ENSG00000121486.11","ENSG00000121486"
"1591","ENSG00000116668.12","ENSG00000116668"
"1592","ENSG00000116679.15","ENSG00000116679"
"1593","ENSG00000143341.11","ENSG00000143341"
"1594","ENSG00000116690.12","ENSG00000116690"
"1595","ENSG00000047410.13","ENSG00000047410"
"1596","ENSG00000157181.15","ENSG00000157181"
"1597","ENSG00000262180.1","ENSG00000262180"
"1598","ENSG00000116703.13","ENSG00000116703"
"1599","ENSG00000073756.11","ENSG00000073756"
"1600","ENSG00000116711.9","ENSG00000116711"
"1601","ENSG00000162670.10","ENSG00000162670"
"1602","ENSG00000150681.9","ENSG00000150681"
"1603","ENSG00000253148.1","ENSG00000253148"
"1604","ENSG00000090104.11","ENSG00000090104"
"1605","ENSG00000127074.14","ENSG00000127074"
"1606","ENSG00000116741.7","ENSG00000116741"
"1607","ENSG00000116750.13","ENSG00000116750"
"1608","ENSG00000116747.12","ENSG00000116747"
"1609","ENSG00000023572.8","ENSG00000023572"
"1610","ENSG00000134371.10","ENSG00000134371"
"1611","ENSG00000162630.5","ENSG00000162630"
"1612","ENSG00000162687.16","ENSG00000162687"
"1613","ENSG00000000971.15","ENSG00000000971"
"1614","ENSG00000116785.13","ENSG00000116785"
"1615","ENSG00000244414.6","ENSG00000244414"
"1616","ENSG00000134365.12","ENSG00000134365"
"1617","ENSG00000080910.11","ENSG00000080910"
"1618","ENSG00000134389.9","ENSG00000134389"
"1619","ENSG00000143278.3","ENSG00000143278"
"1620","ENSG00000066279.17","ENSG00000066279"
"1621","ENSG00000177888.7","ENSG00000177888"
"1622","ENSG00000134376.15","ENSG00000134376"
"1623","ENSG00000213047.12","ENSG00000213047"
"1624","ENSG00000203724.10","ENSG00000203724"
"1625","ENSG00000143355.15","ENSG00000143355"
"1626","ENSG00000151414.14","ENSG00000151414"
"1627","ENSG00000151418.11","ENSG00000151418"
"1628","ENSG00000081237.18","ENSG00000081237"
"1629","ENSG00000116833.13","ENSG00000116833"
"1630","ENSG00000162702.7","ENSG00000162702"
"1631","ENSG00000118193.11","ENSG00000118193"
"1632","ENSG00000118197.13","ENSG00000118197"
"1633","ENSG00000118200.14","ENSG00000118200"
"1634","ENSG00000170128.4","ENSG00000170128"
"1635","ENSG00000163362.10","ENSG00000163362"
"1636","ENSG00000116852.14","ENSG00000116852"
"1637","ENSG00000081248.10","ENSG00000081248"
"1638","ENSG00000232237.3","ENSG00000232237"
"1639","ENSG00000116857.16","ENSG00000116857"
"1640","ENSG00000163395.16","ENSG00000163395"
"1641","ENSG00000081277.12","ENSG00000081277"
"1642","ENSG00000118194.18","ENSG00000118194"
"1643","ENSG00000159166.13","ENSG00000159166"
"1644","ENSG00000159173.18","ENSG00000159173"
"1645","ENSG00000174307.6","ENSG00000174307"
"1646","ENSG00000159176.13","ENSG00000159176"
"1647","ENSG00000134369.15","ENSG00000134369"
"1648","ENSG00000198700.9","ENSG00000198700"
"1649","ENSG00000198892.6","ENSG00000198892"
"1650","ENSG00000163431.12","ENSG00000163431"
"1651","ENSG00000134375.10","ENSG00000134375"
"1652","ENSG00000176393.10","ENSG00000176393"
"1653","ENSG00000163435.15","ENSG00000163435"
"1654","ENSG00000170075.8","ENSG00000170075"
"1655","ENSG00000143862.7","ENSG00000143862"
"1656","ENSG00000143851.15","ENSG00000143851"
"1657","ENSG00000133067.17","ENSG00000133067"
"1658","ENSG00000077152.9","ENSG00000077152"
"1659","ENSG00000077157.21","ENSG00000077157"
"1660","ENSG00000143858.11","ENSG00000143858"
"1661","ENSG00000117139.16","ENSG00000117139"
"1662","ENSG00000183155.4","ENSG00000183155"
"1663","ENSG00000117153.15","ENSG00000117153"
"1664","ENSG00000159346.12","ENSG00000159346"
"1665","ENSG00000159348.12","ENSG00000159348"
"1666","ENSG00000163444.11","ENSG00000163444"
"1667","ENSG00000143847.15","ENSG00000143847"
"1668","ENSG00000122180.4","ENSG00000122180"
"1669","ENSG00000163485.16","ENSG00000163485"
"1670","ENSG00000133055.8","ENSG00000133055"
"1671","ENSG00000133048.12","ENSG00000133048"
"1672","ENSG00000133063.15","ENSG00000133063"
"1673","ENSG00000159388.5","ENSG00000159388"
"1674","ENSG00000122176.10","ENSG00000122176"
"1675","ENSG00000188783.5","ENSG00000188783"
"1676","ENSG00000188770.9","ENSG00000188770"
"1677","ENSG00000058668.14","ENSG00000058668"
"1678","ENSG00000122188.12","ENSG00000122188"
"1679","ENSG00000058673.16","ENSG00000058673"
"1680","ENSG00000257315.2","ENSG00000257315"
"1681","ENSG00000182004.12","ENSG00000182004"
"1682","ENSG00000143842.14","ENSG00000143842"
"1683","ENSG00000143845.14","ENSG00000143845"
"1684","ENSG00000143839.14","ENSG00000143839"
"1685","ENSG00000170498.8","ENSG00000170498"
"1686","ENSG00000174567.7","ENSG00000174567"
"1687","ENSG00000143850.13","ENSG00000143850"
"1688","ENSG00000158615.8","ENSG00000158615"
"1689","ENSG00000133056.13","ENSG00000133056"
"1690","ENSG00000198625.12","ENSG00000198625"
"1691","ENSG00000170382.11","ENSG00000170382"
"1692","ENSG00000163531.15","ENSG00000163531"
"1693","ENSG00000184144.11","ENSG00000184144"
"1694","ENSG00000174529.7","ENSG00000174529"
"1695","ENSG00000117222.13","ENSG00000117222"
"1696","ENSG00000133059.16","ENSG00000133059"
"1697","ENSG00000133069.15","ENSG00000133069"
"1698","ENSG00000163545.8","ENSG00000163545"
"1699","ENSG00000162873.14","ENSG00000162873"
"1700","ENSG00000186007.9","ENSG00000186007"
"1701","ENSG00000117266.15","ENSG00000117266"
"1702","ENSG00000174514.12","ENSG00000174514"
"1703","ENSG00000158711.13","ENSG00000158711"
"1704","ENSG00000158715.5","ENSG00000158715"
"1705","ENSG00000069275.12","ENSG00000069275"
"1706","ENSG00000117280.12","ENSG00000117280"
"1707","ENSG00000133065.10","ENSG00000133065"
"1708","ENSG00000162877.12","ENSG00000162877"
"1709","ENSG00000174502.18","ENSG00000174502"
"1710","ENSG00000276600.4","ENSG00000276600"
"1711","ENSG00000196188.10","ENSG00000196188"
"1712","ENSG00000263961.6","ENSG00000263961"
"1713","ENSG00000198049.6","ENSG00000198049"
"1714","ENSG00000196550.10","ENSG00000196550"
"1715","ENSG00000266028.7","ENSG00000266028"
"1716","ENSG00000263528.7","ENSG00000263528"
"1717","ENSG00000266094.7","ENSG00000266094"
"1718","ENSG00000143486.15","ENSG00000143486"
"1719","ENSG00000143479.15","ENSG00000143479"
"1720","ENSG00000162889.10","ENSG00000162889"
"1721","ENSG00000136634.5","ENSG00000136634"
"1722","ENSG00000142224.15","ENSG00000142224"
"1723","ENSG00000162891.10","ENSG00000162891"
"1724","ENSG00000162892.15","ENSG00000162892"
"1725","ENSG00000162894.11","ENSG00000162894"
"1726","ENSG00000162896.5","ENSG00000162896"
"1727","ENSG00000162897.14","ENSG00000162897"
"1728","ENSG00000182795.12","ENSG00000182795"
"1729","ENSG00000123836.14","ENSG00000123836"
"1730","ENSG00000180667.10","ENSG00000180667"
"1731","ENSG00000123843.12","ENSG00000123843"
"1732","ENSG00000123838.10","ENSG00000123838"
"1733","ENSG00000196352.14","ENSG00000196352"
"1734","ENSG00000117322.17","ENSG00000117322"
"1735","ENSG00000203710.10","ENSG00000203710"
"1736","ENSG00000197721.16","ENSG00000197721"
"1737","ENSG00000117335.19","ENSG00000117335"
"1738","ENSG00000174059.16","ENSG00000174059"
"1739","ENSG00000076356.6","ENSG00000076356"
"1740","ENSG00000008118.9","ENSG00000008118"
"1741","ENSG00000196878.14","ENSG00000196878"
"1742","ENSG00000123689.5","ENSG00000123689"
"1743","ENSG00000117594.9","ENSG00000117594"
"1744","ENSG00000009790.14","ENSG00000009790"
"1745","ENSG00000162757.4","ENSG00000162757"
"1746","ENSG00000117595.10","ENSG00000117595"
"1747","ENSG00000117597.17","ENSG00000117597"
"1748","ENSG00000143469.18","ENSG00000143469"
"1749","ENSG00000082497.11","ENSG00000082497"
"1750","ENSG00000054392.12","ENSG00000054392"
"1751","ENSG00000143473.12","ENSG00000143473"
"1752","ENSG00000117625.13","ENSG00000117625"
"1753","ENSG00000082512.14","ENSG00000082512"
"1754","ENSG00000198570.5","ENSG00000198570"
"1755","ENSG00000170385.9","ENSG00000170385"
"1756","ENSG00000117650.12","ENSG00000117650"
"1757","ENSG00000123684.12","ENSG00000123684"
"1758","ENSG00000143493.12","ENSG00000143493"
"1759","ENSG00000143476.17","ENSG00000143476"
"1760","ENSG00000066027.11","ENSG00000066027"
"1761","ENSG00000065600.12","ENSG00000065600"
"1762","ENSG00000117691.9","ENSG00000117691"
"1763","ENSG00000162772.16","ENSG00000162772"
"1764","ENSG00000162771.7","ENSG00000162771"
"1765","ENSG00000123685.8","ENSG00000123685"
"1766","ENSG00000117697.14","ENSG00000117697"
"1767","ENSG00000203705.10","ENSG00000203705"
"1768","ENSG00000185523.6","ENSG00000185523"
"1769","ENSG00000162769.12","ENSG00000162769"
"1770","ENSG00000143494.15","ENSG00000143494"
"1771","ENSG00000174606.13","ENSG00000174606"
"1772","ENSG00000136643.11","ENSG00000136643"
"1773","ENSG00000117707.15","ENSG00000117707"
"1774","ENSG00000143499.13","ENSG00000143499"
"1775","ENSG00000152104.11","ENSG00000152104"
"1776","ENSG00000117724.12","ENSG00000117724"
"1777","ENSG00000082482.13","ENSG00000082482"
"1778","ENSG00000136636.12","ENSG00000136636"
"1779","ENSG00000042781.12","ENSG00000042781"
"1780","ENSG00000196482.16","ENSG00000196482"
"1781","ENSG00000092978.10","ENSG00000092978"
"1782","ENSG00000162814.10","ENSG00000162814"
"1783","ENSG00000067533.5","ENSG00000067533"
"1784","ENSG00000092969.11","ENSG00000092969"
"1785","ENSG00000143353.11","ENSG00000143353"
"1786","ENSG00000215817.5","ENSG00000215817"
"1787","ENSG00000196660.10","ENSG00000196660"
"1788","ENSG00000136628.17","ENSG00000136628"
"1789","ENSG00000162813.17","ENSG00000162813"
"1790","ENSG00000067704.9","ENSG00000067704"
"1791","ENSG00000118873.15","ENSG00000118873"
"1792","ENSG00000116141.15","ENSG00000116141"
"1793","ENSG00000162817.6","ENSG00000162817"
"1794","ENSG00000117791.15","ENSG00000117791"
"1795","ENSG00000186205.12","ENSG00000186205"
"1796","ENSG00000136630.12","ENSG00000136630"
"1797","ENSG00000143507.17","ENSG00000143507"
"1798","ENSG00000143512.12","ENSG00000143512"
"1799","ENSG00000143498.17","ENSG00000143498"
"1800","ENSG00000154305.16","ENSG00000154305"
"1801","ENSG00000186063.12","ENSG00000186063"
"1802","ENSG00000162819.11","ENSG00000162819"
"1803","ENSG00000197520.10","ENSG00000197520"
"1804","ENSG00000154309.8","ENSG00000154309"
"1805","ENSG00000187554.11","ENSG00000187554"
"1806","ENSG00000143502.14","ENSG00000143502"
"1807","ENSG00000178395.6","ENSG00000178395"
"1808","ENSG00000203697.11","ENSG00000203697"
"1809","ENSG00000162909.17","ENSG00000162909"
"1810","ENSG00000143514.16","ENSG00000143514"
"1811","ENSG00000143756.11","ENSG00000143756"
"1812","ENSG00000143753.12","ENSG00000143753"
"1813","ENSG00000143748.17","ENSG00000143748"
"1814","ENSG00000143771.11","ENSG00000143771"
"1815","ENSG00000162923.14","ENSG00000162923"
"1816","ENSG00000143786.7","ENSG00000143786"
"1817","ENSG00000185842.15","ENSG00000185842"
"1818","ENSG00000143815.14","ENSG00000143815"
"1819","ENSG00000154380.17","ENSG00000154380"
"1820","ENSG00000143742.12","ENSG00000143742"
"1821","ENSG00000143819.12","ENSG00000143819"
"1822","ENSG00000196187.11","ENSG00000196187"
"1823","ENSG00000243709.1","ENSG00000243709"
"1824","ENSG00000143811.18","ENSG00000143811"
"1825","ENSG00000143768.12","ENSG00000143768"
"1826","ENSG00000143751.9","ENSG00000143751"
"1827","ENSG00000163041.9","ENSG00000163041"
"1828","ENSG00000182827.8","ENSG00000182827"
"1829","ENSG00000185155.11","ENSG00000185155"
