"","data.gene.id.full","data.gene.id"
"1","ENSG00000186092.4","ENSG00000186092"
"2","ENSG00000278566.1","ENSG00000278566"
"3","ENSG00000273547.1","ENSG00000273547"
"4","ENSG00000187634.11","ENSG00000187634"
"5","ENSG00000188976.10","ENSG00000188976"
"6","ENSG00000187961.13","ENSG00000187961"
"7","ENSG00000187583.10","ENSG00000187583"
"8","ENSG00000187642.9","ENSG00000187642"
"9","ENSG00000188290.10","ENSG00000188290"
"10","ENSG00000187608.8","ENSG00000187608"
"11","ENSG00000188157.14","ENSG00000188157"
"12","ENSG00000237330.2","ENSG00000237330"
"13","ENSG00000131591.17","ENSG00000131591"
"14","ENSG00000162571.13","ENSG00000162571"
"15","ENSG00000186891.13","ENSG00000186891"
"16","ENSG00000186827.10","ENSG00000186827"
"17","ENSG00000078808.16","ENSG00000078808"
"18","ENSG00000176022.4","ENSG00000176022"
"19","ENSG00000184163.3","ENSG00000184163"
"20","ENSG00000160087.20","ENSG00000160087"
"21","ENSG00000162572.20","ENSG00000162572"
"22","ENSG00000131584.18","ENSG00000131584"
"23","ENSG00000169972.11","ENSG00000169972"
"24","ENSG00000127054.20","ENSG00000127054"
"25","ENSG00000224051.6","ENSG00000224051"
"26","ENSG00000169962.4","ENSG00000169962"
"27","ENSG00000107404.19","ENSG00000107404"
"28","ENSG00000162576.16","ENSG00000162576"
"29","ENSG00000175756.13","ENSG00000175756"
"30","ENSG00000221978.11","ENSG00000221978"
"31","ENSG00000242485.5","ENSG00000242485"
"32","ENSG00000235098.8","ENSG00000235098"
"33","ENSG00000205116.3","ENSG00000205116"
"34","ENSG00000179403.11","ENSG00000179403"
"35","ENSG00000215915.9","ENSG00000215915"
"36","ENSG00000160072.19","ENSG00000160072"
"37","ENSG00000197785.13","ENSG00000197785"
"38","ENSG00000205090.8","ENSG00000205090"
"39","ENSG00000160075.11","ENSG00000160075"
"40","ENSG00000228594.3","ENSG00000228594"
"41","ENSG00000197530.12","ENSG00000197530"
"42","ENSG00000189409.13","ENSG00000189409"
"43","ENSG00000248333.8","ENSG00000248333"
"44","ENSG00000189339.11","ENSG00000189339"
"45","ENSG00000008128.22","ENSG00000008128"
"46","ENSG00000215790.6","ENSG00000215790"
"47","ENSG00000008130.15","ENSG00000008130"
"48","ENSG00000078369.17","ENSG00000078369"
"49","ENSG00000169885.9","ENSG00000169885"
"50","ENSG00000178821.12","ENSG00000178821"
"51","ENSG00000142609.17","ENSG00000142609"
"52","ENSG00000187730.8","ENSG00000187730"
"53","ENSG00000067606.16","ENSG00000067606"
"54","ENSG00000162585.16","ENSG00000162585"
"55","ENSG00000157933.9","ENSG00000157933"
"56","ENSG00000116151.13","ENSG00000116151"
"57","ENSG00000157916.19","ENSG00000157916"
"58","ENSG00000157911.9","ENSG00000157911"
"59","ENSG00000149527.17","ENSG00000149527"
"60","ENSG00000157881.13","ENSG00000157881"
"61","ENSG00000197921.5","ENSG00000197921"
"62","ENSG00000157873.17","ENSG00000157873"
"63","ENSG00000157870.14","ENSG00000157870"
"64","ENSG00000142606.15","ENSG00000142606"
"65","ENSG00000215912.12","ENSG00000215912"
"66","ENSG00000169717.6","ENSG00000169717"
"67","ENSG00000142611.16","ENSG00000142611"
"68","ENSG00000130762.14","ENSG00000130762"
"69","ENSG00000162591.15","ENSG00000162591"
"70","ENSG00000158109.14","ENSG00000158109"
"71","ENSG00000116213.15","ENSG00000116213"
"72","ENSG00000078900.14","ENSG00000078900"
"73","ENSG00000162592.9","ENSG00000162592"
"74","ENSG00000235169.7","ENSG00000235169"
"75","ENSG00000130764.9","ENSG00000130764"
"76","ENSG00000116198.12","ENSG00000116198"
"77","ENSG00000169598.15","ENSG00000169598"
"78","ENSG00000198912.10","ENSG00000198912"
"79","ENSG00000196581.10","ENSG00000196581"
"80","ENSG00000131697.17","ENSG00000131697"
"81","ENSG00000069424.14","ENSG00000069424"
"82","ENSG00000116254.17","ENSG00000116254"
"83","ENSG00000116251.9","ENSG00000116251"
"84","ENSG00000158286.12","ENSG00000158286"
"85","ENSG00000116237.15","ENSG00000116237"
"86","ENSG00000173673.7","ENSG00000173673"
"87","ENSG00000158292.6","ENSG00000158292"
"88","ENSG00000097021.19","ENSG00000097021"
"89","ENSG00000069812.11","ENSG00000069812"
"90","ENSG00000187017.15","ENSG00000187017"
"91","ENSG00000215788.9","ENSG00000215788"
"92","ENSG00000171680.21","ENSG00000171680"
"93","ENSG00000162408.10","ENSG00000162408"
"94","ENSG00000173662.20","ENSG00000173662"
"95","ENSG00000204859.12","ENSG00000204859"
"96","ENSG00000162413.16","ENSG00000162413"
"97","ENSG00000116273.5","ENSG00000116273"
"98","ENSG00000041988.15","ENSG00000041988"
"99","ENSG00000007923.15","ENSG00000007923"
"100","ENSG00000171735.18","ENSG00000171735"
"101","ENSG00000049245.12","ENSG00000049245"
"102","ENSG00000049246.14","ENSG00000049246"
"103","ENSG00000049247.13","ENSG00000049247"
"104","ENSG00000049249.8","ENSG00000049249"
"105","ENSG00000116288.12","ENSG00000116288"
"106","ENSG00000116285.12","ENSG00000116285"
"107","ENSG00000162426.14","ENSG00000162426"
"108","ENSG00000142599.17","ENSG00000142599"
"109","ENSG00000074800.13","ENSG00000074800"
"110","ENSG00000131686.14","ENSG00000131686"
"111","ENSG00000197241.3","ENSG00000197241"
"112","ENSG00000142583.17","ENSG00000142583"
"113","ENSG00000180758.11","ENSG00000180758"
"114","ENSG00000049239.12","ENSG00000049239"
"115","ENSG00000171621.13","ENSG00000171621"
"116","ENSG00000171612.6","ENSG00000171612"
"117","ENSG00000188807.12","ENSG00000188807"
"118","ENSG00000171608.15","ENSG00000171608"
"119","ENSG00000171603.16","ENSG00000171603"
"120","ENSG00000178585.14","ENSG00000178585"
"121","ENSG00000162441.11","ENSG00000162441"
"122","ENSG00000173614.13","ENSG00000173614"
"123","ENSG00000162444.11","ENSG00000162444"
"124","ENSG00000130939.18","ENSG00000130939"
"125","ENSG00000054523.17","ENSG00000054523"
"126","ENSG00000142657.20","ENSG00000142657"
"127","ENSG00000175279.21","ENSG00000175279"
"128","ENSG00000241563.3","ENSG00000241563"
"129","ENSG00000160049.11","ENSG00000160049"
"130","ENSG00000142655.12","ENSG00000142655"
"131","ENSG00000130940.14","ENSG00000130940"
"132","ENSG00000175262.14","ENSG00000175262"
"133","ENSG00000120948.16","ENSG00000120948"
"134","ENSG00000009724.16","ENSG00000009724"
"135","ENSG00000116649.9","ENSG00000116649"
"136","ENSG00000171824.13","ENSG00000171824"
"137","ENSG00000198793.12","ENSG00000198793"
"138","ENSG00000171819.4","ENSG00000171819"
"139","ENSG00000120942.13","ENSG00000120942"
"140","ENSG00000204624.7","ENSG00000204624"
"141","ENSG00000116661.9","ENSG00000116661"
"142","ENSG00000132879.13","ENSG00000132879"
"143","ENSG00000116663.10","ENSG00000116663"
"144","ENSG00000116670.14","ENSG00000116670"
"145","ENSG00000162490.6","ENSG00000162490"
"146","ENSG00000177674.15","ENSG00000177674"
"147","ENSG00000215910.7","ENSG00000215910"
"148","ENSG00000177000.10","ENSG00000177000"
"149","ENSG00000011021.21","ENSG00000011021"
"150","ENSG00000175206.10","ENSG00000175206"
"151","ENSG00000120937.8","ENSG00000120937"
"152","ENSG00000116685.15","ENSG00000116685"
"153","ENSG00000083444.16","ENSG00000083444"
"154","ENSG00000116688.16","ENSG00000116688"
"155","ENSG00000116691.10","ENSG00000116691"
"156","ENSG00000120949.14","ENSG00000120949"
"157","ENSG00000028137.18","ENSG00000028137"
"158","ENSG00000048707.13","ENSG00000048707"
"159","ENSG00000162496.8","ENSG00000162496"
"160","ENSG00000204518.2","ENSG00000204518"
"161","ENSG00000188984.11","ENSG00000188984"
"162","ENSG00000157330.9","ENSG00000157330"
"163","ENSG00000116726.4","ENSG00000116726"
"164","ENSG00000116721.9","ENSG00000116721"
"165","ENSG00000239810.3","ENSG00000239810"
"166","ENSG00000179172.9","ENSG00000179172"
"167","ENSG00000120952.4","ENSG00000120952"
"168","ENSG00000243073.3","ENSG00000243073"
"169","ENSG00000187545.5","ENSG00000187545"
"170","ENSG00000204510.5","ENSG00000204510"
"171","ENSG00000232423.6","ENSG00000232423"
"172","ENSG00000274764.5","ENSG00000274764"
"173","ENSG00000277058.2","ENSG00000277058"
"174","ENSG00000229571.7","ENSG00000229571"
"175","ENSG00000275774.2","ENSG00000275774"
"176","ENSG00000280267.4","ENSG00000280267"
"177","ENSG00000179412.10","ENSG00000179412"
"178","ENSG00000204505.4","ENSG00000204505"
"179","ENSG00000279169.2","ENSG00000279169"
"180","ENSG00000279804.2","ENSG00000279804"
"181","ENSG00000270601.4","ENSG00000270601"
"182","ENSG00000182330.10","ENSG00000182330"
"183","ENSG00000237700.2","ENSG00000237700"
"184","ENSG00000204501.7","ENSG00000204501"
"185","ENSG00000204481.7","ENSG00000204481"
"186","ENSG00000204480.7","ENSG00000204480"
"187","ENSG00000204479.4","ENSG00000204479"
"188","ENSG00000204478.9","ENSG00000204478"
"189","ENSG00000162494.5","ENSG00000162494"
"190","ENSG00000162493.16","ENSG00000162493"
"191","ENSG00000116731.22","ENSG00000116731"
"192","ENSG00000189337.16","ENSG00000189337"
"193","ENSG00000171729.13","ENSG00000171729"
"194","ENSG00000142621.19","ENSG00000142621"
"195","ENSG00000142634.12","ENSG00000142634"
"196","ENSG00000162438.11","ENSG00000162438"
"197","ENSG00000142615.7","ENSG00000142615"
"198","ENSG00000215704.9","ENSG00000215704"
"199","ENSG00000132906.17","ENSG00000132906"
"200","ENSG00000116138.12","ENSG00000116138"
"201","ENSG00000116771.5","ENSG00000116771"
"202","ENSG00000197312.11","ENSG00000197312"
"203","ENSG00000116786.11","ENSG00000116786"
"204","ENSG00000162461.7","ENSG00000162461"
"205","ENSG00000162460.6","ENSG00000162460"
"206","ENSG00000162458.12","ENSG00000162458"
"207","ENSG00000233954.6","ENSG00000233954"
"208","ENSG00000065526.10","ENSG00000065526"
"209","ENSG00000116809.11","ENSG00000116809"
"210","ENSG00000183888.4","ENSG00000183888"
"211","ENSG00000173641.17","ENSG00000173641"
"212","ENSG00000186510.11","ENSG00000186510"
"213","ENSG00000184908.17","ENSG00000184908"
"214","ENSG00000185519.8","ENSG00000185519"
"215","ENSG00000142627.12","ENSG00000142627"
"216","ENSG00000142632.16","ENSG00000142632"
"217","ENSG00000132881.11","ENSG00000132881"
"218","ENSG00000037637.10","ENSG00000037637"
"219","ENSG00000055070.16","ENSG00000055070"
"220","ENSG00000187144.11","ENSG00000187144"
"221","ENSG00000157191.19","ENSG00000157191"
"222","ENSG00000268991.2","ENSG00000268991"
"223","ENSG00000219481.10","ENSG00000219481"
"224","ENSG00000237847.2","ENSG00000237847"
"225","ENSG00000279132.2","ENSG00000279132"
"226","ENSG00000058453.16","ENSG00000058453"
"227","ENSG00000117122.13","ENSG00000117122"
"228","ENSG00000159363.17","ENSG00000159363"
"229","ENSG00000117118.9","ENSG00000117118"
"230","ENSG00000117115.12","ENSG00000117115"
"231","ENSG00000142623.9","ENSG00000142623"
"232","ENSG00000142619.4","ENSG00000142619"
"233","ENSG00000159339.13","ENSG00000159339"
"234","ENSG00000276747.1","ENSG00000276747"
"235","ENSG00000179051.13","ENSG00000179051"
"236","ENSG00000074964.16","ENSG00000074964"
"237","ENSG00000117148.7","ENSG00000117148"
"238","ENSG00000117154.11","ENSG00000117154"
"239","ENSG00000179023.8","ENSG00000179023"
"240","ENSG00000009709.11","ENSG00000009709"
"241","ENSG00000179002.5","ENSG00000179002"
"242","ENSG00000159423.16","ENSG00000159423"
"243","ENSG00000169991.10","ENSG00000169991"
"244","ENSG00000127481.14","ENSG00000127481"
"245","ENSG00000127463.13","ENSG00000127463"
"246","ENSG00000053372.4","ENSG00000053372"
"247","ENSG00000162482.4","ENSG00000162482"
"248","ENSG00000053371.12","ENSG00000053371"
"249","ENSG00000040487.12","ENSG00000040487"
"250","ENSG00000077549.17","ENSG00000077549"
"251","ENSG00000173436.13","ENSG00000173436"
"252","ENSG00000158747.13","ENSG00000158747"
"253","ENSG00000158748.3","ENSG00000158748"
"254","ENSG00000162542.13","ENSG00000162542"
"255","ENSG00000178828.6","ENSG00000178828"
"256","ENSG00000169914.5","ENSG00000169914"
"257","ENSG00000188784.4","ENSG00000188784"
"258","ENSG00000188257.10","ENSG00000188257"
"259","ENSG00000127472.10","ENSG00000127472"
"260","ENSG00000117215.14","ENSG00000117215"
"261","ENSG00000158786.4","ENSG00000158786"
"262","ENSG00000187980.6","ENSG00000187980"
"263","ENSG00000162543.5","ENSG00000162543"
"264","ENSG00000158816.15","ENSG00000158816"
"265","ENSG00000162545.5","ENSG00000162545"
"266","ENSG00000090432.6","ENSG00000090432"
"267","ENSG00000183114.7","ENSG00000183114"
"268","ENSG00000158825.5","ENSG00000158825"
"269","ENSG00000158828.7","ENSG00000158828"
"270","ENSG00000244038.9","ENSG00000244038"
"271","ENSG00000117245.12","ENSG00000117245"
"272","ENSG00000189410.11","ENSG00000189410"
"273","ENSG00000127483.17","ENSG00000127483"
"274","ENSG00000075151.20","ENSG00000075151"
"275","ENSG00000117298.14","ENSG00000117298"
"276","ENSG00000142794.18","ENSG00000142794"
"277","ENSG00000162551.13","ENSG00000162551"
"278","ENSG00000076864.19","ENSG00000076864"
"279","ENSG00000090686.15","ENSG00000090686"
"280","ENSG00000187942.11","ENSG00000187942"
"281","ENSG00000142798.17","ENSG00000142798"
"282","ENSG00000219073.7","ENSG00000219073"
"283","ENSG00000142789.19","ENSG00000142789"
"284","ENSG00000070831.15","ENSG00000070831"
"285","ENSG00000162552.14","ENSG00000162552"
"286","ENSG00000184677.16","ENSG00000184677"
"287","ENSG00000070886.11","ENSG00000070886"
"288","ENSG00000173372.16","ENSG00000173372"
"289","ENSG00000159189.11","ENSG00000159189"
"290","ENSG00000173369.15","ENSG00000173369"
"291","ENSG00000133216.16","ENSG00000133216"
"292","ENSG00000215906.8","ENSG00000215906"
"293","ENSG00000227868.5","ENSG00000227868"
"294","ENSG00000004487.15","ENSG00000004487"
"295","ENSG00000169641.13","ENSG00000169641"
"296","ENSG00000179546.4","ENSG00000179546"
"297","ENSG00000125944.18","ENSG00000125944"
"298","ENSG00000125945.14","ENSG00000125945"
"299","ENSG00000204219.9","ENSG00000204219"
"300","ENSG00000088280.18","ENSG00000088280"
"301","ENSG00000007968.6","ENSG00000007968"
"302","ENSG00000117318.8","ENSG00000117318"
"303","ENSG00000197880.8","ENSG00000197880"
"304","ENSG00000142676.12","ENSG00000142676"
"305","ENSG00000011007.12","ENSG00000011007"
"306","ENSG00000057757.9","ENSG00000057757"
"307","ENSG00000011009.10","ENSG00000011009"
"308","ENSG00000117308.14","ENSG00000117308"
"309","ENSG00000117305.14","ENSG00000117305"
"310","ENSG00000179163.11","ENSG00000179163"
"311","ENSG00000188822.7","ENSG00000188822"
"312","ENSG00000189266.11","ENSG00000189266"
"313","ENSG00000188529.14","ENSG00000188529"
"314","ENSG00000142661.18","ENSG00000142661"
"315","ENSG00000142677.3","ENSG00000142677"
"316","ENSG00000185436.11","ENSG00000185436"
"317","ENSG00000158055.15","ENSG00000158055"
"318","ENSG00000001460.17","ENSG00000001460"
"319","ENSG00000001461.16","ENSG00000001461"
"320","ENSG00000117602.11","ENSG00000117602"
"321","ENSG00000184454.6","ENSG00000184454"
"322","ENSG00000133226.16","ENSG00000133226"
"323","ENSG00000169504.14","ENSG00000169504"
"324","ENSG00000020633.18","ENSG00000020633"
"325","ENSG00000117614.9","ENSG00000117614"
"326","ENSG00000117616.17","ENSG00000117616"
"327","ENSG00000187010.19","ENSG00000187010"
"328","ENSG00000183726.10","ENSG00000183726"
"329","ENSG00000188672.17","ENSG00000188672"
"330","ENSG00000204178.9","ENSG00000204178"
"331","ENSG00000157978.11","ENSG00000157978"
"332","ENSG00000117643.14","ENSG00000117643"
"333","ENSG00000162430.16","ENSG00000162430"
"334","ENSG00000117640.17","ENSG00000117640"
"335","ENSG00000127423.10","ENSG00000127423"
"336","ENSG00000182749.5","ENSG00000182749"
"337","ENSG00000117632.22","ENSG00000117632"
"338","ENSG00000158006.13","ENSG00000158006"
"339","ENSG00000158008.9","ENSG00000158008"
"340","ENSG00000158014.14","ENSG00000158014"
"341","ENSG00000158022.6","ENSG00000158022"
"342","ENSG00000175087.9","ENSG00000175087"
"343","ENSG00000197245.5","ENSG00000197245"
"344","ENSG00000282872.1","ENSG00000282872"
"345","ENSG00000236782.6","ENSG00000236782"
"346","ENSG00000142684.8","ENSG00000142684"
"347","ENSG00000142675.17","ENSG00000142675"
"348","ENSG00000188782.8","ENSG00000188782"
"349","ENSG00000130695.14","ENSG00000130695"
"350","ENSG00000142669.14","ENSG00000142669"
"351","ENSG00000158062.20","ENSG00000158062"
"352","ENSG00000169442.8","ENSG00000169442"
"353","ENSG00000176092.14","ENSG00000176092"
"354","ENSG00000176083.17","ENSG00000176083"
"355","ENSG00000131914.10","ENSG00000131914"
"356","ENSG00000117682.16","ENSG00000117682"
"357","ENSG00000198830.10","ENSG00000198830"
"358","ENSG00000117676.13","ENSG00000117676"
"359","ENSG00000117713.18","ENSG00000117713"
"360","ENSG00000060642.10","ENSG00000060642"
"361","ENSG00000204160.11","ENSG00000204160"
"362","ENSG00000175793.11","ENSG00000175793"
"363","ENSG00000142751.14","ENSG00000142751"
"364","ENSG00000198746.12","ENSG00000198746"
"365","ENSG00000090273.13","ENSG00000090273"
"366","ENSG00000131910.4","ENSG00000131910"
"367","ENSG00000175707.8","ENSG00000175707"
"368","ENSG00000253368.3","ENSG00000253368"
"369","ENSG00000158246.7","ENSG00000158246"
"370","ENSG00000090020.10","ENSG00000090020"
"371","ENSG00000142784.15","ENSG00000142784"
"372","ENSG00000186501.14","ENSG00000186501"
"373","ENSG00000142765.17","ENSG00000142765"
"374","ENSG00000142733.14","ENSG00000142733"
"375","ENSG00000142748.12","ENSG00000142748"
"376","ENSG00000174950.10","ENSG00000174950"
"377","ENSG00000181773.6","ENSG00000181773"
"378","ENSG00000158195.10","ENSG00000158195"
"379","ENSG00000126705.13","ENSG00000126705"
"380","ENSG00000000938.12","ENSG00000000938"
"381","ENSG00000126709.14","ENSG00000126709"
"382","ENSG00000009780.15","ENSG00000009780"
"383","ENSG00000117758.13","ENSG00000117758"
"384","ENSG00000117751.17","ENSG00000117751"
"385","ENSG00000130775.15","ENSG00000130775"
"386","ENSG00000117748.9","ENSG00000117748"
"387","ENSG00000130768.14","ENSG00000130768"
"388","ENSG00000158156.7","ENSG00000158156"
"389","ENSG00000158161.15","ENSG00000158161"
"390","ENSG00000169403.11","ENSG00000169403"
"391","ENSG00000126698.10","ENSG00000126698"
"392","ENSG00000130770.17","ENSG00000130770"
"393","ENSG00000130766.4","ENSG00000130766"
"394","ENSG00000130772.13","ENSG00000130772"
"395","ENSG00000204138.12","ENSG00000204138"
"396","ENSG00000180198.15","ENSG00000180198"
"397","ENSG00000180098.9","ENSG00000180098"
"398","ENSG00000120656.11","ENSG00000120656"
"399","ENSG00000188060.7","ENSG00000188060"
"400","ENSG00000162419.12","ENSG00000162419"
"401","ENSG00000198492.15","ENSG00000198492"
"402","ENSG00000116329.10","ENSG00000116329"
"403","ENSG00000159023.19","ENSG00000159023"
"404","ENSG00000253304.1","ENSG00000253304"
"405","ENSG00000116350.16","ENSG00000116350"
"406","ENSG00000116353.15","ENSG00000116353"
"407","ENSG00000060656.19","ENSG00000060656"
"408","ENSG00000162510.5","ENSG00000162510"
"409","ENSG00000162511.7","ENSG00000162511"
"410","ENSG00000162512.15","ENSG00000162512"
"411","ENSG00000134644.15","ENSG00000134644"
"412","ENSG00000084628.9","ENSG00000084628"
"413","ENSG00000060688.12","ENSG00000060688"
"414","ENSG00000121766.15","ENSG00000121766"
"415","ENSG00000121769.7","ENSG00000121769"
"416","ENSG00000168528.11","ENSG00000168528"
"417","ENSG00000142910.15","ENSG00000142910"
"418","ENSG00000121764.11","ENSG00000121764"
"419","ENSG00000162517.12","ENSG00000162517"
"420","ENSG00000084636.17","ENSG00000084636"
"421","ENSG00000121753.12","ENSG00000121753"
"422","ENSG00000134668.12","ENSG00000134668"
"423","ENSG00000184007.18","ENSG00000184007"
"424","ENSG00000121774.17","ENSG00000121774"
"425","ENSG00000121775.17","ENSG00000121775"
"426","ENSG00000025800.13","ENSG00000025800"
"427","ENSG00000084652.15","ENSG00000084652"
"428","ENSG00000160050.14","ENSG00000160050"
"429","ENSG00000160051.11","ENSG00000160051"
"430","ENSG00000222046.2","ENSG00000222046"
"431","ENSG00000160055.19","ENSG00000160055"
"432","ENSG00000084623.11","ENSG00000084623"
"433","ENSG00000183615.5","ENSG00000183615"
"434","ENSG00000182866.16","ENSG00000182866"
"435","ENSG00000116478.11","ENSG00000116478"
"436","ENSG00000175130.6","ENSG00000175130"
"437","ENSG00000162526.6","ENSG00000162526"
"438","ENSG00000225828.1","ENSG00000225828"
"439","ENSG00000160058.18","ENSG00000160058"
"440","ENSG00000273274.1","ENSG00000273274"
"441","ENSG00000160062.14","ENSG00000160062"
"442","ENSG00000176261.15","ENSG00000176261"
"443","ENSG00000162521.18","ENSG00000162521"
"444","ENSG00000162520.14","ENSG00000162520"
"445","ENSG00000162522.10","ENSG00000162522"
"446","ENSG00000134684.10","ENSG00000134684"
"447","ENSG00000116497.17","ENSG00000116497"
"448","ENSG00000160097.16","ENSG00000160097"
"449","ENSG00000121905.9","ENSG00000121905"
"450","ENSG00000121900.18","ENSG00000121900"
"451","ENSG00000116514.16","ENSG00000116514"
"452","ENSG00000004455.16","ENSG00000004455"
"453","ENSG00000142920.16","ENSG00000142920"
"454","ENSG00000116525.13","ENSG00000116525"
"455","ENSG00000160094.14","ENSG00000160094"
"456","ENSG00000184389.9","ENSG00000184389"
"457","ENSG00000134686.18","ENSG00000134686"
"458","ENSG00000121903.14","ENSG00000121903"
"459","ENSG00000121904.17","ENSG00000121904"
"460","ENSG00000176256.10","ENSG00000176256"
"461","ENSG00000142698.14","ENSG00000142698"
"462","ENSG00000163866.8","ENSG00000163866"
"463","ENSG00000189280.3","ENSG00000189280"
"464","ENSG00000189433.5","ENSG00000189433"
"465","ENSG00000188910.7","ENSG00000188910"
"466","ENSG00000187513.8","ENSG00000187513"
"467","ENSG00000116544.11","ENSG00000116544"
"468","ENSG00000243749.1","ENSG00000243749"
"469","ENSG00000163867.16","ENSG00000163867"
"470","ENSG00000197056.9","ENSG00000197056"
"471","ENSG00000116560.10","ENSG00000116560"
"472","ENSG00000146463.11","ENSG00000146463"
"473","ENSG00000142687.17","ENSG00000142687"
"474","ENSG00000020129.15","ENSG00000020129"
"475","ENSG00000116819.6","ENSG00000116819"
"476","ENSG00000126067.11","ENSG00000126067"
"477","ENSG00000142686.7","ENSG00000142686"
"478","ENSG00000092853.13","ENSG00000092853"
"479","ENSG00000134698.10","ENSG00000134698"
"480","ENSG00000092847.11","ENSG00000092847"
"481","ENSG00000126070.19","ENSG00000126070"
"482","ENSG00000092850.11","ENSG00000092850"
"483","ENSG00000116863.10","ENSG00000116863"
"484","ENSG00000171812.12","ENSG00000171812"
"485","ENSG00000054116.11","ENSG00000054116"
"486","ENSG00000116871.15","ENSG00000116871"
"487","ENSG00000054118.13","ENSG00000054118"
"488","ENSG00000214193.10","ENSG00000214193"
"489","ENSG00000142694.6","ENSG00000142694"
"490","ENSG00000196182.10","ENSG00000196182"
"491","ENSG00000181817.5","ENSG00000181817"
"492","ENSG00000116885.18","ENSG00000116885"
"493","ENSG00000116898.11","ENSG00000116898"
"494","ENSG00000119535.17","ENSG00000119535"
"495","ENSG00000163873.9","ENSG00000163873"
"496","ENSG00000163874.10","ENSG00000163874"
"497","ENSG00000163875.15","ENSG00000163875"
"498","ENSG00000163877.10","ENSG00000163877"
"499","ENSG00000163879.10","ENSG00000163879"
"500","ENSG00000134697.12","ENSG00000134697"
"501","ENSG00000169218.13","ENSG00000169218"
"502","ENSG00000116922.14","ENSG00000116922"
"503","ENSG00000134690.10","ENSG00000134690"
"504","ENSG00000183317.16","ENSG00000183317"
"505","ENSG00000185090.14","ENSG00000185090"
"506","ENSG00000196449.3","ENSG00000196449"
"507","ENSG00000197982.13","ENSG00000197982"
"508","ENSG00000188786.9","ENSG00000188786"
"509","ENSG00000204084.12","ENSG00000204084"
"510","ENSG00000183431.11","ENSG00000183431"
"511","ENSG00000183386.9","ENSG00000183386"
"512","ENSG00000183520.11","ENSG00000183520"
"513","ENSG00000185668.7","ENSG00000185668"
"514","ENSG00000116954.7","ENSG00000116954"
"515","ENSG00000214114.8","ENSG00000214114"
"516","ENSG00000131233.9","ENSG00000131233"
"517","ENSG00000158315.10","ENSG00000158315"
"518","ENSG00000174574.15","ENSG00000174574"
"519","ENSG00000168653.10","ENSG00000168653"
"520","ENSG00000127603.23","ENSG00000127603"
"521","ENSG00000183682.7","ENSG00000183682"
"522","ENSG00000090621.13","ENSG00000090621"
"523","ENSG00000163909.7","ENSG00000163909"
"524","ENSG00000116981.3","ENSG00000116981"
"525","ENSG00000116983.12","ENSG00000116983"
"526","ENSG00000084072.16","ENSG00000084072"
"527","ENSG00000116985.11","ENSG00000116985"
"528","ENSG00000198754.5","ENSG00000198754"
"529","ENSG00000043514.15","ENSG00000043514"
"530","ENSG00000116990.10","ENSG00000116990"
"531","ENSG00000168389.17","ENSG00000168389"
"532","ENSG00000131236.16","ENSG00000131236"
"533","ENSG00000131238.16","ENSG00000131238"
"534","ENSG00000117000.8","ENSG00000117000"
"535","ENSG00000188800.5","ENSG00000188800"
"536","ENSG00000084073.8","ENSG00000084073"
"537","ENSG00000049089.13","ENSG00000049089"
"538","ENSG00000084070.11","ENSG00000084070"
"539","ENSG00000187801.14","ENSG00000187801"
"540","ENSG00000187815.9","ENSG00000187815"
"541","ENSG00000164002.11","ENSG00000164002"
"542","ENSG00000117010.15","ENSG00000117010"
"543","ENSG00000117016.9","ENSG00000117016"
"544","ENSG00000066136.20","ENSG00000066136"
"545","ENSG00000117013.14","ENSG00000117013"
"546","ENSG00000179862.6","ENSG00000179862"
"547","ENSG00000171793.13","ENSG00000171793"
"548","ENSG00000171790.15","ENSG00000171790"
"549","ENSG00000010803.16","ENSG00000010803"
"550","ENSG00000204060.6","ENSG00000204060"
"551","ENSG00000127129.9","ENSG00000127129"
"552","ENSG00000127124.14","ENSG00000127124"
"553","ENSG00000044012.3","ENSG00000044012"
"554","ENSG00000197273.3","ENSG00000197273"
"555","ENSG00000198815.8","ENSG00000198815"
"556","ENSG00000177181.14","ENSG00000177181"
"557","ENSG00000066185.12","ENSG00000066185"
"558","ENSG00000127125.8","ENSG00000127125"
"559","ENSG00000186409.14","ENSG00000186409"
"560","ENSG00000171960.10","ENSG00000171960"
"561","ENSG00000065978.18","ENSG00000065978"
"562","ENSG00000164007.10","ENSG00000164007"
"563","ENSG00000117385.15","ENSG00000117385"
"564","ENSG00000164008.14","ENSG00000164008"
"565","ENSG00000274386.5","ENSG00000274386"
"566","ENSG00000177868.11","ENSG00000177868"
"567","ENSG00000164010.13","ENSG00000164010"
"568","ENSG00000164011.17","ENSG00000164011"
"569","ENSG00000117394.20","ENSG00000117394"
"570","ENSG00000186973.10","ENSG00000186973"
"571","ENSG00000117395.12","ENSG00000117395"
"572","ENSG00000243710.7","ENSG00000243710"
"573","ENSG00000179178.10","ENSG00000179178"
"574","ENSG00000253313.5","ENSG00000253313"
"575","ENSG00000066056.13","ENSG00000066056"
"576","ENSG00000117400.16","ENSG00000117400"
"577","ENSG00000117399.13","ENSG00000117399"
"578","ENSG00000066322.14","ENSG00000066322"
"579","ENSG00000159479.16","ENSG00000159479"
"580","ENSG00000198198.15","ENSG00000198198"
"581","ENSG00000142949.16","ENSG00000142949"
"582","ENSG00000066135.12","ENSG00000066135"
