Row,AdrenalGland,ArteryAorta,ArteryCoronary,ArteryTibial,BrainCerebellum,BrainCortex,Breast,ColonSigmoid,ColonTransverse,GEJunction,EsophagusMucosa,EsophagusMuscle,HeartAtrial,HeartVentricle,Liver,Lung,MinorSalivary,MuscleSkeletal,NerveTibial,Ovary,Pancreas,Pituitary,Prostate,SkinUnexpo,SkinSunExpo,SmallIntestine,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina
"3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA",0.00616945353880316,-0.00917695591313955,0.000207788580806771,-0.00516614694356331,-0.00718288396000017,0.00382474098367294,0.00233325369606284,-0.0115025393944172,0.0521037158932407,-0.00150787786637768,0.00150664291009266,-0.00193387032712099,0.0557981967889383,0.142637927190632,0.633658882463509,0.00185076576786902,0.0100858051960872,0.00477277226815191,0.000699063138949248,-0.0184221839364138,-0.00152584164215858,-0.0223668143769352,-0.000974331691440705,0.00246716363724343,-0.00127936127852985,0.0749369383367003,-0.00277980739403286,0.0224136946759285,0.00369947082789802,-0.00101129272876256,-0.0127876556830498,0.000498957313938175
"3(S),12(R)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",0.00652639941958167,-0.00307348912948571,0.00146378670883268,-0.00527626543964526,-0.0278276517255405,0.00156006840536276,0.00686962275502437,-0.00952734634746409,0.0367026687568699,0.00408857242787582,0.00598125569921534,-0.000299712270899748,0.0418832944004845,0.100384582367484,0.641836931927374,0.00712282505270826,0.0104153977971597,-0.0278276517255405,0.00504271213916215,-0.0166522205548407,0.00469037918351838,-0.0149815233173347,0.00342806461969623,0.006115363083736,0.00445885016067546,0.0489764272684451,-0.00476673392776767,0.0200684068538382,0.00283304836906068,0.00423525279414046,-0.012575394962077,0.00480636436676367
"3(S),12(S)-dihydroxy-5-oxo-eicosa-(8E,10E,14Z)-trienoyl-CoA",0.00627650485596529,-0.00309419073177899,0.00147902885707245,-0.00519481987973232,-0.0284239870564851,0.00167298793141714,0.00628967316083207,-0.00964282367083751,0.0380567781113418,0.00360601560447726,0.00587761016220899,-0.000265118537462937,0.0423683577444169,0.107215171445984,0.654002265915268,0.00697507006516339,0.0104761833851515,-0.0284239870564851,0.00475088503282959,-0.0168744651219823,0.00417648478993532,-0.0155642913386105,0.00314113898795927,0.00570096053723773,0.00402387293049278,0.051470562440755,-0.0047612710465369,0.0197855644347881,0.00276170312573935,0.00375076495401351,-0.0126860696991174,0.00444322095248832
"3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA",0.00651397113358285,-0.0102385371152606,0.000155315740688423,-0.00574804004827405,-0.00806643638878346,0.00549321967043731,0.00122809274347264,-0.0127859804940316,0.052409795589078,-0.00175541393223647,0.00180025153321442,-0.00346549149380801,0.0576686832187243,0.143042037753336,0.62354299493783,0.00185077704305613,0.0122169677628155,0.00338297115124042,0.0011219345468492,-0.0205577277041929,-0.00186422751411113,-0.0250251356280524,-0.00107908665026312,0.00378010220568994,-0.00147823165017324,0.0845920214992288,-0.00324683364196823,0.0244591257263945,0.00378821840937087,-0.00118084104337015,-0.0142485398408024,0.0021155347474494
"3(S),6(R)-dihydroxy-tetradec-(8Z)-enoate",0.0514225419734145,-0.00790937845883809,0.0128133765773962,-0.00642650957707507,-0.0324957575443025,0.0198328611006902,0.030015510974647,4.10931228932154e-05,0.0387672236746776,0.0041909050611791,0.00017748798995789,0.0110140274201812,0.331800010519644,0.533372588763147,0.589588959484465,0.00166479451456941,0.00620174019087738,-0.0324957575443025,-0.000218653234614882,-0.0165833799630977,0.00630993983643792,-0.0108387379438363,-0.00221194885978746,0.00177563155487638,0.000251587880783027,0.0542020006753761,-0.00546598541310631,0.023608374871715,0.00119060870359581,0.00118224842241595,-0.0129404253885457,6.22672311250544e-06
"3(S),6(S)-dihydroxy-tetradec-(8Z)-enoate",0.0514049566773263,-0.00773111496256171,0.0127814355474342,-0.00542894561170065,-0.0316245299239168,0.0198621744473722,0.0301387961779175,1.27928221302087e-05,0.038344009732133,0.0042792820214532,0.000108732617821877,0.0110154990487175,0.331786339760044,0.533367084494416,0.587201836667001,0.00156268898842572,0.00551381287325857,-0.0316245299239168,-0.000649139322828524,-0.0158422309069672,0.00634368986215976,-0.0108133207578467,-0.00220778018636094,0.00139408243962458,0.000229077132117055,0.0542012587859952,-0.00442366270403113,0.023645726438428,0.00211096805204407,0.00120179068788841,-0.0120905265667029,1.87237429417134e-05
"3(S),8(R)-dihydroxy-(6E,10Z)-hexadecadienoate",0.0125511555057732,-0.00796598200265257,0.00288531517571389,-0.00534627565993155,-0.0343542042699013,0.001553805808153,0.005507516631195,-0.00906821351765172,0.0454230514075297,0.000191477911214558,0.00114232492742827,-3.85636674204784e-05,0.0659764646677673,0.160295294575297,0.641694481739152,0.00233205515544839,0.00616257476666694,-0.0343542042699013,-7.55176201646737e-05,-0.0157814724959225,0.00169889041154582,-0.019784897443063,-0.00169520097062612,0.00146908035542919,7.55176201646807e-05,0.0535580042882873,-0.00471222314159509,0.0206251214648787,0.00337906327182734,1.1202226632194e-05,-0.0120761989617823,0.000166169474271415
"3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate",0.0128989805421857,-0.00802700922305089,0.00300794463968566,-0.00548335488483085,-0.0339017347075395,0.00148884784367373,0.00552813391569245,-0.00910829449765385,0.0461431245209019,0.000231814195566088,0.00122460051342511,-1.54887665994932e-05,0.0670957913740886,0.161470230603632,0.644143579739201,0.00254259350319039,0.0064516356765962,-0.0339017347075395,2.67512093954023e-05,-0.0157408281234827,0.0017248120602928,-0.0196413271125718,-0.00162729644566836,0.00169498471952969,0.000231957534361768,0.0542274255905576,-0.00477809024446939,0.0207153668329847,0.0035594355933396,0.00022392071463985,-0.0121080047610837,0.000290428286395715
"3(S)-2-Hydroxyphytanoyl Coenzyme A",0.121025550106577,-0.0122753954367117,-0.0588286722091261,-0.00221232769234187,0.000450157272916835,0.134436522424473,0.00164872268524495,-0.0588286722091261,0.0797427516130723,-0.0588286722091261,0.0211509212213939,-0.0588286722091261,-0.0588286722091261,-0.0588286722091261,0.941150275726394,0.0119436551989746,0.00954257718880638,0.101821716321964,0.00328576159073077,-0.0588286722091261,0.0637738454814636,0.0299146628889485,-0.00457462295559,0.143056901726461,0.0417739518524328,0.14310805062095,0.00259615562407589,0.0168875438282734,0.420619779090934,0.0141443519956965,-0.0588286722091261,-0.00013936578195909
"3(S)-3-Hydroxydodecen-(5Z)-Oyl Coenzyme A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
